Day,Date,S&P 500,S&P 500 norm,S&P 500 y/y,S&P 500 y/y norm,S&P 500 m/m,S&P 500 m/m norm
9740,1974-11-30,69.97,-63.95,-0.271,-63.95,-0.0532,-13.61
9741,1974-12-01,68.56,-69.25,-0.297,-69.25,-0.0202,3.73
9771,1974-12-31,68.56,-69.25,-0.297,-69.25,-0.0202,3.73
9772,1975-01-01,76.98,-50.1,-0.203,-50.1,0.1228,78.88
9802,1975-01-31,76.98,-50.1,-0.203,-50.1,0.1228,78.88
9803,1975-02-01,81.59,-39.71,-0.152,-39.71,0.0599,45.82
9830,1975-02-28,81.59,-39.71,-0.152,-39.71,0.0599,45.82
9831,1975-03-01,83.36,-31.77,-0.113,-31.77,0.0217,25.75
9861,1975-03-31,83.36,-31.77,-0.113,-31.77,0.0217,25.75
9862,1975-04-01,87.3,-15.48,-0.033,-15.48,0.0473,39.2
9891,1975-04-30,87.3,-15.48,-0.033,-15.48,0.0473,39.2
9892,1975-05-01,91.15,0.2,0.044,0.2,0.0441,37.52
9922,1975-05-31,91.15,0.2,0.044,0.2,0.0441,37.52
9923,1975-06-01,95.19,13.03,0.107,13.03,0.0443,37.62
9952,1975-06-30,95.19,13.03,0.107,13.03,0.0443,37.62
9953,1975-07-01,88.75,15.48,0.119,15.48,-0.0677,-21.23
9983,1975-07-31,88.75,15.48,0.119,15.48,-0.0677,-21.23
9984,1975-08-01,86.88,32.79,0.204,32.79,-0.0211,3.26
10014,1975-08-31,86.88,32.79,0.204,32.79,-0.0211,3.26
10015,1975-09-01,83.87,56.42,0.32,56.42,-0.0346,-3.84
10044,1975-09-30,83.87,56.42,0.32,56.42,-0.0346,-3.84
10045,1975-10-01,89.04,32.99,0.205,32.99,0.0616,46.72
10075,1975-10-31,89.04,32.99,0.205,32.99,0.0616,46.72
10076,1975-11-01,91.24,53.16,0.304,53.16,0.0247,27.33
10105,1975-11-30,91.24,53.16,0.304,53.16,0.0247,27.33
10106,1975-12-01,90.19,55.6,0.316,55.6,-0.0115,8.3
10136,1975-12-31,90.19,55.6,0.316,55.6,-0.0115,8.3
10137,1976-01-01,100.86,54.38,0.31,54.38,0.1183,76.51
10167,1976-01-31,100.86,54.38,0.31,54.38,0.1183,76.51
10168,1976-02-01,99.71,36.46,0.222,36.46,-0.0114,8.36
10196,1976-02-29,99.71,36.46,0.222,36.46,-0.0114,8.36
10197,1976-03-01,102.77,38.7,0.233,38.7,0.0307,30.48
10227,1976-03-31,102.77,38.7,0.233,38.7,0.0307,30.48
10228,1976-04-01,101.64,24.64,0.164,24.64,-0.011,8.57
10257,1976-04-30,101.64,24.64,0.164,24.64,-0.011,8.57
10258,1976-05-01,100.18,11.41,0.099,11.41,-0.0144,6.78
10288,1976-05-31,100.18,11.41,0.099,11.41,-0.0144,6.78
10289,1976-06-01,104.28,10.79,0.096,10.79,0.0409,35.84
10318,1976-06-30,104.28,10.79,0.096,10.79,0.0409,35.84
10319,1976-07-01,103.44,25.05,0.166,25.05,-0.0081,10.09
10349,1976-07-31,103.44,25.05,0.166,25.05,-0.0081,10.09
10350,1976-08-01,102.91,28.92,0.185,28.92,-0.0051,11.67
10380,1976-08-31,102.91,28.92,0.185,28.92,-0.0051,11.67
10381,1976-09-01,105.24,43.18,0.255,43.18,0.0226,26.22
10410,1976-09-30,105.24,43.18,0.255,43.18,0.0226,26.22
10411,1976-10-01,102.9,23.01,0.156,23.01,-0.0222,2.68
10441,1976-10-31,102.9,23.01,0.156,23.01,-0.0222,2.68
10442,1976-11-01,102.1,15.48,0.119,15.48,-0.0078,10.25
10471,1976-11-30,102.1,15.48,0.119,15.48,-0.0078,10.25
10472,1976-12-01,107.46,30.35,0.192,30.35,0.0525,41.93
10502,1976-12-31,107.46,30.35,0.192,30.35,0.0525,41.93
10503,1977-01-01,102.03,-6.31,0.012,-6.31,-0.0505,-12.19
10533,1977-01-31,102.03,-6.31,0.012,-6.31,-0.0505,-12.19
10534,1977-02-01,99.82,-8.55,0.001,-8.55,-0.0217,2.94
10561,1977-02-28,99.82,-8.55,0.001,-8.55,-0.0217,2.94
10562,1977-03-01,98.42,-17.31,-0.042,-17.31,-0.014,6.99
10592,1977-03-31,98.42,-17.31,-0.042,-17.31,-0.014,6.99
10593,1977-04-01,98.44,-15.27,-0.032,-15.27,0.0002,14.45
10622,1977-04-30,98.44,-15.27,-0.032,-15.27,0.0002,14.45
10623,1977-05-01,96.12,-17.11,-0.041,-17.11,-0.0236,1.94
10653,1977-05-31,96.12,-17.11,-0.041,-17.11,-0.0236,1.94
10654,1977-06-01,100.48,-16.09,-0.036,-16.09,0.0454,38.2
10683,1977-06-30,100.48,-16.09,-0.036,-16.09,0.0454,38.2
10684,1977-07-01,98.85,-17.72,-0.044,-17.72,-0.0162,5.83
10714,1977-07-31,98.85,-17.72,-0.044,-17.72,-0.0162,5.83
10715,1977-08-01,96.77,-20.98,-0.06,-20.98,-0.021,3.31
10745,1977-08-31,96.77,-20.98,-0.06,-20.98,-0.021,3.31
10746,1977-09-01,96.53,-25.66,-0.083,-25.66,-0.0025,13.03
10775,1977-09-30,96.53,-25.66,-0.083,-25.66,-0.0025,13.03
10776,1977-10-01,92.34,-29.74,-0.103,-29.74,-0.0434,-8.46
10806,1977-10-31,92.34,-29.74,-0.103,-29.74,-0.0434,-8.46
10807,1977-11-01,94.83,-23.22,-0.071,-23.22,0.027,28.53
10836,1977-11-30,94.83,-23.22,-0.071,-23.22,0.027,28.53
10837,1977-12-01,95.1,-32.18,-0.115,-32.18,0.0028,15.82
10867,1977-12-31,95.1,-32.18,-0.115,-32.18,0.0028,15.82
10868,1978-01-01,89.25,-34.22,-0.125,-34.22,-0.0615,-17.97
10898,1978-01-31,89.25,-34.22,-0.125,-34.22,-0.0615,-17.97
10899,1978-02-01,87.04,-34.83,-0.128,-34.83,-0.0248,1.31
10926,1978-02-28,87.04,-34.83,-0.128,-34.83,-0.0248,1.31
10927,1978-03-01,89.21,-27.9,-0.094,-27.9,0.0249,27.43
10957,1978-03-31,89.21,-27.9,-0.094,-27.9,0.0249,27.43
10958,1978-04-01,96.83,-12.02,-0.016,-12.02,0.0854,59.22
10987,1978-04-30,96.83,-12.02,-0.016,-12.02,0.0854,59.22
10988,1978-05-01,97.24,-6.31,0.012,-6.31,0.0042,16.55
11018,1978-05-31,97.24,-6.31,0.012,-6.31,0.0042,16.55
11019,1978-06-01,95.53,-18.74,-0.049,-18.74,-0.0176,5.1
11048,1978-06-30,95.53,-18.74,-0.049,-18.74,-0.0176,5.1
11049,1978-07-01,100.68,-4.89,0.019,-4.89,0.0539,42.67
11079,1978-07-31,100.68,-4.89,0.019,-4.89,0.0539,42.67
11080,1978-08-01,103.29,4.89,0.067,4.89,0.0259,27.96
11110,1978-08-31,103.29,4.89,0.067,4.89,0.0259,27.96
11111,1978-09-01,102.54,3.87,0.062,3.87,-0.0073,10.51
11140,1978-09-30,102.54,3.87,0.062,3.87,-0.0073,10.51
11141,1978-10-01,93.15,-6.92,0.009,-6.92,-0.0916,-33.79
11171,1978-10-31,93.15,-6.92,0.009,-6.92,-0.0916,-33.79
11172,1978-11-01,94.7,-8.96,-0.001,-8.96,0.0166,23.07
11201,1978-11-30,94.7,-8.96,-0.001,-8.96,0.0166,23.07
11202,1978-12-01,96.11,-6.52,0.011,-6.52,0.0149,22.18
11232,1978-12-31,96.11,-6.52,0.011,-6.52,0.0149,22.18
11233,1979-01-01,99.93,15.68,0.12,15.68,0.0397,35.21
11263,1979-01-31,99.93,15.68,0.12,15.68,0.0397,35.21
11264,1979-02-01,96.28,12.83,0.106,12.83,-0.0365,-4.83
11291,1979-02-28,96.28,12.83,0.106,12.83,-0.0365,-4.83
11292,1979-03-01,101.59,19.55,0.139,19.55,0.0552,43.35
11322,1979-03-31,101.59,19.55,0.139,19.55,0.0552,43.35
11323,1979-04-01,101.76,1.63,0.051,1.63,0.0017,15.24
11352,1979-04-30,101.76,1.63,0.051,1.63,0.0017,15.24
11353,1979-05-01,99.08,-4.89,0.019,-4.89,-0.0263,0.53
11383,1979-05-31,99.08,-4.89,0.019,-4.89,-0.0263,0.53
11384,1979-06-01,102.91,6.92,0.077,6.92,0.0387,34.68
11413,1979-06-30,102.91,6.92,0.077,6.92,0.0387,34.68
11414,1979-07-01,103.81,-2.44,0.031,-2.44,0.0087,18.92
11444,1979-07-31,103.81,-2.44,0.031,-2.44,0.0087,18.92
11445,1979-08-01,109.32,3.05,0.058,3.05,0.0531,42.25
11475,1979-08-31,109.32,3.05,0.058,3.05,0.0531,42.25
11476,1979-09-01,109.32,4.68,0.066,4.68,0.0,14.35
11505,1979-09-30,109.32,4.68,0.066,4.68,0.0,14.35
11506,1979-10-01,101.82,10.18,0.093,10.18,-0.0686,-21.7
11536,1979-10-31,101.82,10.18,0.093,10.18,-0.0686,-21.7
11537,1979-11-01,106.16,15.89,0.121,15.89,0.0426,36.73
11566,1979-11-30,106.16,15.89,0.121,15.89,0.0426,36.73
11567,1979-12-01,107.94,16.29,0.123,16.29,0.0168,23.17
11597,1979-12-31,107.94,16.29,0.123,16.29,0.0168,23.17
11598,1980-01-01,114.16,20.16,0.142,20.16,0.0576,44.61
11628,1980-01-31,114.16,20.16,0.142,20.16,0.0576,44.61
11629,1980-02-01,113.66,28.11,0.181,28.11,-0.0044,12.03
11657,1980-02-29,113.66,28.11,0.181,28.11,-0.0044,12.03
11658,1980-03-01,102.09,-7.74,0.005,-7.74,-0.1018,-39.15
11688,1980-03-31,102.09,-7.74,0.005,-7.74,-0.1018,-39.15
11689,1980-04-01,106.29,0.41,0.045,0.41,0.0411,35.94
11718,1980-04-30,106.29,0.41,0.045,0.41,0.0411,35.94
11719,1980-05-01,111.24,16.29,0.123,16.29,0.0466,38.83
11749,1980-05-31,111.24,16.29,0.123,16.29,0.0466,38.83
11750,1980-06-01,114.24,13.65,0.11,13.65,0.027,28.53
11779,1980-06-30,114.24,13.65,0.11,13.65,0.027,28.53
11780,1980-07-01,121.67,26.27,0.172,26.27,0.065,48.5
11810,1980-07-31,121.67,26.27,0.172,26.27,0.065,48.5
11811,1980-08-01,122.38,15.68,0.12,15.68,0.0058,17.39
11841,1980-08-31,122.38,15.68,0.12,15.68,0.0058,17.39
11842,1980-09-01,125.46,21.38,0.148,21.38,0.0252,27.59
11871,1980-09-30,125.46,21.38,0.148,21.38,0.0252,27.59
11872,1980-10-01,127.47,42.57,0.252,42.57,0.016,22.75
11902,1980-10-31,127.47,42.57,0.252,42.57,0.016,22.75
11903,1980-11-01,140.52,57.23,0.324,57.23,0.1024,68.16
11932,1980-11-30,140.52,57.23,0.324,57.23,0.1024,68.16
11933,1980-12-01,135.76,43.79,0.258,43.79,-0.0339,-3.47
11963,1980-12-31,135.76,43.79,0.258,43.79,-0.0339,-3.47
11964,1981-01-01,129.55,18.74,0.135,18.74,-0.0457,-9.67
11994,1981-01-31,129.55,18.74,0.135,18.74,-0.0457,-9.67
11995,1981-02-01,131.27,22.81,0.155,22.81,0.0133,21.33
12022,1981-02-28,131.27,22.81,0.155,22.81,0.0133,21.33
12023,1981-03-01,136.0,58.86,0.332,58.86,0.036,33.26
12053,1981-03-31,136.0,58.86,0.332,58.86,0.036,33.26
12054,1981-04-01,132.81,42.16,0.25,42.16,-0.0235,2.0
12083,1981-04-30,132.81,42.16,0.25,42.16,-0.0235,2.0
12084,1981-05-01,132.59,30.35,0.192,30.35,-0.0017,13.45
12114,1981-05-31,132.59,30.35,0.192,30.35,-0.0017,13.45
12115,1981-06-01,131.21,21.59,0.149,21.59,-0.0104,8.88
12144,1981-06-30,131.21,21.59,0.149,21.59,-0.0104,8.88
12145,1981-07-01,130.92,6.72,0.076,6.72,-0.0022,13.19
12175,1981-07-31,130.92,6.72,0.076,6.72,-0.0022,13.19
12176,1981-08-01,122.79,-8.15,0.003,-8.15,-0.0621,-18.29
12206,1981-08-31,122.79,-8.15,0.003,-8.15,-0.0621,-18.29
12207,1981-09-01,116.18,-23.83,-0.074,-23.83,-0.0538,-13.93
12236,1981-09-30,116.18,-23.83,-0.074,-23.83,-0.0538,-13.93
12237,1981-10-01,121.89,-17.72,-0.044,-17.72,0.0491,40.15
12267,1981-10-31,121.89,-17.72,-0.044,-17.72,0.0491,40.15
12268,1981-11-01,126.35,-29.33,-0.101,-29.33,0.0366,33.58
12297,1981-11-30,126.35,-29.33,-0.101,-29.33,0.0366,33.58
12298,1981-12-01,122.55,-28.51,-0.097,-28.51,-0.0301,-1.47
12328,1981-12-31,122.55,-28.51,-0.097,-28.51,-0.0301,-1.47
12329,1982-01-01,120.4,-23.22,-0.071,-23.22,-0.0175,5.15
12359,1982-01-31,120.4,-23.22,-0.071,-23.22,-0.0175,5.15
12360,1982-02-01,113.11,-36.86,-0.138,-36.86,-0.0605,-17.45
12387,1982-02-28,113.11,-36.86,-0.138,-36.86,-0.0605,-17.45
12388,1982-03-01,111.96,-44.81,-0.177,-44.81,-0.0102,8.99
12418,1982-03-31,111.96,-44.81,-0.177,-44.81,-0.0102,8.99
12419,1982-04-01,116.44,-33.81,-0.123,-33.81,0.04,35.37
12448,1982-04-30,116.44,-33.81,-0.123,-33.81,0.04,35.37
12449,1982-05-01,111.88,-40.53,-0.156,-40.53,-0.0392,-6.25
12479,1982-05-31,111.88,-40.53,-0.156,-40.53,-0.0392,-6.25
12480,1982-06-01,109.61,-42.36,-0.165,-42.36,-0.0203,3.68
12509,1982-06-30,109.61,-42.36,-0.165,-42.36,-0.0203,3.68
12510,1982-07-01,107.09,-45.82,-0.182,-45.82,-0.023,2.26
12540,1982-07-31,107.09,-45.82,-0.182,-45.82,-0.023,2.26
12541,1982-08-01,119.51,-14.26,-0.027,-14.26,0.116,75.3
12571,1982-08-31,119.51,-14.26,-0.027,-14.26,0.116,75.3
12572,1982-09-01,120.42,-1.22,0.037,-1.22,0.0076,18.34
12601,1982-09-30,120.42,-1.22,0.037,-1.22,0.0076,18.34
12602,1982-10-01,133.71,11.0,0.097,11.0,0.1104,72.36
12632,1982-10-31,133.71,11.0,0.097,11.0,0.1104,72.36
12633,1982-11-01,138.54,11.0,0.097,11.0,0.0361,33.32
12662,1982-11-30,138.54,11.0,0.097,11.0,0.0361,33.32
12663,1982-12-01,140.64,21.38,0.148,21.38,0.0152,22.33
12693,1982-12-31,140.64,21.38,0.148,21.38,0.0152,22.33
12694,1983-01-01,145.3,33.4,0.207,33.4,0.0331,31.74
12724,1983-01-31,145.3,33.4,0.207,33.4,0.0331,31.74
12725,1983-02-01,148.06,54.18,0.309,54.18,0.019,24.33
12752,1983-02-28,148.06,54.18,0.309,54.18,0.019,24.33
12753,1983-03-01,152.96,65.78,0.366,65.78,0.0331,31.74
12783,1983-03-31,152.96,65.78,0.366,65.78,0.0331,31.74
12784,1983-04-01,164.42,75.15,0.412,75.15,0.0749,53.7
12813,1983-04-30,164.42,75.15,0.412,75.15,0.0749,53.7
12814,1983-05-01,162.39,83.3,0.452,83.3,-0.0123,7.88
12844,1983-05-31,162.39,83.3,0.452,83.3,-0.0123,7.88
12845,1983-06-01,168.11,100.0,0.534,100.0,0.0352,32.84
12874,1983-06-30,168.11,100.0,0.534,100.0,0.0352,32.84
12875,1983-07-01,162.56,96.74,0.518,96.74,-0.033,-3.0
12905,1983-07-31,162.56,96.74,0.518,96.74,-0.033,-3.0
12906,1983-08-01,164.4,67.82,0.376,67.82,0.0113,20.28
12936,1983-08-31,164.4,67.82,0.376,67.82,0.0113,20.28
12937,1983-09-01,166.07,68.43,0.379,68.43,0.0102,19.71
12966,1983-09-30,166.07,68.43,0.379,68.43,0.0102,19.71
12967,1983-10-01,163.55,36.66,0.223,36.66,-0.0152,6.36
12997,1983-10-31,163.55,36.66,0.223,36.66,-0.0152,6.36
12998,1983-11-01,166.4,32.18,0.201,32.18,0.0174,23.49
13027,1983-11-30,166.4,32.18,0.201,32.18,0.0174,23.49
13028,1983-12-01,164.93,26.48,0.173,26.48,-0.0088,9.72
13058,1983-12-31,164.93,26.48,0.173,26.48,-0.0088,9.72
13059,1984-01-01,163.41,16.7,0.125,16.7,-0.0092,9.51
13089,1984-01-31,163.41,16.7,0.125,16.7,-0.0092,9.51
13090,1984-02-01,157.06,3.67,0.061,3.67,-0.0389,-6.1
13118,1984-02-29,157.06,3.67,0.061,3.67,-0.0389,-6.1
13119,1984-03-01,159.18,-0.41,0.041,-0.41,0.0135,21.44
13149,1984-03-31,159.18,-0.41,0.041,-0.41,0.0135,21.44
13150,1984-04-01,160.05,-14.26,-0.027,-14.26,0.0055,17.24
13179,1984-04-30,160.05,-14.26,-0.027,-14.26,0.0055,17.24
13180,1984-05-01,150.55,-23.63,-0.073,-23.63,-0.0594,-16.87
13210,1984-05-31,150.55,-23.63,-0.073,-23.63,-0.0594,-16.87
13211,1984-06-01,153.18,-26.88,-0.089,-26.88,0.0175,23.54
13240,1984-06-30,153.18,-26.88,-0.089,-26.88,0.0175,23.54
13241,1984-07-01,150.66,-23.63,-0.073,-23.63,-0.0165,5.68
13271,1984-07-31,150.66,-23.63,-0.073,-23.63,-0.0165,5.68
13272,1984-08-01,166.68,-5.91,0.014,-5.91,0.1063,70.2
13302,1984-08-31,166.68,-5.91,0.014,-5.91,0.1063,70.2
13303,1984-09-01,166.1,-8.76,0.0,-8.76,-0.0035,12.51
13332,1984-09-30,166.1,-8.76,0.0,-8.76,-0.0035,12.51
13333,1984-10-01,166.09,-5.5,0.016,-5.5,-0.0001,14.29
13363,1984-10-31,166.09,-5.5,0.016,-5.5,-0.0001,14.29
13364,1984-11-01,163.58,-12.22,-0.017,-12.22,-0.0151,6.41
13393,1984-11-30,163.58,-12.22,-0.017,-12.22,-0.0151,6.41
13394,1984-12-01,167.24,-5.91,0.014,-5.91,0.0224,26.12
13424,1984-12-31,167.24,-5.91,0.014,-5.91,0.0224,26.12
13425,1985-01-01,179.63,11.41,0.099,11.41,0.0741,53.28
13455,1985-01-31,179.63,11.41,0.099,11.41,0.0741,53.28
13456,1985-02-01,181.18,22.61,0.154,22.61,0.0086,18.86
13483,1985-02-28,181.18,22.61,0.154,22.61,0.0086,18.86
13484,1985-03-01,180.66,18.74,0.135,18.74,-0.0029,12.82
13514,1985-03-31,180.66,18.74,0.135,18.74,-0.0029,12.82
13515,1985-04-01,179.83,16.5,0.124,16.5,-0.0046,11.93
13544,1985-04-30,179.83,16.5,0.124,16.5,-0.0046,11.93
13545,1985-05-01,189.55,43.99,0.259,43.99,0.0541,42.77
13575,1985-05-31,189.55,43.99,0.259,43.99,0.0541,42.77
13576,1985-06-01,191.85,42.57,0.252,42.57,0.0121,20.7
13605,1985-06-30,191.85,42.57,0.252,42.57,0.0121,20.7
13606,1985-07-01,190.92,45.62,0.267,45.62,-0.0048,11.82
13636,1985-07-31,190.92,45.62,0.267,45.62,-0.0048,11.82
13637,1985-08-01,188.63,18.13,0.132,18.13,-0.012,8.04
13667,1985-08-31,188.63,18.13,0.132,18.13,-0.012,8.04
13668,1985-09-01,182.08,10.79,0.096,10.79,-0.0347,-3.89
13697,1985-09-30,182.08,10.79,0.096,10.79,-0.0347,-3.89
13698,1985-10-01,189.82,20.37,0.143,20.37,0.0425,36.68
13728,1985-10-31,189.82,20.37,0.143,20.37,0.0425,36.68
13729,1985-11-01,202.17,39.31,0.236,39.31,0.0651,48.55
13758,1985-11-30,202.17,39.31,0.236,39.31,0.0651,48.55
13759,1985-12-01,211.28,44.81,0.263,44.81,0.0451,38.05
13789,1985-12-31,211.28,44.81,0.263,44.81,0.0451,38.05
13790,1986-01-01,211.78,27.7,0.179,27.7,0.0024,15.61
13820,1986-01-31,211.78,27.7,0.179,27.7,0.0024,15.61
13821,1986-02-01,226.92,42.77,0.253,42.77,0.0715,51.92
13848,1986-02-28,226.92,42.77,0.253,42.77,0.0715,51.92
13849,1986-03-01,238.9,56.82,0.322,56.82,0.0528,42.09
13879,1986-03-31,238.9,56.82,0.322,56.82,0.0528,42.09
13880,1986-04-01,235.52,54.38,0.31,54.38,-0.0141,6.94
13909,1986-04-30,235.52,54.38,0.31,54.38,-0.0141,6.94
13910,1986-05-01,247.35,53.36,0.305,53.36,0.0502,40.73
13940,1986-05-31,247.35,53.36,0.305,53.36,0.0502,40.73
13941,1986-06-01,250.84,53.97,0.308,53.97,0.0141,21.76
13970,1986-06-30,250.84,53.97,0.308,53.97,0.0141,21.76
13971,1986-07-01,236.12,39.51,0.237,39.51,-0.0587,-16.5
14001,1986-07-31,236.12,39.51,0.237,39.51,-0.0587,-16.5
14002,1986-08-01,252.93,60.69,0.341,60.69,0.0712,51.76
14032,1986-08-31,252.93,60.69,0.341,60.69,0.0712,51.76
14033,1986-09-01,231.32,46.23,0.27,46.23,-0.0854,-30.53
14062,1986-09-30,231.32,46.23,0.27,46.23,-0.0854,-30.53
14063,1986-10-01,243.98,49.29,0.285,49.29,0.0547,43.09
14093,1986-10-31,243.98,49.29,0.285,49.29,0.0547,43.09
14094,1986-11-01,249.22,38.7,0.233,38.7,0.0215,25.64
14123,1986-11-30,249.22,38.7,0.233,38.7,0.0215,25.64
14124,1986-12-01,242.17,20.98,0.146,20.98,-0.0283,-0.53
14154,1986-12-31,242.17,20.98,0.146,20.98,-0.0283,-0.53
14155,1987-01-01,274.08,51.12,0.294,51.12,0.1318,83.6
14185,1987-01-31,274.08,51.12,0.294,51.12,0.1318,83.6
14186,1987-02-01,284.2,42.57,0.252,42.57,0.0369,33.74
14213,1987-02-28,284.2,42.57,0.252,42.57,0.0369,33.74
14214,1987-03-01,291.7,36.25,0.221,36.25,0.0264,28.22
14244,1987-03-31,291.7,36.25,0.221,36.25,0.0264,28.22
14245,1987-04-01,288.36,36.86,0.224,36.86,-0.0115,8.3
14274,1987-04-30,288.36,36.86,0.224,36.86,-0.0115,8.3
14275,1987-05-01,290.1,26.48,0.173,26.48,0.006,17.5
14305,1987-05-31,290.1,26.48,0.173,26.48,0.006,17.5
14306,1987-06-01,304.0,34.42,0.212,34.42,0.0479,39.52
14335,1987-06-30,304.0,34.42,0.212,34.42,0.0479,39.52
14336,1987-07-01,318.66,62.53,0.35,62.53,0.0482,39.67
14366,1987-07-31,318.66,62.53,0.35,62.53,0.0482,39.67
14367,1987-08-01,329.8,53.16,0.304,53.16,0.035,32.74
14397,1987-08-31,329.8,53.16,0.304,53.16,0.035,32.74
14398,1987-09-01,321.83,70.88,0.391,70.88,-0.0242,1.63
14427,1987-09-30,321.83,70.88,0.391,70.88,-0.0242,1.63
14428,1987-10-01,251.79,-2.24,0.032,-2.24,-0.2176,-100.0
14458,1987-10-31,251.79,-2.24,0.032,-2.24,-0.2176,-100.0
14459,1987-11-01,230.3,-24.24,-0.076,-24.24,-0.0853,-30.48
14488,1987-11-30,230.3,-24.24,-0.076,-24.24,-0.0853,-30.48
14489,1987-12-01,247.08,-4.68,0.02,-4.68,0.0729,52.65
14519,1987-12-31,247.08,-4.68,0.02,-4.68,0.0729,52.65
14520,1988-01-01,257.07,-21.38,-0.062,-21.38,0.0404,35.58
14550,1988-01-31,257.07,-21.38,-0.062,-21.38,0.0404,35.58
14551,1988-02-01,267.82,-20.57,-0.058,-20.57,0.0418,36.31
14579,1988-02-29,267.82,-20.57,-0.058,-20.57,0.0418,36.31
14580,1988-03-01,258.89,-31.77,-0.113,-31.77,-0.0333,-3.15
14610,1988-03-31,258.89,-31.77,-0.113,-31.77,-0.0333,-3.15
14611,1988-04-01,261.33,-27.9,-0.094,-27.9,0.0094,19.29
14640,1988-04-30,261.33,-27.9,-0.094,-27.9,0.0094,19.29
14641,1988-05-01,262.16,-28.31,-0.096,-28.31,0.0032,16.03
14671,1988-05-31,262.16,-28.31,-0.096,-28.31,0.0032,16.03
14672,1988-06-01,273.5,-29.12,-0.1,-29.12,0.0433,37.1
14701,1988-06-30,273.5,-29.12,-0.1,-29.12,0.0433,37.1
14702,1988-07-01,272.02,-38.49,-0.146,-38.49,-0.0054,11.51
14732,1988-07-31,272.02,-38.49,-0.146,-38.49,-0.0054,11.51
14733,1988-08-01,261.52,-50.92,-0.207,-50.92,-0.0386,-5.94
14763,1988-08-31,261.52,-50.92,-0.207,-50.92,-0.0386,-5.94
14764,1988-09-01,271.91,-40.33,-0.155,-40.33,0.0397,35.21
14793,1988-09-30,271.91,-40.33,-0.155,-40.33,0.0397,35.21
14794,1988-10-01,278.97,13.24,0.108,13.24,0.026,28.01
14824,1988-10-31,278.97,13.24,0.108,13.24,0.026,28.01
14825,1988-11-01,273.7,29.53,0.188,29.53,-0.0189,4.41
14854,1988-11-30,273.7,29.53,0.188,29.53,-0.0189,4.41
14855,1988-12-01,277.72,16.5,0.124,16.5,0.0147,22.07
14885,1988-12-31,277.72,16.5,0.124,16.5,0.0147,22.07
14886,1989-01-01,297.47,23.22,0.157,23.22,0.0711,51.71
14916,1989-01-31,297.47,23.22,0.157,23.22,0.0711,51.71
14917,1989-02-01,288.86,7.33,0.079,7.33,-0.0289,-0.84
14944,1989-02-28,288.86,7.33,0.079,7.33,-0.0289,-0.84
14945,1989-03-01,294.87,19.55,0.139,19.55,0.0208,25.28
14975,1989-03-31,294.87,19.55,0.139,19.55,0.0208,25.28
14976,1989-04-01,309.64,28.92,0.185,28.92,0.0501,40.67
15005,1989-04-30,309.64,28.92,0.185,28.92,0.0501,40.67
15006,1989-05-01,320.52,36.66,0.223,36.66,0.0351,32.79
15036,1989-05-31,320.52,36.66,0.223,36.66,0.0351,32.79
15037,1989-06-01,317.98,24.44,0.163,24.44,-0.0079,10.19
15066,1989-06-30,317.98,24.44,0.163,24.44,-0.0079,10.19
15067,1989-07-01,346.08,46.64,0.272,46.64,0.0884,60.8
15097,1989-07-31,346.08,46.64,0.272,46.64,0.0884,60.8
15098,1989-08-01,351.45,61.3,0.344,61.3,0.0155,22.49
15128,1989-08-31,351.45,61.3,0.344,61.3,0.0155,22.49
15129,1989-09-01,349.15,49.08,0.284,49.08,-0.0065,10.93
15158,1989-09-30,349.15,49.08,0.284,49.08,-0.0065,10.93
15159,1989-10-01,340.36,36.05,0.22,36.05,-0.0252,1.1
15189,1989-10-31,340.36,36.05,0.22,36.05,-0.0252,1.1
15190,1989-11-01,345.99,45.01,0.264,45.01,0.0165,23.02
15219,1989-11-30,345.99,45.01,0.264,45.01,0.0165,23.02
15220,1989-12-01,353.4,46.84,0.273,46.84,0.0214,25.59
15250,1989-12-31,353.4,46.84,0.273,46.84,0.0214,25.59
15251,1990-01-01,329.08,12.83,0.106,12.83,-0.0688,-21.81
15281,1990-01-31,329.08,12.83,0.106,12.83,-0.0688,-21.81
15282,1990-02-01,331.89,21.59,0.149,21.59,0.0085,18.81
15309,1990-02-28,331.89,21.59,0.149,21.59,0.0085,18.81
15310,1990-03-01,339.94,22.4,0.153,22.4,0.0243,27.12
15340,1990-03-31,339.94,22.4,0.153,22.4,0.0243,27.12
15341,1990-04-01,330.8,5.09,0.068,5.09,-0.0269,0.21
15370,1990-04-30,330.8,5.09,0.068,5.09,-0.0269,0.21
15371,1990-05-01,361.23,17.11,0.127,17.11,0.092,62.69
15401,1990-05-31,361.23,17.11,0.127,17.11,0.092,62.69
15402,1990-06-01,358.02,16.9,0.126,16.9,-0.0089,9.67
15431,1990-06-30,358.02,16.9,0.126,16.9,-0.0089,9.67
15432,1990-07-01,356.15,-2.85,0.029,-2.85,-0.0052,11.61
15462,1990-07-31,356.15,-2.85,0.029,-2.85,-0.0052,11.61
15463,1990-08-01,322.56,-25.46,-0.082,-25.46,-0.0943,-35.21
15493,1990-08-31,322.56,-25.46,-0.082,-25.46,-0.0943,-35.21
15494,1990-09-01,306.05,-33.81,-0.123,-33.81,-0.0512,-12.56
15523,1990-09-30,306.05,-33.81,-0.123,-33.81,-0.0512,-12.56
