Day,Date,S&P 500 y/y,Normalized,Predicted
23224,2011-10-31,0.059,3.26,
23225,2011-11-01,0.056,2.65,
23254,2011-11-30,0.056,2.65,
23255,2011-12-01,0.0,-8.76,
23285,2011-12-31,0.0,-8.76,
23286,2012-01-01,0.02,-4.68,
23316,2012-01-31,0.02,-4.68,
23317,2012-02-01,0.029,-2.85,
23345,2012-02-29,0.029,-2.85,
23346,2012-03-01,0.062,3.87,
23376,2012-03-31,0.062,3.87,
23377,2012-04-01,0.025,-3.67,
23406,2012-04-30,0.025,-3.67,
23407,2012-05-01,-0.026,-14.05,
23437,2012-05-31,-0.026,-14.05,
23438,2012-06-01,0.031,-2.44,
23467,2012-06-30,0.031,-2.44,
23468,2012-07-01,0.067,4.89,
23498,2012-07-31,0.067,4.89,
23499,2012-08-01,0.154,22.61,
23529,2012-08-31,0.154,22.61,
23530,2012-09-01,0.273,46.84,
23559,2012-09-30,0.273,46.84,
23560,2012-10-01,0.127,17.11,
23590,2012-10-31,0.127,17.11,
23591,2012-11-01,0.136,18.94,
23620,2012-11-30,0.136,18.94,
23621,2012-12-01,0.134,18.53,
23651,2012-12-31,0.134,18.53,
23652,2013-01-01,0.142,20.16,
23682,2013-01-31,0.142,20.16,
23683,2013-02-01,0.109,13.44,
23710,2013-02-28,0.109,13.44,
23711,2013-03-01,0.114,14.46,
23741,2013-03-31,0.114,14.46,
23742,2013-04-01,0.143,20.37,
23771,2013-04-30,0.143,20.37,
23772,2013-05-01,0.245,41.14,
23802,2013-05-31,0.245,41.14,
23803,2013-06-01,0.179,27.7,
23832,2013-06-30,0.179,27.7,
23833,2013-07-01,0.222,36.46,
23863,2013-07-31,0.222,36.46,
23864,2013-08-01,0.161,24.03,
23894,2013-08-31,0.161,24.03,
23895,2013-09-01,0.167,25.25,
23924,2013-09-30,0.167,25.25,
23925,2013-10-01,0.244,40.94,
23955,2013-10-31,0.244,40.94,
23956,2013-11-01,0.275,47.25,
23985,2013-11-30,0.275,47.25,
23986,2013-12-01,0.296,51.53,
24016,2013-12-31,0.296,51.53,
24017,2014-01-01,0.19,29.94,
24047,2014-01-31,0.19,29.94,
24048,2014-02-01,0.228,37.68,
24075,2014-02-28,0.228,37.68,
24076,2014-03-01,0.193,30.55,
24106,2014-03-31,0.193,30.55,
24107,2014-04-01,0.179,27.7,
24136,2014-04-30,0.179,27.7,
24137,2014-05-01,0.18,27.9,
24167,2014-05-31,0.18,27.9,
24168,2014-06-01,0.22,36.05,
24197,2014-06-30,0.22,36.05,
24198,2014-07-01,0.145,20.77,
24228,2014-07-31,0.145,20.77,
24229,2014-08-01,0.227,37.47,
24259,2014-08-31,0.227,37.47,
24260,2014-09-01,0.173,26.48,
24289,2014-09-30,0.173,26.48,
24290,2014-10-01,0.149,21.59,
24320,2014-10-31,0.149,21.59,
24321,2014-11-01,0.145,20.77,
24350,2014-11-30,0.145,20.77,
24351,2014-12-01,0.114,14.46,
24381,2014-12-31,0.114,14.46,
24382,2015-01-01,0.119,15.48,
24412,2015-01-31,0.119,15.48,
24413,2015-02-01,0.132,18.13,
24440,2015-02-28,0.132,18.13,
24441,2015-03-01,0.104,12.42,
24471,2015-03-31,0.104,12.42,
24472,2015-04-01,0.107,13.03,
24501,2015-04-30,0.107,13.03,
24502,2015-05-01,0.096,10.79,
24532,2015-05-31,0.096,10.79,
24533,2015-06-01,0.053,2.04,
24562,2015-06-30,0.053,2.04,
24563,2015-07-01,0.09,9.57,
24593,2015-07-31,0.09,9.57,
24594,2015-08-01,-0.016,-12.02,
24624,2015-08-31,-0.016,-12.02,
24625,2015-09-01,-0.027,-14.26,
24654,2015-09-30,-0.027,-14.26,
24655,2015-10-01,0.03,-2.65,
24685,2015-10-31,0.03,-2.65,
24686,2015-11-01,0.006,-7.54,
24715,2015-11-30,0.006,-7.54,
24716,2015-12-01,-0.007,-10.18,
24746,2015-12-31,-0.007,-10.18,
24747,2016-01-01,-0.027,-14.26,
24777,2016-01-31,-0.027,-14.26,
24778,2016-02-01,-0.082,-25.46,
24806,2016-02-29,-0.082,-25.46,
24807,2016-03-01,-0.004,-9.57,
24837,2016-03-31,-0.004,-9.57,
24838,2016-04-01,-0.01,-10.79,
24867,2016-04-30,-0.01,-10.79,
24868,2016-05-01,-0.005,-9.78,
24898,2016-05-31,-0.005,-9.78,
24899,2016-06-01,0.017,-5.3,
24928,2016-06-30,0.017,-5.3,
24929,2016-07-01,0.033,-2.04,
24959,2016-07-31,0.033,-2.04,
24960,2016-08-01,0.101,11.81,
24990,2016-08-31,0.101,11.81,
24991,2016-09-01,0.129,17.52,
25020,2016-09-30,0.129,17.52,
25021,2016-10-01,0.023,-4.07,
25051,2016-10-31,0.023,-4.07,
25052,2016-11-01,0.057,2.85,
25081,2016-11-30,0.057,2.85,
25082,2016-12-01,0.095,10.59,
25112,2016-12-31,0.095,10.59,
25113,2017-01-01,0.175,26.88,
25143,2017-01-31,0.175,26.88,
25144,2017-02-01,0.223,36.66,
25171,2017-02-28,0.223,36.66,
25172,2017-03-01,0.147,21.18,
25202,2017-03-31,0.147,21.18,
25203,2017-04-01,0.154,22.61,
25232,2017-04-30,0.154,22.61,
25233,2017-05-01,0.15,21.79,
25263,2017-05-31,0.15,21.79,
25264,2017-06-01,0.155,22.81,
25293,2017-06-30,0.155,22.81,
25294,2017-07-01,0.137,19.14,
25324,2017-07-31,0.137,19.14,
25325,2017-08-01,0.139,19.55,
25355,2017-08-31,0.139,19.55,
25356,2017-09-01,0.162,24.24,
25385,2017-09-30,0.162,24.24,
25386,2017-10-01,0.211,34.22,
25416,2017-10-31,0.211,34.22,
25417,2017-11-01,0.204,32.79,
25446,2017-11-30,0.204,32.79,
25447,2017-12-01,0.194,30.75,
25477,2017-12-31,0.194,30.75,
25478,2018-01-01,0.239,39.92,
25508,2018-01-31,0.239,39.92,
25509,2018-02-01,0.148,21.38,
25536,2018-02-28,0.148,21.38,
25537,2018-03-01,0.118,15.27,
25567,2018-03-31,0.118,15.27,
25568,2018-04-01,0.111,13.85,
25597,2018-04-30,0.111,13.85,
25598,2018-05-01,0.122,16.09,
25628,2018-05-31,0.122,16.09,
25629,2018-06-01,0.122,16.09,
25658,2018-06-30,0.122,16.09,
25659,2018-07-01,0.14,19.76,
25689,2018-07-31,0.14,19.76,
25690,2018-08-01,0.174,26.68,
25720,2018-08-31,0.174,26.68,
25721,2018-09-01,0.157,23.22,
25750,2018-09-30,0.157,23.22,
25751,2018-10-01,0.053,2.04,
25781,2018-10-31,0.053,2.04,
25782,2018-11-01,0.043,0.0,
25811,2018-11-30,0.043,0.0,
25812,2018-12-01,-0.062,-21.38,
25842,2018-12-31,-0.062,-21.38,
25843,2019-01-01,-0.042,-17.31,
25873,2019-01-31,-0.042,-17.31,
25874,2019-02-01,0.026,-3.46,
25901,2019-02-28,0.026,-3.46,
25902,2019-03-01,0.073,6.11,
25932,2019-03-31,0.073,6.11,
25933,2019-04-01,0.113,14.26,
25962,2019-04-30,0.113,14.26,
25963,2019-05-01,0.017,-5.3,
25963,2019-05-01,0.082,7.94,
25993,2019-05-31,0.082,7.94,
26023,2019-06-30,0.082,7.94,
26024,2019-07-01,0.058,3.05,
26054,2019-07-31,0.058,3.05,
26055,2019-08-01,0.009,-6.92,
26085,2019-08-31,0.009,-6.92,
26086,2019-09-01,0.022,-4.28,
26115,2019-09-30,0.022,-4.28,
26116,2019-10-01,0.12,15.68,
26146,2019-10-31,0.12,15.68,
26147,2019-11-01,0.138,19.35,
26176,2019-11-30,0.138,19.35,
26177,2019-12-01,0.289,50.1,
26207,2019-12-31,0.289,50.1,
26208,2020-01-01,0.193,30.55,
26238,2020-01-31,0.193,30.55,
26239,2020-02-01,0.061,3.67,
26267,2020-02-29,0.061,3.67,
26298,2020-03-31,0.061,3.67,
