Day,Date,GDP q/q,Normalized,Predicted
24807,2016-03-01,0.001,-24.34,
24837,2016-03-31,0.02,-10.11,
24838,2016-04-01,0.02,-10.11,
24867,2016-04-30,0.02,-10.11,
24868,2016-05-01,0.02,-10.11,
24898,2016-05-31,0.02,-10.11,
24899,2016-06-01,0.02,-10.11,
24928,2016-06-30,0.019,-10.86,
24929,2016-07-01,0.019,-10.86,
24959,2016-07-31,0.019,-10.86,
24960,2016-08-01,0.019,-10.86,
24990,2016-08-31,0.019,-10.86,
24991,2016-09-01,0.019,-10.86,
25020,2016-09-30,0.022,-8.61,
25021,2016-10-01,0.022,-8.61,
25051,2016-10-31,0.022,-8.61,
25052,2016-11-01,0.022,-8.61,
25081,2016-11-30,0.022,-8.61,
25082,2016-12-01,0.022,-8.61,
25112,2016-12-31,0.02,-10.11,
25113,2017-01-01,0.02,-10.11,
25143,2017-01-31,0.02,-10.11,
25144,2017-02-01,0.02,-10.11,
25171,2017-02-28,0.02,-10.11,
25172,2017-03-01,0.02,-10.11,
25202,2017-03-31,0.023,-7.87,
25203,2017-04-01,0.023,-7.87,
25232,2017-04-30,0.023,-7.87,
25233,2017-05-01,0.023,-7.87,
25263,2017-05-31,0.023,-7.87,
25264,2017-06-01,0.023,-7.87,
25293,2017-06-30,0.022,-8.61,
25294,2017-07-01,0.022,-8.61,
25324,2017-07-31,0.022,-8.61,
25325,2017-08-01,0.022,-8.61,
25355,2017-08-31,0.022,-8.61,
25356,2017-09-01,0.022,-8.61,
25385,2017-09-30,0.032,-1.12,
25386,2017-10-01,0.032,-1.12,
25416,2017-10-31,0.032,-1.12,
25417,2017-11-01,0.032,-1.12,
25446,2017-11-30,0.032,-1.12,
25447,2017-12-01,0.032,-1.12,
25477,2017-12-31,0.035,1.12,
25478,2018-01-01,0.035,1.12,
25508,2018-01-31,0.035,1.12,
25509,2018-02-01,0.035,1.12,
25536,2018-02-28,0.035,1.12,
25537,2018-03-01,0.035,1.12,
25567,2018-03-31,0.025,-6.37,
25568,2018-04-01,0.025,-6.37,
25597,2018-04-30,0.025,-6.37,
25598,2018-05-01,0.025,-6.37,
25628,2018-05-31,0.025,-6.37,
25629,2018-06-01,0.025,-6.37,
25658,2018-06-30,0.035,1.12,
25659,2018-07-01,0.035,1.12,
25689,2018-07-31,0.035,1.12,
25690,2018-08-01,0.035,1.12,
25720,2018-08-31,0.035,1.12,
25721,2018-09-01,0.035,1.12,
25750,2018-09-30,0.029,-3.37,
25751,2018-10-01,0.029,-3.37,
25781,2018-10-31,0.029,-3.37,
25782,2018-11-01,0.029,-3.37,
25811,2018-11-30,0.029,-3.37,
25812,2018-12-01,0.029,-3.37,
25842,2018-12-31,0.011,-16.85,
25843,2019-01-01,0.011,-16.85,
25873,2019-01-31,0.011,-16.85,
25874,2019-02-01,0.011,-16.85,
25901,2019-02-28,0.011,-16.85,
25902,2019-03-01,0.011,-16.85,
25932,2019-03-31,0.031,-1.87,
25933,2019-04-01,0.031,-1.87,
25962,2019-04-30,0.031,-1.87,
25963,2019-05-01,0.031,-1.87,
25963,2019-05-01,0.031,-1.87,
25993,2019-05-31,0.031,-1.87,
26023,2019-06-30,0.02,-10.11,
26024,2019-07-01,0.02,-10.11,
26054,2019-07-31,0.02,-10.11,
26055,2019-08-01,0.02,-10.11,
26085,2019-08-31,0.02,-10.11,
26086,2019-09-01,0.02,-10.11,
26115,2019-09-30,0.021,-9.36,
26116,2019-10-01,0.021,-9.36,
26146,2019-10-31,0.021,-9.36,
26147,2019-11-01,0.021,-9.36,
26176,2019-11-30,0.021,-9.36,
26177,2019-12-01,0.021,-9.36,
26207,2019-12-31,0.021,-9.36,
26208,2020-01-01,0.021,-9.36,
26238,2020-01-31,0.021,-9.36,
26239,2020-02-01,0.021,-9.36,
26267,2020-02-29,0.021,-9.36,
26298,2020-03-31,0.021,-9.36,
