Day,Date,ISM Manufacturing,normalized,predicted
16133,1992-06-01,53.6,0.62,
16162,1992-06-30,53.6,0.62,
16163,1992-07-01,53.9,1.87,
16193,1992-07-31,53.9,1.87,
16194,1992-08-01,53.4,-0.21,
16224,1992-08-31,53.4,-0.21,
16225,1992-09-01,49.7,-15.59,
16254,1992-09-30,49.7,-15.59,
16255,1992-10-01,50.3,-13.1,
16285,1992-10-31,50.3,-13.1,
16286,1992-11-01,53.6,0.62,
16315,1992-11-30,53.6,0.62,
16316,1992-12-01,54.2,3.12,
16346,1992-12-31,54.2,3.12,
16347,1993-01-01,55.8,9.77,
16377,1993-01-31,55.8,9.77,
16378,1993-02-01,55.2,7.28,
16405,1993-02-28,55.2,7.28,
16406,1993-03-01,53.5,0.21,
16436,1993-03-31,53.5,0.21,
16437,1993-04-01,50.2,-13.51,
16466,1993-04-30,50.2,-13.51,
16467,1993-05-01,51.2,-9.36,
16497,1993-05-31,51.2,-9.36,
16498,1993-06-01,49.6,-16.01,
16527,1993-06-30,49.6,-16.01,
16528,1993-07-01,50.2,-13.51,
16558,1993-07-31,50.2,-13.51,
16559,1993-08-01,50.7,-11.43,
16589,1993-08-31,50.7,-11.43,
16590,1993-09-01,50.8,-11.02,
16619,1993-09-30,50.8,-11.02,
16620,1993-10-01,53.4,-0.21,
16650,1993-10-31,53.4,-0.21,
16651,1993-11-01,53.8,1.46,
16680,1993-11-30,53.8,1.46,
16681,1993-12-01,55.6,8.94,
16711,1993-12-31,55.6,8.94,
16712,1994-01-01,56.0,10.6,
16742,1994-01-31,56.0,10.6,
16743,1994-02-01,56.5,12.68,
16770,1994-02-28,56.5,12.68,
16771,1994-03-01,56.9,14.35,
16801,1994-03-31,56.9,14.35,
16802,1994-04-01,57.4,16.42,
16831,1994-04-30,57.4,16.42,
16832,1994-05-01,58.2,19.75,
16862,1994-05-31,58.2,19.75,
16863,1994-06-01,58.8,22.25,
16892,1994-06-30,58.8,22.25,
16893,1994-07-01,58.5,21.0,
16923,1994-07-31,58.5,21.0,
16924,1994-08-01,58.0,18.92,
16954,1994-08-31,58.0,18.92,
16955,1994-09-01,59.0,23.08,
16984,1994-09-30,59.0,23.08,
16985,1994-10-01,59.4,24.74,
17015,1994-10-31,59.4,24.74,
17016,1994-11-01,59.2,23.91,
17045,1994-11-30,59.2,23.91,
17046,1994-12-01,56.1,11.02,
17076,1994-12-31,56.1,11.02,
17077,1995-01-01,57.4,16.42,
17107,1995-01-31,57.4,16.42,
17108,1995-02-01,55.1,6.86,
17135,1995-02-28,55.1,6.86,
17136,1995-03-01,52.1,-5.61,
17166,1995-03-31,52.1,-5.61,
17167,1995-04-01,51.5,-8.11,
17196,1995-04-30,51.5,-8.11,
17197,1995-05-01,46.7,-28.07,
17227,1995-05-31,46.7,-28.07,
17228,1995-06-01,45.9,-31.39,
17257,1995-06-30,45.9,-31.39,
17258,1995-07-01,50.7,-11.43,
17288,1995-07-31,50.7,-11.43,
17289,1995-08-01,47.1,-26.4,
17319,1995-08-31,47.1,-26.4,
17320,1995-09-01,48.1,-22.25,
17349,1995-09-30,48.1,-22.25,
17350,1995-10-01,46.7,-28.07,
17380,1995-10-31,46.7,-28.07,
17381,1995-11-01,45.9,-31.39,
17410,1995-11-30,45.9,-31.39,
17411,1995-12-01,46.2,-30.15,
17441,1995-12-31,46.2,-30.15,
17442,1996-01-01,45.5,-33.06,
17472,1996-01-31,45.5,-33.06,
17473,1996-02-01,45.9,-31.39,
17501,1996-02-29,45.9,-31.39,
17502,1996-03-01,46.9,-27.23,
17532,1996-03-31,46.9,-27.23,
17533,1996-04-01,49.3,-17.26,
17562,1996-04-30,49.3,-17.26,
17563,1996-05-01,49.1,-18.09,
17593,1996-05-31,49.1,-18.09,
17594,1996-06-01,53.6,0.62,
17623,1996-06-30,53.6,0.62,
17624,1996-07-01,49.7,-15.59,
17654,1996-07-31,49.7,-15.59,
17655,1996-08-01,51.6,-7.69,
17685,1996-08-31,51.6,-7.69,
17686,1996-09-01,51.1,-9.77,
17715,1996-09-30,51.1,-9.77,
17716,1996-10-01,50.5,-12.27,
17746,1996-10-31,50.5,-12.27,
17747,1996-11-01,53.0,-1.87,
17776,1996-11-30,53.0,-1.87,
17777,1996-12-01,55.2,7.28,
17807,1996-12-31,55.2,7.28,
17808,1997-01-01,53.8,1.46,
17838,1997-01-31,53.8,1.46,
17839,1997-02-01,53.1,-1.46,
17866,1997-02-28,53.1,-1.46,
17867,1997-03-01,53.8,1.46,
17897,1997-03-31,53.8,1.46,
17898,1997-04-01,53.7,1.04,
17927,1997-04-30,53.7,1.04,
17928,1997-05-01,56.1,11.02,
17958,1997-05-31,56.1,11.02,
17959,1997-06-01,54.9,6.03,
17988,1997-06-30,54.9,6.03,
17989,1997-07-01,57.7,17.67,
18019,1997-07-31,57.7,17.67,
18020,1997-08-01,56.3,11.85,
18050,1997-08-31,56.3,11.85,
18051,1997-09-01,53.9,1.87,
18080,1997-09-30,53.9,1.87,
18081,1997-10-01,56.4,12.27,
18111,1997-10-31,56.4,12.27,
18112,1997-11-01,55.7,9.36,
18141,1997-11-30,55.7,9.36,
18142,1997-12-01,54.5,4.37,
18172,1997-12-31,54.5,4.37,
18173,1998-01-01,53.8,1.46,
18203,1998-01-31,53.8,1.46,
18204,1998-02-01,52.9,-2.29,
18231,1998-02-28,52.9,-2.29,
18232,1998-03-01,52.9,-2.29,
18262,1998-03-31,52.9,-2.29,
18263,1998-04-01,52.2,-5.2,
18292,1998-04-30,52.2,-5.2,
18293,1998-05-01,50.9,-10.6,
18323,1998-05-31,50.9,-10.6,
18324,1998-06-01,48.9,-18.92,
18353,1998-06-30,48.9,-18.92,
18354,1998-07-01,49.2,-17.67,
18384,1998-07-31,49.2,-17.67,
18385,1998-08-01,49.3,-17.26,
18415,1998-08-31,49.3,-17.26,
18416,1998-09-01,48.7,-19.75,
18445,1998-09-30,48.7,-19.75,
18446,1998-10-01,48.7,-19.75,
18476,1998-10-31,48.7,-19.75,
18477,1998-11-01,48.2,-21.83,
18506,1998-11-30,48.2,-21.83,
18507,1998-12-01,46.8,-27.65,
18537,1998-12-31,46.8,-27.65,
18538,1999-01-01,50.6,-11.85,
18568,1999-01-31,50.6,-11.85,
18569,1999-02-01,51.7,-7.28,
18596,1999-02-28,51.7,-7.28,
18597,1999-03-01,52.4,-4.37,
18627,1999-03-31,52.4,-4.37,
18628,1999-04-01,52.3,-4.78,
18657,1999-04-30,52.3,-4.78,
18658,1999-05-01,54.3,3.53,
18688,1999-05-31,54.3,3.53,
18689,1999-06-01,55.8,9.77,
18718,1999-06-30,55.8,9.77,
18719,1999-07-01,53.6,0.62,
18749,1999-07-31,53.6,0.62,
18750,1999-08-01,54.8,5.61,
18780,1999-08-31,54.8,5.61,
18781,1999-09-01,57.0,14.76,
18810,1999-09-30,57.0,14.76,
18811,1999-10-01,57.2,15.59,
18841,1999-10-31,57.2,15.59,
18842,1999-11-01,58.1,19.33,
18871,1999-11-30,58.1,19.33,
18872,1999-12-01,57.8,18.09,
18902,1999-12-31,57.8,18.09,
18903,2000-01-01,56.7,13.51,
18933,2000-01-31,56.7,13.51,
18934,2000-02-01,55.8,9.77,
18962,2000-02-29,55.8,9.77,
18963,2000-03-01,54.9,6.03,
18993,2000-03-31,54.9,6.03,
18994,2000-04-01,54.7,5.2,
19023,2000-04-30,54.7,5.2,
19024,2000-05-01,53.2,-1.04,
19054,2000-05-31,53.2,-1.04,
19055,2000-06-01,51.4,-8.52,
19084,2000-06-30,51.4,-8.52,
19085,2000-07-01,52.5,-3.95,
19115,2000-07-31,52.5,-3.95,
19116,2000-08-01,49.9,-14.76,
19146,2000-08-31,49.9,-14.76,
19147,2000-09-01,49.7,-15.59,
19176,2000-09-30,49.7,-15.59,
19177,2000-10-01,48.7,-19.75,
19207,2000-10-31,48.7,-19.75,
19208,2000-11-01,48.5,-20.58,
19237,2000-11-30,48.5,-20.58,
19238,2000-12-01,43.9,-39.71,
19268,2000-12-31,43.9,-39.71,
19269,2001-01-01,42.3,-46.36,
19299,2001-01-31,42.3,-46.36,
19300,2001-02-01,42.1,-47.19,
19327,2001-02-28,42.1,-47.19,
19328,2001-03-01,43.1,-43.04,
19358,2001-03-31,43.1,-43.04,
19359,2001-04-01,42.7,-44.7,
19388,2001-04-30,42.7,-44.7,
19389,2001-05-01,41.3,-50.52,
19419,2001-05-31,41.3,-50.52,
19420,2001-06-01,43.2,-42.62,
19449,2001-06-30,43.2,-42.62,
19450,2001-07-01,43.5,-41.37,
19480,2001-07-31,43.5,-41.37,
19481,2001-08-01,46.3,-29.73,
19511,2001-08-31,46.3,-29.73,
19512,2001-09-01,46.2,-30.15,
19541,2001-09-30,46.2,-30.15,
19542,2001-10-01,40.8,-52.6,
19572,2001-10-31,40.8,-52.6,
19573,2001-11-01,44.1,-38.88,
19602,2001-11-30,44.1,-38.88,
19603,2001-12-01,45.3,-33.89,
19633,2001-12-31,45.3,-33.89,
19634,2002-01-01,47.5,-24.74,
19664,2002-01-31,47.5,-24.74,
19665,2002-02-01,50.7,-11.43,
19692,2002-02-28,50.7,-11.43,
19693,2002-03-01,52.4,-4.37,
19723,2002-03-31,52.4,-4.37,
19724,2002-04-01,52.4,-4.37,
19753,2002-04-30,52.4,-4.37,
19754,2002-05-01,53.1,-1.46,
19784,2002-05-31,53.1,-1.46,
19785,2002-06-01,53.6,0.62,
19814,2002-06-30,53.6,0.62,
19815,2002-07-01,50.2,-13.51,
19845,2002-07-31,50.2,-13.51,
19846,2002-08-01,50.3,-13.1,
19876,2002-08-31,50.3,-13.1,
19877,2002-09-01,50.5,-12.27,
19906,2002-09-30,50.5,-12.27,
19907,2002-10-01,49.0,-18.5,
19937,2002-10-31,49.0,-18.5,
19938,2002-11-01,48.5,-20.58,
19967,2002-11-30,48.5,-20.58,
19968,2002-12-01,51.6,-7.69,
19998,2002-12-31,51.6,-7.69,
19999,2003-01-01,51.3,-8.94,
20029,2003-01-31,51.3,-8.94,
20030,2003-02-01,48.8,-19.33,
20057,2003-02-28,48.8,-19.33,
20058,2003-03-01,46.3,-29.73,
20088,2003-03-31,46.3,-29.73,
20089,2003-04-01,46.1,-30.56,
20118,2003-04-30,46.1,-30.56,
20119,2003-05-01,49.0,-18.5,
20149,2003-05-31,49.0,-18.5,
20150,2003-06-01,49.0,-18.5,
20179,2003-06-30,49.0,-18.5,
20180,2003-07-01,51.0,-10.19,
20210,2003-07-31,51.0,-10.19,
20211,2003-08-01,53.2,-1.04,
20241,2003-08-31,53.2,-1.04,
20242,2003-09-01,52.4,-4.37,
20271,2003-09-30,52.4,-4.37,
20272,2003-10-01,55.2,7.28,
20302,2003-10-31,55.2,7.28,
20303,2003-11-01,58.4,20.58,
20332,2003-11-30,58.4,20.58,
20333,2003-12-01,60.1,27.65,
20363,2003-12-31,60.1,27.65,
20364,2004-01-01,60.8,30.56,
20394,2004-01-31,60.8,30.56,
20395,2004-02-01,59.9,26.82,
20423,2004-02-29,59.9,26.82,
20424,2004-03-01,60.6,29.73,
20454,2004-03-31,60.6,29.73,
20455,2004-04-01,60.6,29.73,
20484,2004-04-30,60.6,29.73,
20485,2004-05-01,61.4,33.06,
20515,2004-05-31,61.4,33.06,
20516,2004-06-01,60.5,29.31,
20545,2004-06-30,60.5,29.31,
20546,2004-07-01,59.9,26.82,
20576,2004-07-31,59.9,26.82,
20577,2004-08-01,58.5,21.0,
20607,2004-08-31,58.5,21.0,
20608,2004-09-01,57.4,16.42,
20637,2004-09-30,57.4,16.42,
20638,2004-10-01,56.3,11.85,
20668,2004-10-31,56.3,11.85,
20669,2004-11-01,56.2,11.43,
20698,2004-11-30,56.2,11.43,
20699,2004-12-01,57.2,15.59,
20729,2004-12-31,57.2,15.59,
20730,2005-01-01,56.8,13.93,
20760,2005-01-31,56.8,13.93,
20761,2005-02-01,55.5,8.52,
20788,2005-02-28,55.5,8.52,
20789,2005-03-01,55.2,7.28,
20819,2005-03-31,55.2,7.28,
20820,2005-04-01,52.2,-5.2,
20849,2005-04-30,52.2,-5.2,
20850,2005-05-01,50.8,-11.02,
20880,2005-05-31,50.8,-11.02,
20881,2005-06-01,52.4,-4.37,
20910,2005-06-30,52.4,-4.37,
20911,2005-07-01,52.8,-2.7,
20941,2005-07-31,52.8,-2.7,
20942,2005-08-01,52.4,-4.37,
20972,2005-08-31,52.4,-4.37,
20973,2005-09-01,56.8,13.93,
21002,2005-09-30,56.8,13.93,
21003,2005-10-01,57.2,15.59,
21033,2005-10-31,57.2,15.59,
21034,2005-11-01,56.7,13.51,
21063,2005-11-30,56.7,13.51,
21064,2005-12-01,55.1,6.86,
21094,2005-12-31,55.1,6.86,
21095,2006-01-01,55.0,6.44,
21125,2006-01-31,55.0,6.44,
21126,2006-02-01,55.8,9.77,
21153,2006-02-28,55.8,9.77,
21154,2006-03-01,54.3,3.53,
21184,2006-03-31,54.3,3.53,
21185,2006-04-01,55.2,7.28,
21214,2006-04-30,55.2,7.28,
21215,2006-05-01,53.7,1.04,
21245,2006-05-31,53.7,1.04,
21246,2006-06-01,52.0,-6.03,
21275,2006-06-30,52.0,-6.03,
21276,2006-07-01,53.0,-1.87,
21306,2006-07-31,53.0,-1.87,
21307,2006-08-01,53.7,1.04,
21337,2006-08-31,53.7,1.04,
21338,2006-09-01,52.2,-5.2,
21367,2006-09-30,52.2,-5.2,
21368,2006-10-01,51.4,-8.52,
21398,2006-10-31,51.4,-8.52,
21399,2006-11-01,50.3,-13.1,
21428,2006-11-30,50.3,-13.1,
21429,2006-12-01,51.4,-8.52,
21459,2006-12-31,51.4,-8.52,
21460,2007-01-01,50.4,-12.68,
21490,2007-01-31,50.4,-12.68,
21491,2007-02-01,54.1,2.7,
21518,2007-02-28,54.1,2.7,
21519,2007-03-01,52.8,-2.7,
21549,2007-03-31,52.8,-2.7,
21550,2007-04-01,52.7,-3.12,
21579,2007-04-30,52.7,-3.12,
21580,2007-05-01,53.1,-1.46,
21610,2007-05-31,53.1,-1.46,
21611,2007-06-01,54.0,2.29,
21640,2007-06-30,54.0,2.29,
21641,2007-07-01,51.8,-6.86,
21671,2007-07-31,51.8,-6.86,
21672,2007-08-01,52.2,-5.2,
21702,2007-08-31,52.2,-5.2,
21703,2007-09-01,53.8,1.46,
21732,2007-09-30,53.8,1.46,
21733,2007-10-01,52.8,-2.7,
21763,2007-10-31,52.8,-2.7,
21764,2007-11-01,51.5,-8.11,
21793,2007-11-30,51.5,-8.11,
21794,2007-12-01,50.1,-13.93,
21824,2007-12-31,50.1,-13.93,
21825,2008-01-01,50.9,-10.6,
21855,2008-01-31,50.9,-10.6,
21856,2008-02-01,48.8,-19.33,
21884,2008-02-29,48.8,-19.33,
21885,2008-03-01,49.7,-15.59,
21915,2008-03-31,49.7,-15.59,
21916,2008-04-01,48.5,-20.58,
21945,2008-04-30,48.5,-20.58,
21946,2008-05-01,48.9,-18.92,
21976,2008-05-31,48.9,-18.92,
21977,2008-06-01,49.9,-14.76,
22006,2008-06-30,49.9,-14.76,
22007,2008-07-01,50.8,-11.02,
22037,2008-07-31,50.8,-11.02,
22038,2008-08-01,50.1,-13.93,
22068,2008-08-31,50.1,-13.93,
22069,2008-09-01,47.2,-25.99,
22098,2008-09-30,47.2,-25.99,
22099,2008-10-01,38.2,-63.41,
22129,2008-10-31,38.2,-63.41,
22130,2008-11-01,39.0,-60.08,
22159,2008-11-30,39.0,-60.08,
22160,2008-12-01,34.5,-78.79,
22190,2008-12-31,34.5,-78.79,
22191,2009-01-01,36.4,-70.89,
22221,2009-01-31,36.4,-70.89,
22222,2009-02-01,36.6,-70.06,
22249,2009-02-28,36.6,-70.06,
22250,2009-03-01,37.2,-67.57,
22280,2009-03-31,37.2,-67.57,
22281,2009-04-01,39.9,-56.34,
22310,2009-04-30,39.9,-56.34,
22311,2009-05-01,44.1,-38.88,
22341,2009-05-31,44.1,-38.88,
22342,2009-06-01,46.3,-29.73,
22371,2009-06-30,46.3,-29.73,
22372,2009-07-01,49.7,-15.59,
22402,2009-07-31,49.7,-15.59,
22403,2009-08-01,53.4,-0.21,
22433,2009-08-31,53.4,-0.21,
22434,2009-09-01,54.9,6.03,
22463,2009-09-30,54.9,6.03,
22464,2009-10-01,57.6,17.26,
22494,2009-10-31,57.6,17.26,
22495,2009-11-01,55.4,8.11,
22524,2009-11-30,55.4,8.11,
22525,2009-12-01,55.8,9.77,
22555,2009-12-31,55.8,9.77,
22556,2010-01-01,56.3,11.85,
22586,2010-01-31,56.3,11.85,
22587,2010-02-01,55.5,8.52,
22614,2010-02-28,55.5,8.52,
22615,2010-03-01,58.8,22.25,
22645,2010-03-31,58.8,22.25,
22646,2010-04-01,58.1,19.33,
22675,2010-04-30,58.1,19.33,
22676,2010-05-01,57.4,16.42,
22706,2010-05-31,57.4,16.42,
22707,2010-06-01,56.5,12.68,
22736,2010-06-30,56.5,12.68,
22737,2010-07-01,56.1,11.02,
22767,2010-07-31,56.1,11.02,
22768,2010-08-01,56.4,12.27,
22798,2010-08-31,56.4,12.27,
22799,2010-09-01,55.3,7.69,
22828,2010-09-30,55.3,7.69,
22829,2010-10-01,56.9,14.35,
22859,2010-10-31,56.9,14.35,
22860,2010-11-01,57.3,16.01,
22889,2010-11-30,57.3,16.01,
22890,2010-12-01,56.6,13.1,
22920,2010-12-31,56.6,13.1,
22921,2011-01-01,59.1,23.49,
22951,2011-01-31,59.1,23.49,
22952,2011-02-01,59.2,23.91,
22979,2011-02-28,59.2,23.91,
22980,2011-03-01,58.4,20.58,
23010,2011-03-31,58.4,20.58,
23011,2011-04-01,57.9,18.5,
23040,2011-04-30,57.9,18.5,
23041,2011-05-01,54.8,5.61,
23071,2011-05-31,54.8,5.61,
23072,2011-06-01,55.8,9.77,
23101,2011-06-30,55.8,9.77,
23102,2011-07-01,52.9,-2.29,
23132,2011-07-31,52.9,-2.29,
23133,2011-08-01,52.6,-3.53,
23163,2011-08-31,52.6,-3.53,
23164,2011-09-01,53.7,1.04,
23193,2011-09-30,53.7,1.04,
23194,2011-10-01,51.4,-8.52,
23224,2011-10-31,51.4,-8.52,
23225,2011-11-01,51.8,-6.86,
23254,2011-11-30,51.8,-6.86,
23255,2011-12-01,53.0,-1.87,
23285,2011-12-31,53.0,-1.87,
23286,2012-01-01,53.2,-1.04,
23316,2012-01-31,53.2,-1.04,
23317,2012-02-01,52.6,-3.53,
23345,2012-02-29,52.6,-3.53,
23346,2012-03-01,53.5,0.21,
23376,2012-03-31,53.5,0.21,
23377,2012-04-01,54.2,3.12,
23406,2012-04-30,54.2,3.12,
23407,2012-05-01,52.6,-3.53,
23437,2012-05-31,52.6,-3.53,
23438,2012-06-01,48.9,-18.92,
23467,2012-06-30,48.9,-18.92,
23468,2012-07-01,50.2,-13.51,
23498,2012-07-31,50.2,-13.51,
23499,2012-08-01,49.4,-16.84,
23529,2012-08-31,49.4,-16.84,
23530,2012-09-01,51.2,-9.36,
23559,2012-09-30,51.2,-9.36,
23560,2012-10-01,51.0,-10.19,
23590,2012-10-31,51.0,-10.19,
23591,2012-11-01,49.1,-18.09,
23620,2012-11-30,49.1,-18.09,
23621,2012-12-01,50.4,-12.68,
23651,2012-12-31,50.4,-12.68,
23652,2013-01-01,52.3,-4.78,
23682,2013-01-31,52.3,-4.78,
23683,2013-02-01,53.5,0.21,
23710,2013-02-28,53.5,0.21,
23711,2013-03-01,51.5,-8.11,
23741,2013-03-31,51.5,-8.11,
23742,2013-04-01,50.4,-12.68,
23771,2013-04-30,50.4,-12.68,
23772,2013-05-01,50.6,-11.85,
23802,2013-05-31,50.6,-11.85,
23803,2013-06-01,50.8,-11.02,
23832,2013-06-30,50.8,-11.02,
23833,2013-07-01,54.5,4.37,
23863,2013-07-31,54.5,4.37,
23864,2013-08-01,54.8,5.61,
23894,2013-08-31,54.8,5.61,
23895,2013-09-01,55.0,6.44,
23924,2013-09-30,55.0,6.44,
23925,2013-10-01,55.1,6.86,
23955,2013-10-31,55.1,6.86,
23956,2013-11-01,56.4,12.27,
23985,2013-11-30,56.4,12.27,
23986,2013-12-01,56.6,13.1,
24016,2013-12-31,56.6,13.1,
24017,2014-01-01,51.8,-6.86,
24047,2014-01-31,51.8,-6.86,
24048,2014-02-01,54.4,3.95,
24075,2014-02-28,54.4,3.95,
24076,2014-03-01,55.5,8.52,
24106,2014-03-31,55.5,8.52,
24107,2014-04-01,55.9,10.19,
24136,2014-04-30,55.9,10.19,
24137,2014-05-01,55.7,9.36,
24167,2014-05-31,55.7,9.36,
24168,2014-06-01,54.9,6.03,
24197,2014-06-30,54.9,6.03,
24198,2014-07-01,55.6,8.94,
24228,2014-07-31,55.6,8.94,
24229,2014-08-01,56.8,13.93,
24259,2014-08-31,56.8,13.93,
24260,2014-09-01,56.1,11.02,
24289,2014-09-30,56.1,11.02,
24290,2014-10-01,56.6,13.1,
24320,2014-10-31,56.6,13.1,
24321,2014-11-01,56.8,13.93,
24350,2014-11-30,56.8,13.93,
24351,2014-12-01,55.6,8.94,
24381,2014-12-31,55.6,8.94,
24382,2015-01-01,53.6,0.62,
24412,2015-01-31,53.6,0.62,
24413,2015-02-01,52.7,-3.12,
24440,2015-02-28,52.7,-3.12,
24441,2015-03-01,51.9,-6.44,
24471,2015-03-31,51.9,-6.44,
24472,2015-04-01,51.9,-6.44,
24501,2015-04-30,51.9,-6.44,
24502,2015-05-01,52.6,-3.53,
24532,2015-05-31,52.6,-3.53,
24533,2015-06-01,52.6,-3.53,
24562,2015-06-30,52.6,-3.53,
24563,2015-07-01,52.2,-5.2,
24593,2015-07-31,52.2,-5.2,
24594,2015-08-01,50.4,-12.68,
24624,2015-08-31,50.4,-12.68,
24625,2015-09-01,50.1,-13.93,
24654,2015-09-30,50.1,-13.93,
24655,2015-10-01,49.3,-17.26,
24685,2015-10-31,49.3,-17.26,
24686,2015-11-01,49.5,-16.42,
24715,2015-11-30,49.5,-16.42,
24716,2015-12-01,48.8,-19.33,
24746,2015-12-31,48.8,-19.33,
24747,2016-01-01,47.0,-26.82,
24777,2016-01-31,47.0,-26.82,
24778,2016-02-01,49.1,-18.09,
24806,2016-02-29,49.1,-18.09,
24807,2016-03-01,51.0,-10.19,
24837,2016-03-31,51.0,-10.19,
24838,2016-04-01,51.0,-10.19,
24867,2016-04-30,51.0,-10.19,
24868,2016-05-01,51.3,-8.94,
24898,2016-05-31,51.3,-8.94,
24899,2016-06-01,52.5,-3.95,
24928,2016-06-30,52.5,-3.95,
24929,2016-07-01,52.5,-3.95,
24959,2016-07-31,52.5,-3.95,
24960,2016-08-01,50.0,-14.35,
24990,2016-08-31,50.0,-14.35,
24991,2016-09-01,51.2,-9.36,
25020,2016-09-30,51.2,-9.36,
25021,2016-10-01,52.0,-6.03,
25051,2016-10-31,52.0,-6.03,
25052,2016-11-01,53.4,-0.21,
25081,2016-11-30,53.4,-0.21,
25082,2016-12-01,54.4,3.95,
25112,2016-12-31,54.4,3.95,
25113,2017-01-01,55.3,7.69,
25143,2017-01-31,55.3,7.69,
25144,2017-02-01,57.4,16.42,
25171,2017-02-28,57.4,16.42,
25172,2017-03-01,56.4,12.27,
25202,2017-03-31,56.4,12.27,
25203,2017-04-01,55.5,8.52,
25232,2017-04-30,55.5,8.52,
25233,2017-05-01,56.4,12.27,
25263,2017-05-31,56.4,12.27,
25264,2017-06-01,56.4,12.27,
25293,2017-06-30,56.4,12.27,
25294,2017-07-01,56.8,13.93,
25324,2017-07-31,56.8,13.93,
25325,2017-08-01,58.8,22.25,
25355,2017-08-31,58.8,22.25,
25356,2017-09-01,59.9,26.82,
25385,2017-09-30,59.9,26.82,
25386,2017-10-01,58.8,22.25,
25416,2017-10-31,58.8,22.25,
25417,2017-11-01,58.1,19.33,
25446,2017-11-30,58.1,19.33,
25447,2017-12-01,59.1,23.49,
25477,2017-12-31,59.1,23.49,
25478,2018-01-01,59.2,23.91,
25508,2018-01-31,59.2,23.91,
25509,2018-02-01,60.6,29.73,
25536,2018-02-28,60.6,29.73,
25537,2018-03-01,58.9,22.66,
25567,2018-03-31,58.9,22.66,
25568,2018-04-01,58.4,20.58,
25597,2018-04-30,58.4,20.58,
25598,2018-05-01,59.0,23.08,
25628,2018-05-31,59.0,23.08,
25629,2018-06-01,59.9,26.82,
25658,2018-06-30,59.9,26.82,
25659,2018-07-01,58.2,19.75,
25689,2018-07-31,58.2,19.75,
25690,2018-08-01,60.8,30.56,
25720,2018-08-31,60.8,30.56,
25721,2018-09-01,59.3,24.32,
25750,2018-09-30,59.3,24.32,
25751,2018-10-01,58.5,21.0,
25781,2018-10-31,58.5,21.0,
25782,2018-11-01,58.8,22.25,
25811,2018-11-30,58.8,22.25,
25812,2018-12-01,55.0,6.44,
25842,2018-12-31,55.0,6.44,
25843,2019-01-01,55.5,8.52,
25873,2019-01-31,55.5,8.52,
25874,2019-02-01,54.1,2.7,
25901,2019-02-28,54.1,2.7,
25902,2019-03-01,54.6,4.78,
25932,2019-03-31,54.6,4.78,
25933,2019-04-01,53.4,-0.21,
25962,2019-04-30,53.4,-0.21,
25963,2019-05-01,52.3,-4.78,
25963,2019-05-01,51.6,-7.69,
25993,2019-05-31,51.6,-7.69,
26023,2019-06-30,51.6,-7.69,
26024,2019-07-01,51.3,-8.94,
26054,2019-07-31,51.3,-8.94,
26055,2019-08-01,48.8,-19.33,
26085,2019-08-31,48.8,-19.33,
26086,2019-09-01,48.2,-21.83,
26115,2019-09-30,48.2,-21.83,
26116,2019-10-01,48.5,-20.58,
26146,2019-10-31,48.5,-20.58,
26147,2019-11-01,48.1,-22.25,
26176,2019-11-30,48.1,-22.25,
26177,2019-12-01,47.8,-23.49,
26207,2019-12-31,47.8,-23.49,
26208,2020-01-01,50.9,-10.6,
26238,2020-01-31,50.9,-10.6,
26239,2020-02-01,50.1,-13.93,
26267,2020-02-29,50.1,-13.93,
26298,2020-03-31,49.1,-18.09,
