Day,Date,S&P 500 m/m,Normalized,Predicted
13971,1986-07-01,-0.0587,-16.5,
14001,1986-07-31,-0.0587,-16.5,
14002,1986-08-01,0.0712,51.76,
14032,1986-08-31,0.0712,51.76,
14033,1986-09-01,-0.0854,-30.53,
14062,1986-09-30,-0.0854,-30.53,
14063,1986-10-01,0.0547,43.09,
14093,1986-10-31,0.0547,43.09,
14094,1986-11-01,0.0215,25.64,
14123,1986-11-30,0.0215,25.64,
14124,1986-12-01,-0.0283,-0.53,
14154,1986-12-31,-0.0283,-0.53,
14155,1987-01-01,0.1318,83.6,
14185,1987-01-31,0.1318,83.6,
14186,1987-02-01,0.0369,33.74,
14213,1987-02-28,0.0369,33.74,
14214,1987-03-01,0.0264,28.22,
14244,1987-03-31,0.0264,28.22,
14245,1987-04-01,-0.0115,8.3,
14274,1987-04-30,-0.0115,8.3,
14275,1987-05-01,0.006,17.5,
14305,1987-05-31,0.006,17.5,
14306,1987-06-01,0.0479,39.52,
14335,1987-06-30,0.0479,39.52,
14336,1987-07-01,0.0482,39.67,
14366,1987-07-31,0.0482,39.67,
14367,1987-08-01,0.035,32.74,
14397,1987-08-31,0.035,32.74,
14398,1987-09-01,-0.0242,1.63,
14427,1987-09-30,-0.0242,1.63,
14428,1987-10-01,-0.2176,-100.0,
14458,1987-10-31,-0.2176,-100.0,
14459,1987-11-01,-0.0853,-30.48,
14488,1987-11-30,-0.0853,-30.48,
14489,1987-12-01,0.0729,52.65,
14519,1987-12-31,0.0729,52.65,
14520,1988-01-01,0.0404,35.58,
14550,1988-01-31,0.0404,35.58,
14551,1988-02-01,0.0418,36.31,
14579,1988-02-29,0.0418,36.31,
14580,1988-03-01,-0.0333,-3.15,
14610,1988-03-31,-0.0333,-3.15,
14611,1988-04-01,0.0094,19.29,
14640,1988-04-30,0.0094,19.29,
14641,1988-05-01,0.0032,16.03,
14671,1988-05-31,0.0032,16.03,
14672,1988-06-01,0.0433,37.1,
14701,1988-06-30,0.0433,37.1,
14702,1988-07-01,-0.0054,11.51,
14732,1988-07-31,-0.0054,11.51,
14733,1988-08-01,-0.0386,-5.94,
14763,1988-08-31,-0.0386,-5.94,
14764,1988-09-01,0.0397,35.21,
14793,1988-09-30,0.0397,35.21,
14794,1988-10-01,0.026,28.01,
14824,1988-10-31,0.026,28.01,
14825,1988-11-01,-0.0189,4.41,
14854,1988-11-30,-0.0189,4.41,
14855,1988-12-01,0.0147,22.07,
14885,1988-12-31,0.0147,22.07,
14886,1989-01-01,0.0711,51.71,
14916,1989-01-31,0.0711,51.71,
14917,1989-02-01,-0.0289,-0.84,
14944,1989-02-28,-0.0289,-0.84,
14945,1989-03-01,0.0208,25.28,
14975,1989-03-31,0.0208,25.28,
14976,1989-04-01,0.0501,40.67,
15005,1989-04-30,0.0501,40.67,
15006,1989-05-01,0.0351,32.79,
15036,1989-05-31,0.0351,32.79,
15037,1989-06-01,-0.0079,10.19,
15066,1989-06-30,-0.0079,10.19,
15067,1989-07-01,0.0884,60.8,
15097,1989-07-31,0.0884,60.8,
15098,1989-08-01,0.0155,22.49,
15128,1989-08-31,0.0155,22.49,
15129,1989-09-01,-0.0065,10.93,
15158,1989-09-30,-0.0065,10.93,
15159,1989-10-01,-0.0252,1.1,
15189,1989-10-31,-0.0252,1.1,
15190,1989-11-01,0.0165,23.02,
15219,1989-11-30,0.0165,23.02,
15220,1989-12-01,0.0214,25.59,
15250,1989-12-31,0.0214,25.59,
15251,1990-01-01,-0.0688,-21.81,
15281,1990-01-31,-0.0688,-21.81,
15282,1990-02-01,0.0085,18.81,
15309,1990-02-28,0.0085,18.81,
15310,1990-03-01,0.0243,27.12,
15340,1990-03-31,0.0243,27.12,
15341,1990-04-01,-0.0269,0.21,
15370,1990-04-30,-0.0269,0.21,
15371,1990-05-01,0.092,62.69,
15401,1990-05-31,0.092,62.69,
15402,1990-06-01,-0.0089,9.67,
15431,1990-06-30,-0.0089,9.67,
15432,1990-07-01,-0.0052,11.61,
15462,1990-07-31,-0.0052,11.61,
15463,1990-08-01,-0.0943,-35.21,
15493,1990-08-31,-0.0943,-35.21,
15494,1990-09-01,-0.0512,-12.56,
15523,1990-09-30,-0.0512,-12.56,
15524,1990-10-01,-0.0067,10.83,
15554,1990-10-31,-0.0067,10.83,
15555,1990-11-01,0.0599,45.82,
15584,1990-11-30,0.0599,45.82,
15585,1990-12-01,0.0248,27.38,
15615,1990-12-31,0.0248,27.38,
15616,1991-01-01,0.0415,36.15,
15646,1991-01-31,0.0415,36.15,
15647,1991-02-01,0.0673,49.71,
15674,1991-02-28,0.0673,49.71,
15675,1991-03-01,0.0222,26.01,
15705,1991-03-31,0.0222,26.01,
15706,1991-04-01,0.0003,14.5,
15735,1991-04-30,0.0003,14.5,
15736,1991-05-01,0.0386,34.63,
15766,1991-05-31,0.0386,34.63,
15767,1991-06-01,-0.0479,-10.83,
15796,1991-06-30,-0.0479,-10.83,
15797,1991-07-01,0.0449,37.94,
15827,1991-07-31,0.0449,37.94,
15828,1991-08-01,0.0196,24.65,
15858,1991-08-31,0.0196,24.65,
15859,1991-09-01,-0.0191,4.31,
15888,1991-09-30,-0.0191,4.31,
15889,1991-10-01,0.0119,20.6,
15919,1991-10-31,0.0119,20.6,
15920,1991-11-01,-0.0439,-8.72,
15949,1991-11-30,-0.0439,-8.72,
15950,1991-12-01,0.1116,72.99,
15980,1991-12-31,0.1116,72.99,
15981,1992-01-01,-0.0199,3.89,
16011,1992-01-31,-0.0199,3.89,
16012,1992-02-01,0.0096,19.39,
16040,1992-02-29,0.0096,19.39,
16041,1992-03-01,-0.0218,2.89,
16071,1992-03-31,-0.0218,2.89,
16072,1992-04-01,0.0279,29.01,
16101,1992-04-30,0.0279,29.01,
16102,1992-05-01,0.001,14.87,
16132,1992-05-31,0.001,14.87,
16133,1992-06-01,-0.0174,5.2,
16162,1992-06-30,-0.0174,5.2,
16163,1992-07-01,0.0394,35.05,
16193,1992-07-31,0.0394,35.05,
16194,1992-08-01,-0.024,1.73,
16224,1992-08-31,-0.024,1.73,
16225,1992-09-01,0.0091,19.13,
16254,1992-09-30,0.0091,19.13,
16255,1992-10-01,0.0021,15.45,
16285,1992-10-31,0.0021,15.45,
16286,1992-11-01,0.0303,30.27,
16315,1992-11-30,0.0303,30.27,
16316,1992-12-01,0.0101,19.65,
16346,1992-12-31,0.0101,19.65,
16347,1993-01-01,0.007,18.02,
16377,1993-01-31,0.007,18.02,
16378,1993-02-01,0.0105,19.86,
16405,1993-02-28,0.0105,19.86,
16406,1993-03-01,0.0187,24.17,
16436,1993-03-31,0.0187,24.17,
16437,1993-04-01,-0.0254,1.0,
16466,1993-04-30,-0.0254,1.0,
16467,1993-05-01,0.0227,26.27,
16497,1993-05-31,0.0227,26.27,
16498,1993-06-01,0.0008,14.77,
16527,1993-06-30,0.0008,14.77,
16528,1993-07-01,-0.0053,11.56,
16558,1993-07-31,-0.0053,11.56,
16559,1993-08-01,0.0344,32.42,
16589,1993-08-31,0.0344,32.42,
16590,1993-09-01,-0.01,9.09,
16619,1993-09-30,-0.01,9.09,
16620,1993-10-01,0.0194,24.54,
16650,1993-10-31,0.0194,24.54,
16651,1993-11-01,-0.0129,7.57,
16680,1993-11-30,-0.0129,7.57,
16681,1993-12-01,0.0101,19.65,
16711,1993-12-31,0.0101,19.65,
16712,1994-01-01,0.0325,31.42,
16742,1994-01-31,0.0325,31.42,
16743,1994-02-01,-0.03,-1.42,
16770,1994-02-28,-0.03,-1.42,
16771,1994-03-01,-0.0457,-9.67,
16801,1994-03-31,-0.0457,-9.67,
16802,1994-04-01,0.0115,20.39,
16831,1994-04-30,0.0115,20.39,
16832,1994-05-01,0.0124,20.86,
16862,1994-05-31,0.0124,20.86,
16863,1994-06-01,-0.0268,0.26,
16892,1994-06-30,-0.0268,0.26,
16893,1994-07-01,0.0315,30.9,
16923,1994-07-31,0.0315,30.9,
16924,1994-08-01,0.0376,34.1,
16954,1994-08-31,0.0376,34.1,
16955,1994-09-01,-0.0269,0.21,
16984,1994-09-30,-0.0269,0.21,
16985,1994-10-01,0.0209,25.33,
17015,1994-10-31,0.0209,25.33,
17016,1994-11-01,-0.0395,-6.41,
17045,1994-11-30,-0.0395,-6.41,
17046,1994-12-01,0.0123,20.81,
17076,1994-12-31,0.0123,20.81,
17077,1995-01-01,0.0243,27.12,
17107,1995-01-31,0.0243,27.12,
17108,1995-02-01,0.0361,33.32,
17135,1995-02-28,0.0361,33.32,
17136,1995-03-01,0.0273,28.69,
17166,1995-03-31,0.0273,28.69,
17167,1995-04-01,0.028,29.06,
17196,1995-04-30,0.028,29.06,
17197,1995-05-01,0.0363,33.42,
17227,1995-05-31,0.0363,33.42,
17228,1995-06-01,0.0213,25.54,
17257,1995-06-30,0.0213,25.54,
17258,1995-07-01,0.0318,31.06,
17288,1995-07-31,0.0318,31.06,
17289,1995-08-01,-0.0003,14.19,
17319,1995-08-31,-0.0003,14.19,
17320,1995-09-01,0.0401,35.42,
17349,1995-09-30,0.0401,35.42,
17350,1995-10-01,-0.005,11.72,
17380,1995-10-31,-0.005,11.72,
17381,1995-11-01,0.041,35.89,
17410,1995-11-30,0.041,35.89,
17411,1995-12-01,0.0174,23.49,
17441,1995-12-31,0.0174,23.49,
17442,1996-01-01,0.0326,31.48,
17472,1996-01-31,0.0326,31.48,
17473,1996-02-01,0.0069,17.97,
17501,1996-02-29,0.0069,17.97,
17502,1996-03-01,0.0079,18.5,
17532,1996-03-31,0.0079,18.5,
17533,1996-04-01,0.0134,21.39,
17562,1996-04-30,0.0134,21.39,
17563,1996-05-01,0.0229,26.38,
17593,1996-05-31,0.0229,26.38,
17594,1996-06-01,0.0023,15.55,
17623,1996-06-30,0.0023,15.55,
17624,1996-07-01,-0.0457,-9.67,
17654,1996-07-31,-0.0457,-9.67,
17655,1996-08-01,0.0188,24.22,
17685,1996-08-31,0.0188,24.22,
17686,1996-09-01,0.0542,42.83,
17715,1996-09-30,0.0542,42.83,
17716,1996-10-01,0.0261,28.06,
17746,1996-10-31,0.0261,28.06,
17747,1996-11-01,0.0734,52.92,
17776,1996-11-30,0.0734,52.92,
17777,1996-12-01,-0.0215,3.05,
17807,1996-12-31,-0.0215,3.05,
17808,1997-01-01,0.0613,46.56,
17838,1997-01-31,0.0613,46.56,
17839,1997-02-01,0.0059,17.45,
17866,1997-02-28,0.0059,17.45,
17867,1997-03-01,-0.0426,-8.04,
17897,1997-03-31,-0.0426,-8.04,
17898,1997-04-01,0.0584,45.03,
17927,1997-04-30,0.0584,45.03,
17928,1997-05-01,0.0586,45.14,
17958,1997-05-31,0.0586,45.14,
17959,1997-06-01,0.0435,37.2,
17988,1997-06-30,0.0435,37.2,
17989,1997-07-01,0.0781,55.39,
18019,1997-07-31,0.0781,55.39,
18020,1997-08-01,-0.0574,-15.82,
18050,1997-08-31,-0.0574,-15.82,
18051,1997-09-01,0.0532,42.3,
18080,1997-09-30,0.0532,42.3,
18081,1997-10-01,-0.0345,-3.78,
18111,1997-10-31,-0.0345,-3.78,
18112,1997-11-01,0.0446,37.78,
18141,1997-11-30,0.0446,37.78,
18142,1997-12-01,0.0157,22.6,
18172,1997-12-31,0.0157,22.6,
18173,1998-01-01,0.0102,19.71,
18203,1998-01-31,0.0102,19.71,
18204,1998-02-01,0.0704,51.34,
18231,1998-02-28,0.0704,51.34,
18232,1998-03-01,0.0499,40.57,
18262,1998-03-31,0.0499,40.57,
18263,1998-04-01,0.0091,19.13,
18292,1998-04-30,0.0091,19.13,
18293,1998-05-01,-0.0188,4.47,
18323,1998-05-31,-0.0188,4.47,
18324,1998-06-01,0.0394,35.05,
18353,1998-06-30,0.0394,35.05,
18354,1998-07-01,-0.0116,8.25,
18384,1998-07-31,-0.0116,8.25,
18385,1998-08-01,-0.1458,-62.27,
18415,1998-08-31,-0.1458,-62.27,
18416,1998-09-01,0.0624,47.14,
18445,1998-09-30,0.0624,47.14,
18446,1998-10-01,0.0803,56.54,
18476,1998-10-31,0.0803,56.54,
18477,1998-11-01,0.0591,45.4,
18506,1998-11-30,0.0591,45.4,
18507,1998-12-01,0.0564,43.98,
18537,1998-12-31,0.0564,43.98,
18538,1999-01-01,0.041,35.89,
18568,1999-01-31,0.041,35.89,
18569,1999-02-01,-0.0323,-2.63,
18596,1999-02-28,-0.0323,-2.63,
18597,1999-03-01,0.0388,34.73,
18627,1999-03-31,0.0388,34.73,
18628,1999-04-01,0.0379,34.26,
18657,1999-04-30,0.0379,34.26,
18658,1999-05-01,-0.025,1.21,
18688,1999-05-31,-0.025,1.21,
18689,1999-06-01,0.0544,42.93,
18718,1999-06-30,0.0544,42.93,
18719,1999-07-01,-0.032,-2.47,
18749,1999-07-31,-0.032,-2.47,
18750,1999-08-01,-0.0063,11.04,
18780,1999-08-31,-0.0063,11.04,
18781,1999-09-01,-0.0286,-0.68,
18810,1999-09-30,-0.0286,-0.68,
18811,1999-10-01,0.0625,47.19,
18841,1999-10-31,0.0625,47.19,
18842,1999-11-01,0.0191,24.38,
18871,1999-11-30,0.0191,24.38,
18872,1999-12-01,0.0578,44.72,
18902,1999-12-31,0.0578,44.72,
18903,2000-01-01,-0.0509,-12.4,
18933,2000-01-31,-0.0509,-12.4,
18934,2000-02-01,-0.0201,3.78,
18962,2000-02-29,-0.0201,3.78,
18963,2000-03-01,0.0967,65.16,
18993,2000-03-31,0.0967,65.16,
18994,2000-04-01,-0.0308,-1.84,
19023,2000-04-30,-0.0308,-1.84,
19024,2000-05-01,-0.0219,2.84,
19054,2000-05-31,-0.0219,2.84,
19055,2000-06-01,0.0239,26.9,
19084,2000-06-30,0.0239,26.9,
19085,2000-07-01,-0.0163,5.78,
19115,2000-07-31,-0.0163,5.78,
19116,2000-08-01,0.0607,46.24,
19146,2000-08-31,0.0607,46.24,
19147,2000-09-01,-0.0535,-13.77,
19176,2000-09-30,-0.0535,-13.77,
19177,2000-10-01,-0.0049,11.77,
19207,2000-10-31,-0.0049,11.77,
19208,2000-11-01,-0.0801,-27.75,
19237,2000-11-30,-0.0801,-27.75,
19238,2000-12-01,0.0041,16.5,
19268,2000-12-31,0.0041,16.5,
19269,2001-01-01,0.0346,32.53,
19299,2001-01-31,0.0346,32.53,
19300,2001-02-01,-0.0923,-34.16,
19327,2001-02-28,-0.0923,-34.16,
19328,2001-03-01,-0.0642,-19.39,
19358,2001-03-31,-0.0642,-19.39,
19359,2001-04-01,0.0768,54.7,
19388,2001-04-30,0.0768,54.7,
19389,2001-05-01,0.0051,17.03,
19419,2001-05-31,0.0051,17.03,
19420,2001-06-01,-0.025,1.21,
19449,2001-06-30,-0.025,1.21,
19450,2001-07-01,-0.0108,8.67,
19480,2001-07-31,-0.0108,8.67,
19481,2001-08-01,-0.0641,-19.34,
19511,2001-08-31,-0.0641,-19.34,
19512,2001-09-01,-0.0817,-28.59,
19541,2001-09-30,-0.0817,-28.59,
19542,2001-10-01,0.0181,23.86,
19572,2001-10-31,0.0181,23.86,
19573,2001-11-01,0.0752,53.86,
19602,2001-11-30,0.0752,53.86,
19603,2001-12-01,0.0076,18.34,
19633,2001-12-31,0.0076,18.34,
19634,2002-01-01,-0.0156,6.15,
19664,2002-01-31,-0.0156,6.15,
19665,2002-02-01,-0.0208,3.42,
19692,2002-02-28,-0.0208,3.42,
19693,2002-03-01,0.0367,33.63,
19723,2002-03-31,0.0367,33.63,
19724,2002-04-01,-0.0614,-17.92,
19753,2002-04-30,-0.0614,-17.92,
19754,2002-05-01,-0.0091,9.56,
19784,2002-05-31,-0.0091,9.56,
19785,2002-06-01,-0.0725,-23.75,
19814,2002-06-30,-0.0725,-23.75,
19815,2002-07-01,-0.079,-27.17,
19845,2002-07-31,-0.079,-27.17,
19846,2002-08-01,0.0049,16.92,
19876,2002-08-31,0.0049,16.92,
19877,2002-09-01,-0.11,-43.46,
19906,2002-09-30,-0.11,-43.46,
19907,2002-10-01,0.0864,59.75,
19937,2002-10-31,0.0864,59.75,
19938,2002-11-01,0.0571,44.35,
19967,2002-11-30,0.0571,44.35,
19968,2002-12-01,-0.0603,-17.34,
19998,2002-12-31,-0.0603,-17.34,
19999,2003-01-01,-0.0274,-0.05,
20029,2003-01-31,-0.0274,-0.05,
20030,2003-02-01,-0.017,5.41,
20057,2003-02-28,-0.017,5.41,
20058,2003-03-01,0.0084,18.76,
20088,2003-03-31,0.0084,18.76,
20089,2003-04-01,0.081,56.91,
20118,2003-04-30,0.081,56.91,
20119,2003-05-01,0.0509,41.09,
20149,2003-05-31,0.0509,41.09,
20150,2003-06-01,0.0113,20.28,
20179,2003-06-30,0.0113,20.28,
20180,2003-07-01,0.0162,22.86,
20210,2003-07-31,0.0162,22.86,
20211,2003-08-01,0.0179,23.75,
20241,2003-08-31,0.0179,23.75,
20242,2003-09-01,-0.0119,8.09,
20271,2003-09-30,-0.0119,8.09,
20272,2003-10-01,0.055,43.25,
20302,2003-10-31,0.055,43.25,
20303,2003-11-01,0.0071,18.08,
20332,2003-11-30,0.0071,18.08,
20333,2003-12-01,0.0508,41.04,
20363,2003-12-31,0.0508,41.04,
20364,2004-01-01,0.0173,23.44,
20394,2004-01-31,0.0173,23.44,
20395,2004-02-01,0.0122,20.76,
20423,2004-02-29,0.0122,20.76,
20424,2004-03-01,-0.0164,5.73,
20454,2004-03-31,-0.0164,5.73,
20455,2004-04-01,-0.0168,5.52,
20484,2004-04-30,-0.0168,5.52,
20485,2004-05-01,0.0121,20.7,
20515,2004-05-31,0.0121,20.7,
20516,2004-06-01,0.018,23.8,
20545,2004-06-30,0.018,23.8,
20546,2004-07-01,-0.0343,-3.68,
20576,2004-07-31,-0.0343,-3.68,
20577,2004-08-01,0.0023,15.55,
20607,2004-08-31,0.0023,15.55,
20608,2004-09-01,0.0094,19.29,
20637,2004-09-30,0.0094,19.29,
20638,2004-10-01,0.014,21.7,
20668,2004-10-31,0.014,21.7,
20669,2004-11-01,0.0386,34.63,
20698,2004-11-30,0.0386,34.63,
20699,2004-12-01,0.0325,31.42,
20729,2004-12-31,0.0325,31.42,
20730,2005-01-01,-0.0253,1.05,
20760,2005-01-31,-0.0253,1.05,
20761,2005-02-01,0.0189,24.28,
20788,2005-02-28,0.0189,24.28,
20789,2005-03-01,-0.0191,4.31,
20819,2005-03-31,-0.0191,4.31,
20820,2005-04-01,-0.0201,3.78,
20849,2005-04-30,-0.0201,3.78,
20850,2005-05-01,0.03,30.11,
20880,2005-05-31,0.03,30.11,
20881,2005-06-01,-0.0001,14.29,
20910,2005-06-30,-0.0001,14.29,
20911,2005-07-01,0.036,33.26,
20941,2005-07-31,0.036,33.26,
20942,2005-08-01,-0.0112,8.46,
20972,2005-08-31,-0.0112,8.46,
20973,2005-09-01,0.0069,17.97,
21002,2005-09-30,0.0069,17.97,
21003,2005-10-01,-0.0177,5.04,
21033,2005-10-31,-0.0177,5.04,
21034,2005-11-01,0.0352,32.84,
21063,2005-11-30,0.0352,32.84,
21064,2005-12-01,-0.001,13.82,
21094,2005-12-31,-0.001,13.82,
21095,2006-01-01,0.0255,27.75,
21125,2006-01-31,0.0255,27.75,
21126,2006-02-01,0.0005,14.61,
21153,2006-02-28,0.0005,14.61,
21154,2006-03-01,0.0111,20.18,
21184,2006-03-31,0.0111,20.18,
21185,2006-04-01,0.0122,20.76,
21214,2006-04-30,0.0122,20.76,
21215,2006-05-01,-0.0309,-1.89,
21245,2006-05-31,-0.0309,-1.89,
21246,2006-06-01,0.0001,14.4,
21275,2006-06-30,0.0001,14.4,
21276,2006-07-01,0.0051,17.03,
21306,2006-07-31,0.0051,17.03,
21307,2006-08-01,0.0213,25.54,
21337,2006-08-31,0.0213,25.54,
21338,2006-09-01,0.0246,27.27,
21367,2006-09-30,0.0246,27.27,
21368,2006-10-01,0.0315,30.9,
21398,2006-10-31,0.0315,30.9,
21399,2006-11-01,0.0165,23.02,
21428,2006-11-30,0.0165,23.02,
21429,2006-12-01,0.0126,20.97,
21459,2006-12-31,0.0126,20.97,
21460,2007-01-01,0.0141,21.76,
21490,2007-01-31,0.0141,21.76,
21491,2007-02-01,-0.0218,2.89,
21518,2007-02-28,-0.0218,2.89,
21519,2007-03-01,0.01,19.6,
21549,2007-03-31,0.01,19.6,
21550,2007-04-01,0.0433,37.1,
21579,2007-04-30,0.0433,37.1,
21580,2007-05-01,0.0325,31.42,
21610,2007-05-31,0.0325,31.42,
21611,2007-06-01,-0.0178,4.99,
21640,2007-06-30,-0.0178,4.99,
21641,2007-07-01,-0.032,-2.47,
21671,2007-07-31,-0.032,-2.47,
21672,2007-08-01,0.0129,21.12,
21702,2007-08-31,0.0129,21.12,
21703,2007-09-01,0.0358,33.16,
21732,2007-09-30,0.0358,33.16,
21733,2007-10-01,0.0148,22.12,
21763,2007-10-31,0.0148,22.12,
21764,2007-11-01,-0.044,-8.78,
21793,2007-11-30,-0.044,-8.78,
21794,2007-12-01,-0.0086,9.83,
21824,2007-12-31,-0.0086,9.83,
21825,2008-01-01,-0.0612,-17.81,
21855,2008-01-31,-0.0612,-17.81,
21856,2008-02-01,-0.0348,-3.94,
21884,2008-02-29,-0.0348,-3.94,
21885,2008-03-01,-0.006,11.19,
21915,2008-03-31,-0.006,11.19,
21916,2008-04-01,0.0475,39.31,
21945,2008-04-30,0.0475,39.31,
21946,2008-05-01,0.0107,19.97,
21976,2008-05-31,0.0107,19.97,
21977,2008-06-01,-0.086,-30.85,
22006,2008-06-30,-0.086,-30.85,
22007,2008-07-01,-0.0099,9.14,
22037,2008-07-31,-0.0099,9.14,
22038,2008-08-01,0.0122,20.76,
22068,2008-08-31,0.0122,20.76,
22069,2008-09-01,-0.0908,-33.37,
22098,2008-09-30,-0.0908,-33.37,
22099,2008-10-01,-0.1694,-74.67,
22129,2008-10-31,-0.1694,-74.67,
22130,2008-11-01,-0.0748,-24.96,
22159,2008-11-30,-0.0748,-24.96,
22160,2008-12-01,0.0078,18.44,
22190,2008-12-31,0.0078,18.44,
22191,2009-01-01,-0.0857,-30.69,
22221,2009-01-31,-0.0857,-30.69,
22222,2009-02-01,-0.1099,-43.41,
22249,2009-02-28,-0.1099,-43.41,
22250,2009-03-01,0.0854,59.22,
22280,2009-03-31,0.0854,59.22,
22281,2009-04-01,0.0939,63.69,
22310,2009-04-30,0.0939,63.69,
22311,2009-05-01,0.0531,42.25,
22341,2009-05-31,0.0531,42.25,
22342,2009-06-01,0.0002,14.45,
22371,2009-06-30,0.0002,14.45,
22372,2009-07-01,0.0741,53.28,
22402,2009-07-31,0.0741,53.28,
22403,2009-08-01,0.0336,32.0,
22433,2009-08-31,0.0336,32.0,
22434,2009-09-01,0.0357,33.11,
22463,2009-09-30,0.0357,33.11,
22464,2009-10-01,-0.0198,3.94,
22494,2009-10-31,-0.0198,3.94,
22495,2009-11-01,0.0574,44.51,
22524,2009-11-30,0.0574,44.51,
22525,2009-12-01,0.0178,23.7,
22555,2009-12-31,0.0178,23.7,
22556,2010-01-01,-0.037,-5.1,
22586,2010-01-31,-0.037,-5.1,
22587,2010-02-01,0.0285,29.32,
22614,2010-02-28,0.0285,29.32,
22615,2010-03-01,0.0588,45.24,
22645,2010-03-31,0.0588,45.24,
22646,2010-04-01,0.0148,22.12,
22675,2010-04-30,0.0148,22.12,
22676,2010-05-01,-0.082,-28.74,
22706,2010-05-31,-0.082,-28.74,
22707,2010-06-01,-0.0539,-13.98,
22736,2010-06-30,-0.0539,-13.98,
22737,2010-07-01,0.0688,50.5,
22767,2010-07-31,0.0688,50.5,
22768,2010-08-01,-0.0474,-10.56,
22798,2010-08-31,-0.0474,-10.56,
22799,2010-09-01,0.0876,60.38,
22828,2010-09-30,0.0876,60.38,
22829,2010-10-01,0.0369,33.74,
22859,2010-10-31,0.0369,33.74,
22860,2010-11-01,-0.0023,13.14,
22889,2010-11-30,-0.0023,13.14,
22890,2010-12-01,0.0653,48.66,
22920,2010-12-31,0.0653,48.66,
22921,2011-01-01,0.0226,26.22,
22951,2011-01-31,0.0226,26.22,
22952,2011-02-01,0.032,31.16,
22979,2011-02-28,0.032,31.16,
22980,2011-03-01,-0.001,13.82,
23010,2011-03-31,-0.001,13.82,
23011,2011-04-01,0.0285,29.32,
23040,2011-04-30,0.0285,29.32,
23041,2011-05-01,-0.0135,7.25,
23071,2011-05-31,-0.0135,7.25,
23072,2011-06-01,-0.0183,4.73,
23101,2011-06-30,-0.0183,4.73,
23102,2011-07-01,-0.0215,3.05,
23132,2011-07-31,-0.0215,3.05,
23133,2011-08-01,-0.0568,-15.5,
23163,2011-08-31,-0.0568,-15.5,
23164,2011-09-01,-0.0718,-23.38,
23193,2011-09-30,-0.0718,-23.38,
23194,2011-10-01,0.1077,70.94,
23224,2011-10-31,0.1077,70.94,
23225,2011-11-01,-0.0051,11.67,
23254,2011-11-30,-0.0051,11.67,
23255,2011-12-01,0.0085,18.81,
23285,2011-12-31,0.0085,18.81,
23286,2012-01-01,0.0436,37.26,
23316,2012-01-31,0.0436,37.26,
23317,2012-02-01,0.0406,35.68,
23345,2012-02-29,0.0406,35.68,
23346,2012-03-01,0.0313,30.79,
23376,2012-03-31,0.0313,30.79,
23377,2012-04-01,-0.0075,10.4,
23406,2012-04-30,-0.0075,10.4,
23407,2012-05-01,-0.0627,-18.6,
23437,2012-05-31,-0.0627,-18.6,
23438,2012-06-01,0.0396,35.16,
23467,2012-06-30,0.0396,35.16,
23468,2012-07-01,0.0126,20.97,
23498,2012-07-31,0.0126,20.97,
23499,2012-08-01,0.0198,24.75,
23529,2012-08-31,0.0198,24.75,
23530,2012-09-01,0.0242,27.06,
23559,2012-09-30,0.0242,27.06,
23560,2012-10-01,-0.0198,3.94,
23590,2012-10-31,-0.0198,3.94,
23591,2012-11-01,0.0028,15.82,
23620,2012-11-30,0.0028,15.82,
23621,2012-12-01,0.0071,18.08,
23651,2012-12-31,0.0071,18.08,
23652,2013-01-01,0.0504,40.83,
23682,2013-01-31,0.0504,40.83,
23683,2013-02-01,0.0111,20.18,
23710,2013-02-28,0.0111,20.18,
23711,2013-03-01,0.036,33.26,
23741,2013-03-31,0.036,33.26,
23742,2013-04-01,0.0181,23.86,
23771,2013-04-30,0.0181,23.86,
23772,2013-05-01,0.0208,25.28,
23802,2013-05-31,0.0208,25.28,
23803,2013-06-01,-0.015,6.46,
23832,2013-06-30,-0.015,6.46,
23833,2013-07-01,0.0495,40.36,
23863,2013-07-31,0.0495,40.36,
23864,2013-08-01,-0.0313,-2.1,
23894,2013-08-31,-0.0313,-2.1,
23895,2013-09-01,0.0297,29.95,
23924,2013-09-30,0.0297,29.95,
23925,2013-10-01,0.0446,37.78,
23955,2013-10-31,0.0446,37.78,
23956,2013-11-01,0.028,29.06,
23985,2013-11-30,0.028,29.06,
23986,2013-12-01,0.0236,26.75,
24016,2013-12-31,0.0236,26.75,
24017,2014-01-01,-0.0356,-4.36,
24047,2014-01-31,-0.0356,-4.36,
24048,2014-02-01,0.0431,36.99,
24075,2014-02-28,0.0431,36.99,
24076,2014-03-01,0.0069,17.97,
24106,2014-03-31,0.0069,17.97,
24107,2014-04-01,0.0062,17.6,
24136,2014-04-30,0.0062,17.6,
24137,2014-05-01,0.021,25.38,
24167,2014-05-31,0.021,25.38,
24168,2014-06-01,0.0191,24.38,
24197,2014-06-30,0.0191,24.38,
24198,2014-07-01,-0.0151,6.41,
24228,2014-07-31,-0.0151,6.41,
24229,2014-08-01,0.0377,34.16,
24259,2014-08-31,0.0377,34.16,
24260,2014-09-01,-0.0155,6.2,
24289,2014-09-30,-0.0155,6.2,
24290,2014-10-01,0.0232,26.54,
24320,2014-10-31,0.0232,26.54,
24321,2014-11-01,0.0245,27.22,
24350,2014-11-30,0.0245,27.22,
24351,2014-12-01,-0.0042,12.14,
24381,2014-12-31,-0.0042,12.14,
