Day,Date,DJIA_Value,DJIA_Original,DJIA_Avg005,DJIA_Avg030,DJIA_Avg090,DJIA_Avg180,DJIA_Avg365,ISM_MFC_EMP_Value,ISM_MFC_EMP_Original,ISM_MFC_EMP_Avg090,ISM_MFC_EMP_Avg180,ISM_MFC_EMP_Avg365,HOUSE_SRT_MM_Value,HOUSE_SRT_MM_Original,HOUSE_SRT_MM_Avg090,HOUSE_SRT_MM_Avg180,HOUSE_SRT_MM_Avg365,MFC_MPI_Value,MFC_MPI_Original,MFC_MPI_Avg090,MFC_MPI_Avg180,MFC_MPI_Avg365
736464,2017-05-15,48.0,21000.830078,47.2,46.47,46.01,41.36,32.1,62.0,52.0,90.38,81.22,62.62,-21.0,-6.8,2.33,16.76,13.01,69.0,54.8,86.41,73.81,56.84
736465,2017-05-16,48.0,21033.529297,47.4,46.6,46.06,41.47,32.18,62.0,52.0,90.02,81.18,62.67,-2.0,-2.6,1.62,16.04,13.08,69.0,54.8,86.29,73.96,56.93
736466,2017-05-17,46.0,20846.169922,47.2,46.67,46.08,41.56,32.25,62.0,52.0,89.67,81.14,62.73,-2.0,-2.6,1.62,15.33,12.97,69.0,54.8,86.17,74.1,57.03
736467,2017-05-18,45.0,20759.199219,46.8,46.7,46.09,41.65,32.33,62.0,52.0,89.31,81.11,62.79,-2.0,-2.6,1.62,14.61,12.85,69.0,54.8,86.04,74.24,57.12
736468,2017-05-19,46.0,20857.130859,46.6,46.77,46.11,41.74,32.41,62.0,52.0,88.96,81.07,62.85,-2.0,-2.6,1.62,13.89,12.74,69.0,54.8,85.92,74.39,57.22
736469,2017-05-20,46.0,20857.130859,46.2,46.83,46.13,41.84,32.49,62.0,52.0,88.6,81.03,62.9,-2.0,-2.6,1.62,13.18,12.62,69.0,54.8,85.8,74.53,57.32
736470,2017-05-21,46.0,20857.130859,45.8,46.9,46.16,41.93,32.57,62.0,52.0,88.24,80.99,62.96,-2.0,-2.6,1.62,12.46,12.51,69.0,54.8,85.68,74.68,57.41
736471,2017-05-22,47.0,20914.259766,46.0,47.0,46.18,42.02,32.65,62.0,52.0,87.89,80.95,63.02,-2.0,-2.6,1.62,11.74,12.39,69.0,54.8,85.56,74.82,57.51
736472,2017-05-23,47.0,20961.140625,46.4,47.1,46.19,42.11,32.73,62.0,52.0,87.53,80.91,63.08,-2.0,-2.6,1.62,11.03,12.28,69.0,54.8,85.43,74.97,57.6
736473,2017-05-24,48.0,21022.820313,46.8,47.17,46.21,42.2,32.81,62.0,52.0,87.18,80.87,63.13,-2.0,-2.6,1.62,10.31,12.16,69.0,54.8,85.31,75.11,57.7
736474,2017-05-25,49.0,21112.320313,47.4,47.2,46.24,42.3,32.89,62.0,52.0,86.82,80.83,63.19,-2.0,-2.6,1.62,9.59,12.05,69.0,54.8,85.19,75.26,57.79
736475,2017-05-26,48.0,21092.820313,47.8,47.2,46.27,42.39,32.97,62.0,52.0,86.47,80.79,63.25,-2.0,-2.6,1.62,8.88,11.93,69.0,54.8,85.07,75.4,57.89
736476,2017-05-27,48.0,21092.820313,48.0,47.2,46.29,42.49,33.04,62.0,52.0,86.11,80.76,63.31,-2.0,-2.6,1.62,8.16,11.82,69.0,54.8,84.94,75.54,57.99
736477,2017-05-28,48.0,21092.820313,48.2,47.23,46.31,42.58,33.12,62.0,52.0,85.76,80.72,63.36,-2.0,-2.6,1.62,7.44,11.7,69.0,54.8,84.82,75.69,58.08
736478,2017-05-29,48.0,21092.820313,48.2,47.27,46.33,42.67,33.2,62.0,52.0,85.4,80.68,63.42,-2.0,-2.6,1.62,6.73,11.59,69.0,54.8,84.7,75.83,58.18
736479,2017-05-30,48.0,21063.619141,48.0,47.3,46.32,42.76,33.27,62.0,52.0,85.2,80.66,63.48,-2.0,-2.6,1.62,6.01,11.47,69.0,54.8,84.42,75.91,58.27
736480,2017-05-31,48.0,21051.699219,48.0,47.33,46.31,42.85,33.35,62.0,52.0,85.0,80.64,63.54,-2.0,-2.6,1.62,5.29,11.36,69.0,54.8,84.14,75.99,58.37
736481,2017-06-01,49.0,21144.179688,48.2,47.4,46.32,42.94,33.43,74.0,53.5,84.93,80.69,63.63,-2.0,-2.6,1.62,4.58,11.24,70.0,54.9,83.88,76.07,58.46
736482,2017-06-02,50.0,21225.039063,48.6,47.5,46.34,43.04,33.52,74.0,53.5,84.87,80.74,63.72,-2.0,-2.6,1.62,3.86,11.13,70.0,54.9,83.61,76.16,58.55
736483,2017-06-03,50.0,21225.039063,49.0,47.6,46.37,43.14,33.6,74.0,53.5,84.8,80.79,63.81,-2.0,-2.6,1.62,3.14,11.01,70.0,54.9,83.34,76.24,58.63
736484,2017-06-04,50.0,21225.039063,49.4,47.67,46.4,43.24,33.69,74.0,53.5,84.73,80.84,63.9,-2.0,-2.6,1.62,2.43,10.9,70.0,54.9,83.08,76.32,58.72
736485,2017-06-05,50.0,21224.410156,49.8,47.73,46.43,43.33,33.77,74.0,53.5,84.67,80.89,63.99,-2.0,-2.6,1.62,1.71,10.78,70.0,54.9,82.81,76.41,58.81
736486,2017-06-06,49.0,21180.470703,49.8,47.77,46.46,43.4,33.85,74.0,53.5,84.6,80.94,64.08,-2.0,-2.6,1.62,0.99,10.67,70.0,54.9,82.54,76.49,58.9
736487,2017-06-07,49.0,21189.839844,49.6,47.8,46.48,43.47,33.93,74.0,53.5,84.53,80.99,64.17,-2.0,-2.6,1.62,0.28,10.55,70.0,54.9,82.28,76.57,58.98
736488,2017-06-08,50.0,21265.689453,49.6,47.87,46.51,43.54,34.01,74.0,53.5,84.47,81.04,64.26,-2.0,-2.6,1.62,-0.44,10.44,70.0,54.9,82.01,76.66,59.07
736489,2017-06-09,50.0,21305.349609,49.6,47.97,46.54,43.61,34.09,74.0,53.5,84.4,81.09,64.35,-2.0,-2.6,1.62,-1.16,10.32,70.0,54.9,81.74,76.74,59.16
736490,2017-06-10,50.0,21305.349609,49.6,48.07,46.58,43.68,34.17,74.0,53.5,84.33,81.14,64.44,-2.0,-2.6,1.62,-1.87,10.21,70.0,54.9,81.48,76.82,59.25
736491,2017-06-11,50.0,21305.349609,49.8,48.17,46.61,43.75,34.25,74.0,53.5,84.27,81.19,64.53,-2.0,-2.6,1.62,-2.59,10.09,70.0,54.9,81.21,76.91,59.33
736492,2017-06-12,50.0,21277.080078,50.0,48.27,46.66,43.82,34.33,74.0,53.5,84.2,81.24,64.62,-2.0,-2.6,1.62,-3.31,9.98,70.0,54.9,80.94,76.99,59.42
736493,2017-06-13,51.0,21332.769531,50.2,48.4,46.7,43.89,34.42,74.0,53.5,84.13,81.29,64.71,-2.0,-2.6,1.62,-4.02,9.86,70.0,54.9,80.68,77.07,59.51
736494,2017-06-14,51.0,21391.970703,50.4,48.5,46.73,43.96,34.51,74.0,53.5,84.07,81.34,64.8,-2.0,-2.6,1.33,-3.62,9.75,70.0,54.9,80.41,77.16,59.6
736495,2017-06-15,51.0,21367.279297,50.6,48.6,46.78,44.03,34.59,74.0,53.5,84.0,81.39,64.89,-2.0,-2.6,1.04,-3.21,9.63,70.0,54.9,80.14,77.24,59.68
736496,2017-06-16,51.0,21384.419922,50.8,48.77,46.82,44.11,34.68,74.0,53.5,83.93,81.44,64.98,-15.0,-5.5,0.61,-2.88,9.48,70.0,54.9,79.88,77.32,59.77
736497,2017-06-17,51.0,21384.419922,51.0,48.97,46.87,44.18,34.77,74.0,53.5,83.87,81.49,65.07,-15.0,-5.5,0.18,-2.54,9.42,70.0,54.9,79.61,77.41,59.86
736498,2017-06-18,51.0,21384.419922,51.0,49.13,46.91,44.24,34.86,74.0,53.5,83.8,81.54,65.16,-15.0,-5.5,-0.26,-2.21,9.35,70.0,54.9,79.34,77.49,59.95
736499,2017-06-19,52.0,21528.990234,51.2,49.33,46.97,44.32,34.95,74.0,53.5,83.73,81.59,65.25,-15.0,-5.5,-0.69,-1.88,9.28,70.0,54.9,79.08,77.57,60.04
736500,2017-06-20,52.0,21535.029297,51.4,49.53,47.04,44.39,35.04,74.0,53.5,83.67,81.64,65.35,-15.0,-5.5,-1.12,-1.54,9.22,70.0,54.9,78.81,77.66,60.12
736501,2017-06-21,52.0,21492.619141,51.6,49.7,47.12,44.47,35.12,74.0,53.5,83.6,81.69,65.44,-15.0,-5.5,-1.56,-1.21,9.15,70.0,54.9,78.54,77.74,60.21
736502,2017-06-22,52.0,21456.470703,51.8,49.87,47.2,44.55,35.21,74.0,53.5,83.53,81.74,65.53,-15.0,-5.5,-1.99,-0.88,9.09,70.0,54.9,78.28,77.82,60.3
736503,2017-06-23,51.0,21421.789063,51.8,49.97,47.27,44.62,35.29,74.0,53.5,83.47,81.79,65.62,-15.0,-5.5,-2.42,-0.54,9.02,70.0,54.9,78.01,77.91,60.39
736504,2017-06-24,51.0,21421.789063,51.6,50.03,47.33,44.69,35.38,74.0,53.5,83.4,81.84,65.71,-15.0,-5.5,-2.86,-0.21,8.96,70.0,54.9,77.74,77.99,60.47
736505,2017-06-25,51.0,21421.789063,51.4,50.13,47.41,44.76,35.46,74.0,53.5,83.33,81.89,65.8,-15.0,-5.5,-3.29,0.12,8.89,70.0,54.9,77.48,78.07,60.56
736506,2017-06-26,52.0,21506.210938,51.4,50.27,47.49,44.83,35.55,74.0,53.5,83.27,81.94,65.89,-15.0,-5.5,-3.72,0.46,8.82,70.0,54.9,77.21,78.16,60.65
736507,2017-06-27,51.0,21440.599609,51.2,50.37,47.56,44.91,35.65,74.0,53.5,83.2,81.99,65.98,-15.0,-5.5,-4.16,0.79,8.76,70.0,54.9,76.94,78.24,60.74
736508,2017-06-28,52.0,21478.75,51.4,50.5,47.63,44.99,35.75,74.0,53.5,83.13,82.04,66.07,-15.0,-5.5,-4.59,1.12,8.69,70.0,54.9,76.68,78.32,60.82
736509,2017-06-29,52.0,21487.380859,51.6,50.63,47.71,45.07,35.84,74.0,53.5,83.07,82.09,66.16,-15.0,-5.5,-5.02,1.46,8.63,70.0,54.9,76.41,78.41,60.91
736510,2017-06-30,51.0,21426.119141,51.6,50.73,47.78,45.15,35.93,74.0,53.5,83.0,82.14,66.25,-15.0,-5.5,-5.46,1.79,8.56,70.0,54.9,76.14,78.49,61.0
736511,2017-07-01,51.0,21426.119141,51.4,50.8,47.84,45.23,36.01,74.0,53.5,82.93,82.19,66.32,-15.0,-5.5,-5.89,2.12,8.5,70.0,54.9,75.88,78.57,61.04
736512,2017-07-02,51.0,21426.119141,51.4,50.83,47.91,45.3,36.09,74.0,53.5,82.47,82.21,66.38,-15.0,-5.5,-6.32,2.46,8.43,70.0,54.9,75.66,78.58,61.08
736513,2017-07-03,53.0,21562.75,51.6,50.93,48.0,45.38,36.18,103.0,57.2,82.32,82.39,66.53,-15.0,-5.5,-6.76,2.79,8.36,95.0,57.8,75.71,78.73,61.19
736514,2017-07-04,53.0,21562.75,51.8,51.03,48.07,45.47,36.27,103.0,57.2,82.18,82.57,66.67,-15.0,-5.5,-7.19,3.12,8.3,95.0,57.8,75.77,78.88,61.3
736515,2017-07-05,52.0,21505.359375,52.0,51.1,48.14,45.54,36.35,103.0,57.2,82.03,82.74,66.82,-15.0,-5.5,-7.62,3.46,8.23,95.0,57.8,75.82,79.03,61.41
736516,2017-07-06,51.0,21433.099609,52.0,51.17,48.21,45.61,36.44,103.0,57.2,81.89,82.92,66.96,-15.0,-5.5,-8.06,3.79,8.17,95.0,57.8,75.88,79.18,61.52
736517,2017-07-07,51.0,21425.820313,52.0,51.23,48.28,45.67,36.52,103.0,57.2,81.74,83.1,67.11,-15.0,-5.5,-8.49,4.12,8.1,95.0,57.8,75.93,79.33,61.63
736518,2017-07-08,51.0,21425.820313,51.6,51.27,48.34,45.74,36.6,103.0,57.2,81.6,83.28,67.25,-15.0,-5.5,-8.92,4.46,8.04,95.0,57.8,75.99,79.48,61.74
736519,2017-07-09,51.0,21425.820313,51.2,51.3,48.41,45.82,36.68,103.0,57.2,81.46,83.46,67.4,-15.0,-5.5,-9.36,4.79,7.97,95.0,57.8,76.04,79.63,61.85
736520,2017-07-10,52.0,21446.390625,51.2,51.37,48.49,45.89,36.76,103.0,57.2,81.31,83.63,67.54,-15.0,-5.5,-9.79,5.12,7.9,95.0,57.8,76.1,79.78,61.96
736521,2017-07-11,52.0,21441.619141,51.4,51.43,48.58,45.97,36.84,103.0,57.2,81.17,83.81,67.69,-15.0,-5.5,-10.22,5.46,7.84,95.0,57.8,76.16,79.93,62.07
736522,2017-07-12,53.0,21580.789063,51.8,51.53,48.68,46.06,36.92,103.0,57.2,81.02,83.99,67.83,-15.0,-5.5,-10.66,5.79,7.77,95.0,57.8,76.21,80.08,62.18
736523,2017-07-13,53.0,21568.720703,52.2,51.6,48.78,46.14,37.0,103.0,57.2,80.88,84.17,67.98,-15.0,-5.5,-11.09,6.12,7.71,95.0,57.8,76.27,80.23,62.29
736524,2017-07-14,54.0,21681.529297,52.8,51.7,48.89,46.23,37.08,103.0,57.2,80.73,84.34,68.12,-15.0,-5.5,-11.52,6.46,7.64,95.0,57.8,76.32,80.38,62.4
736525,2017-07-15,54.0,21681.529297,53.2,51.8,49.0,46.32,37.15,103.0,57.2,80.59,84.52,68.27,-15.0,-5.5,-11.96,6.79,7.58,95.0,57.8,76.38,80.53,62.51
736526,2017-07-16,54.0,21681.529297,53.6,51.9,49.11,46.41,37.23,103.0,57.2,80.44,84.7,68.41,-15.0,-5.5,-12.39,7.12,7.51,95.0,57.8,76.43,80.68,62.62
736527,2017-07-17,53.0,21661.810547,53.6,51.97,49.21,46.49,37.3,103.0,57.2,80.3,84.88,68.56,-15.0,-5.5,-12.32,7.46,7.44,95.0,57.8,76.49,80.83,62.73
736528,2017-07-18,53.0,21589.939453,53.6,52.03,49.31,46.58,37.38,103.0,57.2,80.16,85.06,68.7,-15.0,-5.5,-12.26,7.03,7.38,95.0,57.8,76.54,80.98,62.84
736529,2017-07-19,53.0,21640.75,53.4,52.07,49.41,46.67,37.45,103.0,57.2,80.01,85.23,68.85,48.0,8.3,-11.49,6.95,7.42,95.0,57.8,76.6,81.13,62.95
736530,2017-07-20,53.0,21661.910156,53.2,52.1,49.51,46.76,37.53,103.0,57.2,79.87,85.41,68.99,48.0,8.3,-10.72,6.87,7.47,95.0,57.8,76.66,81.28,63.05
736531,2017-07-21,53.0,21592.609375,53.0,52.13,49.61,46.85,37.6,103.0,57.2,79.72,85.59,69.14,48.0,8.3,-9.96,6.79,7.51,95.0,57.8,76.71,81.43,63.16
736532,2017-07-22,53.0,21592.609375,53.0,52.17,49.71,46.94,37.67,103.0,57.2,79.58,85.77,69.28,48.0,8.3,-9.19,6.72,7.55,95.0,57.8,76.77,81.58,63.27
736533,2017-07-23,53.0,21592.609375,53.0,52.23,49.79,47.02,37.75,103.0,57.2,79.43,85.94,69.43,48.0,8.3,-8.42,6.64,7.6,95.0,57.8,76.82,81.73,63.38
736534,2017-07-24,53.0,21577.779297,53.0,52.3,49.84,47.1,37.82,103.0,57.2,79.29,86.12,69.58,48.0,8.3,-7.66,6.56,7.64,95.0,57.8,76.88,81.88,63.49
736535,2017-07-25,54.0,21670.619141,53.2,52.4,49.91,47.18,37.9,103.0,57.2,79.14,86.3,69.72,48.0,8.3,-6.89,6.48,7.68,95.0,57.8,76.93,82.03,63.6
736536,2017-07-26,54.0,21742.699219,53.4,52.47,49.98,47.26,37.98,103.0,57.2,79.0,86.48,69.87,48.0,8.3,-6.12,6.41,7.73,95.0,57.8,76.99,82.18,63.71
736537,2017-07-27,55.0,21798.470703,53.8,52.6,50.07,47.34,38.05,103.0,57.2,78.86,86.66,70.01,48.0,8.3,-5.36,6.33,7.77,95.0,57.8,77.04,82.33,63.82
736538,2017-07-28,55.0,21841.179688,54.2,52.7,50.16,47.42,38.14,103.0,57.2,78.71,86.83,70.16,48.0,8.3,-4.59,6.25,7.82,95.0,57.8,77.1,82.48,63.93
736539,2017-07-29,55.0,21841.179688,54.6,52.8,50.24,47.51,38.22,103.0,57.2,78.57,87.01,70.3,48.0,8.3,-3.82,6.17,7.86,95.0,57.8,77.16,82.63,64.04
736540,2017-07-30,55.0,21841.179688,54.8,52.93,50.33,47.61,38.3,103.0,57.2,79.02,87.19,70.45,48.0,8.3,-3.06,6.09,7.9,95.0,57.8,77.44,82.78,64.15
736541,2017-07-31,56.0,21929.800781,55.2,53.1,50.43,47.71,38.39,103.0,57.2,79.48,87.24,70.59,48.0,8.3,-2.29,6.02,7.95,95.0,57.8,77.73,82.87,64.26
736542,2017-08-01,56.0,21990.960938,55.4,53.27,50.53,47.81,38.47,87.0,55.2,79.76,87.2,70.72,48.0,8.3,-1.52,5.94,7.99,82.0,56.3,77.88,82.88,64.35
736543,2017-08-02,57.0,22036.099609,55.8,53.4,50.64,47.91,38.56,87.0,55.2,80.03,87.16,70.84,48.0,8.3,-0.76,5.86,8.04,82.0,56.3,78.02,82.89,64.44
736544,2017-08-03,57.0,22044.849609,56.2,53.53,50.74,48.01,38.65,87.0,55.2,80.31,87.12,70.96,48.0,8.3,0.01,5.78,8.08,82.0,56.3,78.17,82.9,64.52
736545,2017-08-04,57.0,22092.810547,56.6,53.7,50.84,48.11,38.74,87.0,55.2,80.59,87.08,71.08,48.0,8.3,0.78,5.71,8.12,82.0,56.3,78.31,82.91,64.61
736546,2017-08-05,57.0,22092.810547,56.8,53.9,50.94,48.2,38.83,87.0,55.2,80.87,87.04,71.21,48.0,8.3,1.54,5.63,8.17,82.0,56.3,78.46,82.92,64.7
736547,2017-08-06,57.0,22092.810547,57.0,54.1,51.04,48.29,38.91,87.0,55.2,81.14,87.01,71.33,48.0,8.3,2.31,5.55,8.21,82.0,56.3,78.6,82.93,64.79
736548,2017-08-07,58.0,22121.150391,57.2,54.33,51.16,48.4,39.0,87.0,55.2,81.42,86.97,71.45,48.0,8.3,3.08,5.47,8.25,82.0,56.3,78.74,82.94,64.87
736549,2017-08-08,58.0,22179.109375,57.4,54.57,51.28,48.49,39.09,87.0,55.2,81.7,86.93,71.58,48.0,8.3,3.84,5.39,8.3,82.0,56.3,78.89,82.96,64.96
736550,2017-08-09,57.0,22057.189453,57.4,54.73,51.39,48.58,39.17,87.0,55.2,81.98,86.89,71.7,48.0,8.3,4.61,5.32,8.34,82.0,56.3,79.03,82.97,65.05
736551,2017-08-10,56.0,21988.199219,57.2,54.87,51.49,48.67,39.25,87.0,55.2,82.26,86.85,71.82,48.0,8.3,5.38,5.24,8.39,82.0,56.3,79.18,82.98,65.14
736552,2017-08-11,56.0,21911.089844,57.0,54.97,51.59,48.75,39.33,87.0,55.2,82.53,86.81,71.95,48.0,8.3,6.14,5.16,8.43,82.0,56.3,79.32,82.99,65.22
736553,2017-08-12,56.0,21911.089844,56.6,55.07,51.69,48.82,39.42,87.0,55.2,82.81,86.77,72.07,48.0,8.3,6.91,5.08,8.47,82.0,56.3,79.47,83.0,65.31
736554,2017-08-13,56.0,21911.089844,56.2,55.13,51.78,48.89,39.5,87.0,55.2,83.09,86.73,72.19,48.0,8.3,7.68,5.01,8.52,82.0,56.3,79.61,83.01,65.4
736555,2017-08-14,57.0,22019.230469,56.2,55.23,51.88,48.97,39.58,87.0,55.2,83.37,86.69,72.32,48.0,8.3,8.23,4.93,8.56,82.0,56.3,79.76,83.02,65.49
736556,2017-08-15,57.0,22038.919922,56.4,55.33,52.0,49.04,39.67,87.0,55.2,83.64,86.66,72.44,48.0,8.3,8.79,5.21,8.61,82.0,56.3,79.9,83.03,65.58
736557,2017-08-16,57.0,22085.710938,56.6,55.47,52.13,49.11,39.75,87.0,55.2,83.92,86.62,72.56,-12.0,-4.8,8.68,5.15,8.52,82.0,56.3,80.04,83.04,65.66
736558,2017-08-17,56.0,21984.740234,56.6,55.57,52.24,49.18,39.83,87.0,55.2,84.2,86.58,72.69,-12.0,-4.8,8.57,5.09,8.43,82.0,56.3,80.19,83.06,65.75
736559,2017-08-18,55.0,21793.349609,56.4,55.63,52.34,49.24,39.91,87.0,55.2,84.48,86.54,72.81,-12.0,-4.8,8.46,5.04,8.34,82.0,56.3,80.33,83.07,65.84
736560,2017-08-19,55.0,21793.349609,56.0,55.7,52.44,49.3,39.99,87.0,55.2,84.76,86.5,72.93,-12.0,-4.8,8.34,4.98,8.25,82.0,56.3,80.48,83.08,65.93
736561,2017-08-20,55.0,21793.349609,55.6,55.77,52.53,49.36,40.07,87.0,55.2,85.03,86.46,73.06,-12.0,-4.8,8.23,4.93,8.17,82.0,56.3,80.62,83.09,66.01
736562,2017-08-21,54.0,21718.740234,55.0,55.8,52.61,49.4,40.15,87.0,55.2,85.31,86.42,73.18,-12.0,-4.8,8.12,4.87,8.08,82.0,56.3,80.77,83.1,66.1
736563,2017-08-22,56.0,21912.830078,55.0,55.9,52.7,49.46,40.23,87.0,55.2,85.59,86.38,73.3,-12.0,-4.8,8.01,4.82,7.99,82.0,56.3,80.91,83.11,66.19
736564,2017-08-23,55.0,21866.660156,55.0,55.97,52.77,49.51,40.31,87.0,55.2,85.87,86.34,73.43,-12.0,-4.8,7.9,4.76,7.9,82.0,56.3,81.06,83.12,66.28
736565,2017-08-24,55.0,21870.109375,55.0,56.0,52.84,49.56,40.39,87.0,55.2,86.14,86.31,73.55,-12.0,-4.8,7.79,4.71,7.82,82.0,56.3,81.2,83.13,66.36
736566,2017-08-25,56.0,21906.859375,55.2,56.07,52.93,49.61,40.47,87.0,55.2,86.42,86.27,73.67,-12.0,-4.8,7.68,4.65,7.73,82.0,56.3,81.34,83.14,66.45
736567,2017-08-26,56.0,21906.859375,55.6,56.1,53.02,49.67,40.55,87.0,55.2,86.7,86.23,73.8,-12.0,-4.8,7.57,4.59,7.64,82.0,56.3,81.49,83.16,66.54
736568,2017-08-27,56.0,21906.859375,55.6,56.13,53.11,49.72,40.64,87.0,55.2,86.98,86.19,73.92,-12.0,-4.8,7.46,4.54,7.55,82.0,56.3,81.63,83.17,66.63
736569,2017-08-28,55.0,21861.490234,55.6,56.13,53.19,49.76,40.72,87.0,55.2,87.26,86.23,74.04,-12.0,-4.8,7.34,4.48,7.47,82.0,56.3,81.78,83.1,66.72
736570,2017-08-29,55.0,21879.220703,55.6,56.13,53.27,49.79,40.79,87.0,55.2,87.53,86.27,74.17,-12.0,-4.8,7.23,4.43,7.38,82.0,56.3,81.92,83.03,66.8
736571,2017-08-30,56.0,21914.259766,55.6,56.13,53.34,49.83,40.88,87.0,55.2,87.68,86.31,74.29,-12.0,-4.8,7.12,4.37,7.29,82.0,56.3,82.06,82.97,66.89
736572,2017-08-31,56.0,21985.759766,55.6,56.13,53.41,49.88,40.96,87.0,55.2,87.82,86.34,74.41,-12.0,-4.8,7.01,4.32,7.2,82.0,56.3,82.19,82.9,66.98
736573,2017-09-01,57.0,22038.970703,55.8,56.13,53.49,49.93,41.05,124.0,59.9,88.38,86.59,74.66,-12.0,-4.8,6.9,4.26,7.12,104.0,58.8,82.57,82.96,67.21
736574,2017-09-02,57.0,22038.970703,56.2,56.13,53.57,49.98,41.14,124.0,59.9,88.93,86.83,74.91,-12.0,-4.8,6.79,4.21,7.03,104.0,58.8,82.94,83.01,67.43
736575,2017-09-03,57.0,22038.970703,56.6,56.13,53.64,50.04,41.22,124.0,59.9,89.49,87.08,75.15,-12.0,-4.8,6.68,4.15,6.94,104.0,58.8,83.32,83.07,67.66
736576,2017-09-04,57.0,22038.970703,56.8,56.13,53.73,50.09,41.31,124.0,59.9,90.04,87.32,75.4,-12.0,-4.8,6.57,4.09,6.85,104.0,58.8,83.7,83.12,67.89
736577,2017-09-05,56.0,21921.089844,56.8,56.1,53.81,50.14,41.39,124.0,59.9,90.6,87.57,75.65,-12.0,-4.8,6.46,4.04,6.76,104.0,58.8,84.08,83.18,68.12
736578,2017-09-06,55.0,21849.240234,56.4,56.0,53.87,50.19,41.47,124.0,59.9,91.16,87.81,75.89,-12.0,-4.8,6.34,3.98,6.68,104.0,58.8,84.46,83.23,68.34
736579,2017-09-07,55.0,21850.009766,56.0,55.9,53.92,50.23,41.55,124.0,59.9,91.71,88.06,76.14,-12.0,-4.8,6.23,3.93,6.59,104.0,58.8,84.83,83.29,68.57
736580,2017-09-08,55.0,21846.630859,55.6,55.83,53.98,50.28,41.63,124.0,59.9,92.27,88.3,76.39,-12.0,-4.8,6.12,3.87,6.5,104.0,58.8,85.21,83.34,68.8
736581,2017-09-09,55.0,21846.630859,55.2,55.8,54.03,50.32,41.72,124.0,59.9,92.82,88.54,76.63,-12.0,-4.8,6.01,3.82,6.41,104.0,58.8,85.59,83.4,69.02
736582,2017-09-10,55.0,21846.630859,55.0,55.77,54.09,50.37,41.8,124.0,59.9,93.38,88.79,76.88,-12.0,-4.8,5.9,3.76,6.33,104.0,58.8,85.97,83.46,69.25
736583,2017-09-11,57.0,22067.099609,55.4,55.8,54.16,50.43,41.89,124.0,59.9,93.93,89.03,77.13,-12.0,-4.8,5.79,3.71,6.24,104.0,58.8,86.34,83.51,69.48
736584,2017-09-12,58.0,22134.570313,56.0,55.87,54.23,50.48,41.98,124.0,59.9,94.49,89.28,77.37,-12.0,-4.8,5.68,3.51,6.15,104.0,58.8,86.72,83.57,69.71
736585,2017-09-13,58.0,22158.179688,56.6,55.9,54.31,50.54,42.08,124.0,59.9,95.04,89.52,77.62,-12.0,-4.8,5.57,3.31,6.06,104.0,58.8,87.1,83.62,69.93
736586,2017-09-14,58.0,22216.439453,57.2,55.93,54.39,50.61,42.18,124.0,59.9,95.6,89.77,77.87,-12.0,-4.8,5.6,3.11,5.98,104.0,58.8,87.48,83.68,70.16
736587,2017-09-15,59.0,22275.019531,58.0,56.0,54.48,50.67,42.28,124.0,59.9,96.16,90.01,78.11,-12.0,-4.8,5.63,2.91,5.89,104.0,58.8,87.86,83.73,70.39
736588,2017-09-16,59.0,22275.019531,58.4,56.1,54.57,50.74,42.38,124.0,59.9,96.71,90.26,78.36,-12.0,-4.8,5.67,2.71,5.8,104.0,58.8,88.23,83.79,70.62
736589,2017-09-17,59.0,22275.019531,58.6,56.23,54.64,50.81,42.47,124.0,59.9,97.27,90.5,78.61,-12.0,-4.8,5.7,2.51,5.71,104.0,58.8,88.61,83.84,70.84
736590,2017-09-18,60.0,22355.619141,59.0,56.4,54.73,50.89,42.58,124.0,59.9,97.82,90.74,78.85,-12.0,-4.8,5.73,2.31,5.62,104.0,58.8,88.99,83.9,71.07
736591,2017-09-19,60.0,22386.009766,59.4,56.57,54.82,50.97,42.68,124.0,59.9,98.38,90.99,79.1,7.0,-0.8,5.98,2.21,5.59,104.0,58.8,89.37,83.96,71.3
736592,2017-09-20,60.0,22413.259766,59.6,56.77,54.91,51.06,42.78,124.0,59.9,98.93,91.23,79.35,7.0,-0.8,6.22,2.12,5.65,104.0,58.8,89.74,84.01,71.53
736593,2017-09-21,60.0,22419.509766,59.8,56.9,55.01,51.14,42.88,124.0,59.9,99.49,91.48,79.59,7.0,-0.8,6.47,2.02,5.72,104.0,58.8,90.12,84.07,71.75
736594,2017-09-22,60.0,22364.310547,60.0,57.07,55.11,51.22,42.97,124.0,59.9,100.04,91.72,79.84,7.0,-0.8,6.71,1.93,5.78,104.0,58.8,90.5,84.12,71.98
736595,2017-09-23,60.0,22364.310547,60.0,57.23,55.21,51.31,43.07,124.0,59.9,100.6,91.97,80.08,7.0,-0.8,6.96,1.83,5.84,104.0,58.8,90.88,84.18,72.21
736596,2017-09-24,60.0,22364.310547,60.0,57.37,55.3,51.39,43.17,124.0,59.9,101.16,92.21,80.33,7.0,-0.8,7.2,1.74,5.9,104.0,58.8,91.26,84.23,72.44
736597,2017-09-25,60.0,22359.880859,60.0,57.5,55.4,51.48,43.27,124.0,59.9,101.71,92.46,80.58,7.0,-0.8,7.44,1.64,5.97,104.0,58.8,91.63,84.29,72.66
