Day,Date,DJIA_Value,DJIA_Original,DJIA_Avg005,DJIA_Avg030,DJIA_Avg090,DJIA_Avg180,DJIA_Avg365,ISM_MFC_EMP_Value,ISM_MFC_EMP_Original,ISM_MFC_EMP_Avg090,ISM_MFC_EMP_Avg180,ISM_MFC_EMP_Avg365,HOUSE_SRT_MM_Value,HOUSE_SRT_MM_Original,HOUSE_SRT_MM_Avg090,HOUSE_SRT_MM_Avg180,HOUSE_SRT_MM_Avg365,MFC_MPI_Value,MFC_MPI_Original,MFC_MPI_Avg090,MFC_MPI_Avg180,MFC_MPI_Avg365
735975,2016-01-12,8.0,16591.349609,8.4,15.07,17.22,14.76,17.82,32.0,48.1,43.96,54.73,58.93,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,21.21,32.56,42.31
735976,2016-01-13,8.0,16593.509766,8.2,14.83,17.17,14.68,17.79,32.0,48.1,43.74,54.41,58.74,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,21.01,32.29,42.13
735977,2016-01-14,7.0,16482.050781,7.8,14.47,17.09,14.6,17.76,32.0,48.1,43.53,54.09,58.55,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,20.81,32.03,41.96
735978,2016-01-15,6.0,16354.330078,7.2,14.03,17.0,14.51,17.73,32.0,48.1,43.32,53.77,58.37,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,20.61,31.77,41.78
735979,2016-01-16,6.0,16354.330078,7.0,13.6,16.91,14.42,17.7,32.0,48.1,43.11,53.44,58.18,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,20.41,31.51,41.61
735980,2016-01-17,6.0,16354.330078,6.6,13.27,16.82,14.33,17.67,32.0,48.1,42.9,53.12,57.99,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,20.21,31.25,41.43
735981,2016-01-18,6.0,16354.330078,6.2,12.93,16.73,14.26,17.64,32.0,48.1,42.69,52.8,57.81,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,20.01,30.99,41.25
735982,2016-01-19,5.0,16171.959961,5.8,12.57,16.62,14.17,17.61,32.0,48.1,42.48,52.48,57.62,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,19.81,30.73,41.08
735983,2016-01-20,3.0,15989.450195,5.2,12.2,16.47,14.08,17.57,32.0,48.1,42.27,52.16,57.44,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,19.61,30.47,40.9
735984,2016-01-21,3.0,16038.589844,4.6,11.77,16.3,13.99,17.53,32.0,48.1,42.06,51.83,57.25,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,19.41,30.21,40.73
735985,2016-01-22,4.0,16136.790039,4.2,11.33,16.14,13.91,17.49,32.0,48.1,41.84,51.51,57.06,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,19.21,29.94,40.55
735986,2016-01-23,4.0,16136.790039,3.8,10.9,15.99,13.84,17.45,32.0,48.1,41.63,51.19,56.88,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,19.01,29.68,40.38
735987,2016-01-24,4.0,16136.790039,3.6,10.47,15.83,13.76,17.41,32.0,48.1,41.42,50.87,56.69,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,18.81,29.42,40.2
735988,2016-01-25,4.0,16086.459961,3.8,10.03,15.68,13.68,17.37,32.0,48.1,41.21,50.54,56.5,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,18.61,29.16,40.03
735989,2016-01-26,5.0,16185.790039,4.2,9.63,15.52,13.6,17.33,32.0,48.1,41.0,50.22,56.32,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,18.41,28.9,39.85
735990,2016-01-27,5.0,16235.030273,4.4,9.23,15.37,13.52,17.3,32.0,48.1,40.79,49.9,56.13,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,18.21,28.64,39.68
735991,2016-01-28,4.0,16102.139648,4.4,8.73,15.2,13.44,17.26,32.0,48.1,40.58,49.58,55.95,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,18.01,28.38,39.5
735992,2016-01-29,7.0,16466.300781,5.0,8.37,15.07,13.37,17.24,32.0,48.1,40.37,49.26,55.76,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,17.81,28.12,39.33
735993,2016-01-30,7.0,16466.300781,5.6,8.03,14.93,13.31,17.21,32.0,48.1,40.16,49.06,55.57,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,17.61,27.89,39.15
735994,2016-01-31,7.0,16466.300781,6.0,7.7,14.79,13.25,17.19,32.0,48.1,40.2,48.86,55.39,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,17.42,27.67,38.98
735995,2016-02-01,8.0,16510.980469,6.6,7.4,14.64,13.19,17.17,15.0,45.9,40.06,48.56,55.15,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,17.23,27.45,38.8
735996,2016-02-02,7.0,16420.210938,7.2,7.07,14.49,13.14,17.15,15.0,45.9,39.91,48.27,54.98,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,17.04,27.23,38.67
735997,2016-02-03,7.0,16381.69043,7.2,6.77,14.34,13.09,17.12,15.0,45.9,39.77,47.97,54.8,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,16.86,27.01,38.54
735998,2016-02-04,7.0,16485.839844,7.2,6.53,14.2,13.04,17.08,15.0,45.9,39.62,47.68,54.63,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,16.67,26.78,38.41
735999,2016-02-05,7.0,16423.630859,7.2,6.33,14.06,12.99,17.05,15.0,45.9,39.48,47.38,54.45,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,16.48,26.56,38.28
736000,2016-02-06,7.0,16423.630859,7.0,6.2,13.91,12.93,17.01,15.0,45.9,39.33,47.09,54.28,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,16.29,26.34,38.16
736001,2016-02-07,7.0,16423.630859,7.0,6.13,13.77,12.87,16.98,15.0,45.9,39.19,46.79,54.1,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,16.1,26.12,38.03
736002,2016-02-08,4.0,16147.509766,6.4,5.97,13.6,12.81,16.93,15.0,45.9,39.04,46.5,53.93,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,15.91,25.89,37.9
736003,2016-02-09,4.0,16136.620117,5.8,5.8,13.43,12.74,16.89,15.0,45.9,38.9,46.21,53.75,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,15.72,25.67,37.77
736004,2016-02-10,5.0,16201.889648,5.4,5.73,13.29,12.68,16.85,15.0,45.9,38.76,45.91,53.58,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,15.53,25.45,37.64
736005,2016-02-11,2.0,15897.820313,4.4,5.53,13.13,12.6,16.8,15.0,45.9,38.61,45.62,53.4,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,15.34,25.23,37.51
736006,2016-02-12,3.0,15974.040039,3.6,5.37,12.99,12.53,16.75,15.0,45.9,38.47,45.32,53.22,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,15.16,25.01,37.38
736007,2016-02-13,3.0,15974.040039,3.4,5.23,12.84,12.45,16.7,15.0,45.9,38.32,45.03,53.05,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,14.97,24.78,37.25
736008,2016-02-14,3.0,15974.040039,3.2,5.13,12.7,12.37,16.65,15.0,45.9,38.18,44.73,52.87,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,14.78,24.56,37.13
736009,2016-02-15,3.0,15974.040039,2.8,5.03,12.54,12.29,16.6,15.0,45.9,38.03,44.44,52.7,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,14.59,24.34,37.0
736010,2016-02-16,5.0,16196.410156,3.4,5.0,12.39,12.24,16.56,15.0,45.9,37.89,44.14,52.52,-1.0,-2.5,0.0,0.0,0.0,11.0,48.2,14.4,24.12,36.87
736011,2016-02-17,7.0,16486.119141,4.2,5.03,12.26,12.21,16.52,15.0,45.9,37.74,43.85,52.35,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,14.21,23.89,36.74
736012,2016-02-18,8.0,16511.839844,5.2,5.13,12.12,12.19,16.48,15.0,45.9,37.6,43.56,52.17,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,14.02,23.67,36.61
736013,2016-02-19,7.0,16410.960938,6.0,5.27,11.98,12.16,16.45,15.0,45.9,37.46,43.26,52.0,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,13.83,23.45,36.48
736014,2016-02-20,7.0,16410.960938,6.8,5.4,11.83,12.16,16.41,15.0,45.9,37.31,42.97,51.82,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,13.64,23.23,36.35
736015,2016-02-21,7.0,16410.960938,7.2,5.5,11.69,12.17,16.36,15.0,45.9,37.17,42.67,51.65,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,13.46,23.01,36.22
736016,2016-02-22,9.0,16664.240234,7.6,5.67,11.57,12.18,16.33,15.0,45.9,37.02,42.38,51.47,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,13.27,22.78,36.1
736017,2016-02-23,9.0,16610.390625,7.8,5.83,11.44,12.18,16.29,15.0,45.9,36.88,42.08,51.3,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,13.08,22.56,35.97
736018,2016-02-24,8.0,16507.390625,8.0,5.97,11.31,12.18,16.25,15.0,45.9,36.73,41.79,51.12,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,12.89,22.34,35.84
736019,2016-02-25,9.0,16697.980469,8.4,6.1,11.2,12.18,16.21,15.0,45.9,36.59,41.49,50.95,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,12.7,22.12,35.71
736020,2016-02-26,10.0,16795.980469,9.0,6.27,11.1,12.18,16.18,15.0,45.9,36.44,41.2,50.77,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,12.51,21.89,35.58
736021,2016-02-27,10.0,16795.980469,9.2,6.47,11.0,12.19,16.14,15.0,45.9,36.3,40.91,50.59,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,12.32,21.67,35.45
736022,2016-02-28,10.0,16795.980469,9.4,6.57,10.9,12.2,16.11,15.0,45.9,36.16,40.68,50.42,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,12.13,21.53,35.32
736023,2016-02-29,10.0,16726.119141,9.8,6.67,10.79,12.22,16.07,15.0,45.9,35.69,40.45,50.24,-7.0,-3.8,0.0,0.0,0.0,11.0,48.2,12.1,21.39,35.19
736024,2016-03-01,11.0,16865.560547,10.2,6.8,10.69,12.24,16.04,35.0,48.5,35.44,40.33,50.18,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.19,21.32,35.11
736025,2016-03-02,11.0,16900.169922,10.4,6.9,10.6,12.27,16.01,35.0,48.5,35.2,40.22,50.12,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.28,21.24,35.03
736026,2016-03-03,12.0,16944.310547,10.8,7.07,10.51,12.3,15.98,35.0,48.5,34.96,40.1,50.05,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.37,21.16,34.95
736027,2016-03-04,13.0,17062.380859,11.4,7.27,10.43,12.34,15.95,35.0,48.5,34.71,39.98,49.99,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.46,21.08,34.87
736028,2016-03-05,13.0,17062.380859,12.0,7.47,10.36,12.38,15.93,35.0,48.5,34.47,39.87,49.93,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.54,21.01,34.78
736029,2016-03-06,13.0,17062.380859,12.4,7.67,10.28,12.41,15.9,35.0,48.5,34.22,39.75,49.87,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.63,20.93,34.7
736030,2016-03-07,13.0,17099.25,12.8,7.87,10.22,12.43,15.88,35.0,48.5,33.98,39.63,49.8,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.72,20.85,34.62
736031,2016-03-08,13.0,17072.789063,13.0,8.07,10.16,12.46,15.85,35.0,48.5,33.73,39.52,49.74,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.81,20.77,34.54
736032,2016-03-09,12.0,17048.5,12.8,8.33,10.09,12.49,15.83,35.0,48.5,33.49,39.4,49.68,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.9,20.69,34.45
736033,2016-03-10,13.0,17130.109375,12.8,8.63,10.04,12.52,15.81,35.0,48.5,33.24,39.28,49.61,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,12.99,20.62,34.37
736034,2016-03-11,14.0,17220.089844,13.0,8.93,10.01,12.56,15.8,35.0,48.5,33.0,39.17,49.55,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,13.08,20.54,34.29
736035,2016-03-12,14.0,17220.089844,13.2,9.33,9.98,12.6,15.78,35.0,48.5,32.76,39.05,49.49,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,13.17,20.46,34.21
736036,2016-03-13,14.0,17220.089844,13.4,9.7,9.97,12.63,15.76,35.0,48.5,32.51,38.93,49.42,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,13.26,20.38,34.13
736037,2016-03-14,14.0,17275.070313,13.8,10.07,9.92,12.65,15.75,35.0,48.5,32.27,38.82,49.36,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,13.34,20.31,34.04
736038,2016-03-15,14.0,17251.699219,14.0,10.43,9.87,12.67,15.73,35.0,48.5,32.02,38.7,49.3,-7.0,-3.8,0.0,0.0,0.0,22.0,49.5,13.43,20.23,33.96
736039,2016-03-16,15.0,17379.179688,14.2,10.83,9.82,12.7,15.71,35.0,48.5,31.78,38.58,49.24,34.0,5.2,0.0,0.0,0.0,22.0,49.5,13.52,20.15,33.88
736040,2016-03-17,17.0,17529.009766,14.8,11.23,9.83,12.74,15.7,35.0,48.5,31.53,38.47,49.17,34.0,5.2,0.0,0.0,0.0,22.0,49.5,13.61,20.07,33.8
736041,2016-03-18,18.0,17620.580078,15.6,11.6,9.86,12.79,15.69,35.0,48.5,31.29,38.35,49.11,34.0,5.2,0.0,0.0,0.0,22.0,49.5,13.7,19.99,33.72
736042,2016-03-19,18.0,17620.580078,16.4,11.93,9.88,12.85,15.67,35.0,48.5,31.04,38.23,49.05,34.0,5.2,0.0,0.0,0.0,22.0,49.5,13.79,19.92,33.63
736043,2016-03-20,18.0,17620.580078,17.2,12.3,9.92,12.91,15.66,35.0,48.5,30.8,38.12,48.98,34.0,5.2,0.0,0.0,0.0,22.0,49.5,13.88,19.84,33.55
736044,2016-03-21,18.0,17644.970703,17.8,12.67,9.94,12.98,15.65,35.0,48.5,30.56,38.0,48.92,34.0,5.2,0.0,0.0,0.0,22.0,49.5,13.97,19.76,33.47
736045,2016-03-22,18.0,17648.939453,18.0,13.03,9.96,13.05,15.63,35.0,48.5,30.31,37.88,48.86,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.06,19.68,33.39
736046,2016-03-23,17.0,17588.810547,17.8,13.3,9.96,13.11,15.62,35.0,48.5,30.07,37.77,48.79,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.14,19.61,33.3
736047,2016-03-24,17.0,17517.140625,17.6,13.57,9.96,13.16,15.61,35.0,48.5,29.82,37.65,48.73,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.23,19.53,33.22
736048,2016-03-25,17.0,17517.140625,17.4,13.87,9.96,13.22,15.6,35.0,48.5,29.58,37.53,48.67,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.32,19.45,33.14
736049,2016-03-26,17.0,17517.140625,17.2,14.13,9.96,13.28,15.6,35.0,48.5,29.33,37.42,48.61,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.41,19.37,33.06
736050,2016-03-27,17.0,17517.140625,17.0,14.37,9.96,13.35,15.6,35.0,48.5,29.09,37.3,48.54,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.5,19.29,32.98
736051,2016-03-28,17.0,17583.810547,17.0,14.6,9.93,13.41,15.59,35.0,48.5,28.84,37.18,48.48,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.59,19.22,32.89
736052,2016-03-29,18.0,17642.810547,17.2,14.87,9.93,13.48,15.59,35.0,48.5,28.6,37.09,48.42,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.68,19.18,32.81
736053,2016-03-30,19.0,17790.109375,17.6,15.17,9.96,13.54,15.58,35.0,48.5,28.36,37.01,48.35,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.77,19.14,32.73
736054,2016-03-31,19.0,17755.699219,18.0,15.43,9.98,13.61,15.58,35.0,48.5,28.11,36.92,48.32,34.0,5.2,0.0,0.0,0.0,22.0,49.5,14.86,19.1,32.68
736055,2016-04-01,19.0,17811.480469,18.4,15.7,10.0,13.68,15.58,32.0,48.1,27.83,36.81,48.28,34.0,5.2,0.0,0.0,0.0,43.0,51.8,15.18,19.18,32.69
736056,2016-04-02,19.0,17811.480469,18.8,15.93,10.02,13.73,15.58,32.0,48.1,27.56,36.71,48.24,34.0,5.2,0.0,0.0,0.0,43.0,51.8,15.5,19.26,32.7
736057,2016-04-03,19.0,17811.480469,19.0,16.13,10.06,13.77,15.58,32.0,48.1,27.56,36.6,48.2,34.0,5.2,0.0,0.0,0.0,43.0,51.8,15.86,19.33,32.7
736058,2016-04-04,19.0,17806.380859,19.0,16.33,10.11,13.81,15.58,32.0,48.1,27.56,36.49,48.16,34.0,5.2,0.0,0.0,0.0,43.0,51.8,16.21,19.41,32.71
736059,2016-04-05,18.0,17718.029297,18.8,16.5,10.17,13.84,15.58,32.0,48.1,27.56,36.39,48.12,34.0,5.2,0.0,0.0,0.0,43.0,51.8,16.57,19.49,32.72
736060,2016-04-06,18.0,17723.550781,18.6,16.67,10.24,13.87,15.57,32.0,48.1,27.56,36.28,48.07,34.0,5.2,0.0,0.0,0.0,43.0,51.8,16.92,19.57,32.73
736061,2016-04-07,18.0,17687.279297,18.4,16.83,10.34,13.89,15.56,32.0,48.1,27.56,36.18,48.03,34.0,5.2,0.0,0.0,0.0,43.0,51.8,17.28,19.64,32.74
736062,2016-04-08,18.0,17694.509766,18.2,17.03,10.44,13.92,15.55,32.0,48.1,27.56,36.07,47.99,34.0,5.2,0.0,0.0,0.0,43.0,51.8,17.63,19.72,32.75
736063,2016-04-09,18.0,17694.509766,18.0,17.2,10.54,13.95,15.54,32.0,48.1,27.56,35.97,47.95,34.0,5.2,0.0,0.0,0.0,43.0,51.8,17.99,19.8,32.75
736064,2016-04-10,18.0,17694.509766,18.0,17.33,10.67,13.97,15.53,32.0,48.1,27.56,35.86,47.91,34.0,5.2,7.24,0.0,0.0,43.0,51.8,18.34,19.88,32.76
736065,2016-04-11,19.0,17731.630859,18.2,17.5,10.79,14.01,15.53,32.0,48.1,27.56,35.76,47.87,34.0,5.2,7.63,0.0,0.0,43.0,51.8,18.7,19.96,32.77
736066,2016-04-12,19.0,17744.429688,18.4,17.67,10.91,14.04,15.52,32.0,48.1,27.56,35.65,47.83,34.0,5.2,8.02,0.0,0.0,43.0,51.8,19.06,20.03,32.78
736067,2016-04-13,20.0,17918.349609,18.8,17.87,11.06,14.07,15.52,32.0,48.1,27.56,35.54,47.79,34.0,5.2,8.41,0.0,0.0,43.0,51.8,19.41,20.11,32.79
736068,2016-04-14,21.0,17962.140625,19.4,18.1,11.22,14.11,15.51,32.0,48.1,27.56,35.44,47.75,34.0,5.2,8.8,0.0,0.0,43.0,51.8,19.77,20.19,32.79
736069,2016-04-15,20.0,17937.650391,19.8,18.27,11.38,14.14,15.51,32.0,48.1,27.56,35.33,47.7,34.0,5.2,9.19,0.0,0.0,43.0,51.8,20.12,20.27,32.8
736070,2016-04-16,20.0,17937.650391,20.0,18.37,11.53,14.18,15.5,32.0,48.1,27.56,35.23,47.66,34.0,5.2,9.58,0.0,0.0,43.0,51.8,20.48,20.34,32.81
736071,2016-04-17,20.0,17937.650391,20.2,18.43,11.69,14.21,15.5,32.0,48.1,27.56,35.12,47.62,34.0,5.2,9.97,0.0,0.0,43.0,51.8,20.83,20.42,32.82
736072,2016-04-18,21.0,18009.529297,20.4,18.53,11.87,14.24,15.49,32.0,48.1,27.56,35.02,47.58,34.0,5.2,10.36,0.0,0.0,43.0,51.8,21.19,20.5,32.83
736073,2016-04-19,22.0,18103.460938,20.6,18.67,12.08,14.27,15.49,32.0,48.1,27.56,34.91,47.54,-30.0,-8.8,10.03,0.0,0.0,43.0,51.8,21.54,20.58,32.84
736074,2016-04-20,22.0,18167.630859,21.0,18.8,12.29,14.29,15.49,32.0,48.1,27.56,34.81,47.5,-30.0,-8.8,9.71,0.0,0.0,43.0,51.8,21.9,20.66,32.84
736075,2016-04-21,22.0,18107.289063,21.4,18.93,12.49,14.32,15.5,32.0,48.1,27.56,34.7,47.46,-30.0,-8.8,9.39,0.0,0.0,43.0,51.8,22.26,20.73,32.85
736076,2016-04-22,21.0,18026.849609,21.6,19.07,12.68,14.33,15.49,32.0,48.1,27.56,34.59,47.42,-30.0,-8.8,9.07,0.0,0.0,43.0,51.8,22.61,20.81,32.86
736077,2016-04-23,21.0,18026.849609,21.6,19.2,12.87,14.35,15.49,32.0,48.1,27.56,34.49,47.38,-30.0,-8.8,8.74,0.0,0.0,43.0,51.8,22.97,20.89,32.87
736078,2016-04-24,21.0,18026.849609,21.4,19.33,13.06,14.37,15.49,32.0,48.1,27.56,34.38,47.33,-30.0,-8.8,8.42,0.0,0.0,43.0,51.8,23.32,20.97,32.88
736079,2016-04-25,21.0,17990.939453,21.2,19.47,13.23,14.38,15.48,32.0,48.1,27.56,34.28,47.29,-30.0,-8.8,8.1,0.0,0.0,43.0,51.8,23.68,21.04,32.88
736080,2016-04-26,21.0,18043.769531,21.0,19.6,13.41,14.39,15.48,32.0,48.1,27.56,34.17,47.25,-30.0,-8.8,7.78,0.0,0.0,43.0,51.8,24.03,21.12,32.89
736081,2016-04-27,22.0,18084.660156,21.2,19.77,13.61,14.41,15.48,32.0,48.1,27.56,34.07,47.21,-30.0,-8.8,7.46,0.0,0.0,43.0,51.8,24.39,21.2,32.9
736082,2016-04-28,21.0,18035.730469,21.2,19.87,13.77,14.42,15.48,32.0,48.1,27.56,33.96,47.17,-30.0,-8.8,7.13,0.0,0.0,43.0,51.8,24.74,21.28,32.91
736083,2016-04-29,19.0,17814.830078,20.8,19.87,13.9,14.42,15.47,32.0,48.1,27.56,33.86,47.13,-30.0,-8.8,6.81,0.0,0.0,43.0,51.8,25.1,21.36,32.92
736084,2016-04-30,19.0,17814.830078,20.4,19.87,14.03,14.41,15.47,32.0,48.1,27.56,33.88,47.12,-30.0,-8.8,6.49,0.0,0.0,43.0,51.8,25.46,21.44,32.93
736085,2016-05-01,19.0,17814.830078,20.0,19.87,14.16,14.4,15.46,32.0,48.1,27.74,33.9,47.12,-30.0,-8.8,6.17,0.0,0.0,43.0,51.8,25.81,21.52,32.93
736086,2016-05-02,20.0,17912.349609,19.6,19.9,14.3,14.39,15.46,41.0,49.2,28.03,33.97,47.14,-30.0,-8.8,5.84,0.0,0.0,34.0,50.8,26.07,21.56,32.92
736087,2016-05-03,20.0,17870.75,19.4,19.93,14.44,14.39,15.45,41.0,49.2,28.32,34.04,47.16,-30.0,-8.8,5.52,0.0,0.0,34.0,50.8,26.32,21.59,32.9
736088,2016-05-04,19.0,17738.060547,19.4,19.93,14.58,14.39,15.45,41.0,49.2,28.61,34.12,47.18,-30.0,-8.8,5.2,0.0,0.0,34.0,50.8,26.58,21.62,32.88
736089,2016-05-05,19.0,17736.109375,19.4,19.97,14.71,14.38,15.44,41.0,49.2,28.9,34.19,47.19,-30.0,-8.8,4.88,0.0,0.0,34.0,50.8,26.83,21.66,32.87
736090,2016-05-06,19.0,17744.539063,19.4,20.0,14.84,14.38,15.44,41.0,49.2,29.19,34.26,47.21,-30.0,-8.8,4.56,0.0,0.0,34.0,50.8,27.09,21.69,32.85
736091,2016-05-07,19.0,17744.539063,19.2,20.03,14.98,14.37,15.42,41.0,49.2,29.48,34.33,47.23,-30.0,-8.8,4.23,0.0,0.0,34.0,50.8,27.34,21.72,32.84
736092,2016-05-08,19.0,17744.539063,19.0,20.07,15.14,14.37,15.41,41.0,49.2,29.77,34.41,47.25,-30.0,-8.8,3.91,0.0,0.0,34.0,50.8,27.6,21.76,32.82
736093,2016-05-09,19.0,17783.160156,19.0,20.1,15.31,14.37,15.4,41.0,49.2,30.06,34.48,47.27,-30.0,-8.8,3.59,0.0,0.0,34.0,50.8,27.86,21.79,32.8
736094,2016-05-10,20.0,17934.609375,19.2,20.17,15.48,14.38,15.39,41.0,49.2,30.34,34.55,47.29,-30.0,-8.8,3.27,0.0,0.0,34.0,50.8,28.11,21.82,32.79
736095,2016-05-11,20.0,17919.029297,19.4,20.2,15.68,14.41,15.39,41.0,49.2,30.63,34.62,47.31,-30.0,-8.8,2.94,0.0,0.0,34.0,50.8,28.37,21.86,32.77
736096,2016-05-12,19.0,17798.189453,19.4,20.2,15.86,14.42,15.38,41.0,49.2,30.92,34.69,47.33,-30.0,-8.8,2.62,0.0,0.0,34.0,50.8,28.62,21.89,32.75
736097,2016-05-13,19.0,17734.740234,19.4,20.17,16.03,14.44,15.37,41.0,49.2,31.21,34.77,47.35,-30.0,-8.8,2.3,0.0,0.0,34.0,50.8,28.88,21.92,32.74
736098,2016-05-14,19.0,17734.740234,19.4,20.1,16.21,14.46,15.36,41.0,49.2,31.5,34.84,47.37,-30.0,-8.8,1.98,0.0,0.0,34.0,50.8,29.13,21.96,32.72
736099,2016-05-15,19.0,17734.740234,19.2,20.07,16.39,14.47,15.35,41.0,49.2,31.79,34.91,47.39,-30.0,-8.8,1.66,0.0,0.0,34.0,50.8,29.39,21.99,32.7
736100,2016-05-16,19.0,17755.800781,19.0,20.03,16.54,14.47,15.34,41.0,49.2,32.08,34.98,47.41,-30.0,-8.8,1.33,0.0,0.0,34.0,50.8,29.64,22.02,32.69
736101,2016-05-17,18.0,17701.460938,18.8,19.97,16.67,14.46,15.32,41.0,49.2,32.37,35.06,47.42,40.0,6.6,1.86,0.0,0.0,34.0,50.8,29.9,22.06,32.67
736102,2016-05-18,18.0,17636.220703,18.6,19.87,16.78,14.45,15.3,41.0,49.2,32.66,35.13,47.44,40.0,6.6,2.38,0.0,0.0,34.0,50.8,30.16,22.09,32.65
736103,2016-05-19,17.0,17514.160156,18.2,19.7,16.89,14.43,15.28,41.0,49.2,32.94,35.2,47.46,40.0,6.6,2.9,0.0,0.0,34.0,50.8,30.41,22.12,32.64
736104,2016-05-20,17.0,17571.75,17.8,19.53,17.0,14.42,15.27,41.0,49.2,33.23,35.27,47.48,40.0,6.6,3.42,0.0,0.0,34.0,50.8,30.67,22.16,32.62
736105,2016-05-21,17.0,17571.75,17.4,19.37,17.11,14.4,15.25,41.0,49.2,33.52,35.34,47.5,40.0,6.6,3.94,0.0,0.0,34.0,50.8,30.92,22.19,32.61
736106,2016-05-22,17.0,17571.75,17.2,19.23,17.2,14.38,15.23,41.0,49.2,33.81,35.42,47.52,40.0,6.6,4.47,0.0,0.0,34.0,50.8,31.18,22.22,32.59
736107,2016-05-23,17.0,17550.699219,17.0,19.1,17.29,14.37,15.22,41.0,49.2,34.1,35.49,47.54,40.0,6.6,4.99,0.0,0.0,34.0,50.8,31.43,22.26,32.57
736108,2016-05-24,19.0,17742.589844,17.4,19.03,17.41,14.36,15.21,41.0,49.2,34.39,35.56,47.56,40.0,6.6,5.51,0.0,0.0,34.0,50.8,31.69,22.29,32.56
736109,2016-05-25,20.0,17891.710938,18.0,19.0,17.53,14.37,15.2,41.0,49.2,34.68,35.63,47.58,40.0,6.6,6.03,0.0,0.0,34.0,50.8,31.94,22.32,32.54
