Date,Open,High,Low,Close,Adj Close,Volume
1990-07-31,34.099998,34.099998,34.099998,34.099998,16.871979,0
1990-08-01,34.040001,34.040001,34.040001,34.040001,16.842285,0
1990-08-02,33.660000,33.660000,33.660000,33.660000,16.654266,0
1990-08-03,33.029999,33.029999,33.029999,33.029999,16.342562,0
1990-08-06,32.060001,32.060001,32.060001,32.060001,15.862638,0
1990-08-07,32.110001,32.110001,32.110001,32.110001,15.887366,0
1990-08-08,32.450001,32.450001,32.450001,32.450001,16.055584,0
1990-08-09,32.610001,32.610001,32.610001,32.610001,16.134752,0
1990-08-10,32.200001,32.200001,32.200001,32.200001,15.931901,0
1990-08-13,32.520000,32.520000,32.520000,32.520000,16.090227,0
1990-08-14,32.580002,32.580002,32.580002,32.580002,16.119919,0
1990-08-15,32.650002,32.650002,32.650002,32.650002,16.154545,0
1990-08-16,31.920000,31.920000,31.920000,31.920000,15.793359,0
1990-08-17,31.480000,31.480000,31.480000,31.480000,15.575659,0
1990-08-20,31.549999,31.549999,31.549999,31.549999,15.610293,0
1990-08-21,30.920000,30.920000,30.920000,30.920000,15.298582,0
1990-08-22,30.420000,30.420000,30.420000,30.420000,15.051188,0
1990-08-23,29.510000,29.510000,29.510000,29.510000,14.600939,0
1990-08-24,29.930000,29.930000,29.930000,29.930000,14.808742,0
1990-08-27,30.900000,30.900000,30.900000,30.900000,15.288676,0
1990-08-28,30.900000,30.900000,30.900000,30.900000,15.288676,0
1990-08-29,31.170000,31.170000,31.170000,31.170000,15.422274,0
1990-08-30,30.650000,30.650000,30.650000,30.650000,15.164982,0
1990-08-31,31.020000,31.020000,31.020000,31.020000,15.348056,0
1990-09-04,31.080000,31.080000,31.080000,31.080000,15.377739,0
1990-09-05,31.209999,31.209999,31.209999,31.209999,15.442062,0
1990-09-06,30.830000,30.830000,30.830000,30.830000,15.254050,0
1990-09-07,31.110001,31.110001,31.110001,31.110001,15.392591,0
1990-09-10,30.959999,30.959999,30.959999,30.959999,15.318369,0
1990-09-11,30.910000,30.910000,30.910000,30.910000,15.293627,0
1990-09-12,31.059999,31.059999,31.059999,31.059999,15.367846,0
1990-09-13,30.680000,30.680000,30.680000,30.680000,15.179833,0
1990-09-14,30.500000,30.500000,30.500000,30.500000,15.090765,0
1990-09-17,30.600000,30.600000,30.600000,30.600000,15.140253,0
1990-09-18,30.690001,30.690001,30.690001,30.690001,15.184779,0
1990-09-19,30.500000,30.500000,30.500000,30.500000,15.090765,0
1990-09-20,30.020000,30.020000,30.020000,30.020000,14.853271,0
1990-09-21,30.000000,30.000000,30.000000,30.000000,14.843384,0
1990-09-24,29.370001,29.370001,29.370001,29.370001,14.531674,0
1990-09-25,29.730000,29.730000,29.730000,29.730000,14.709793,0
1990-09-26,29.420000,29.420000,29.420000,29.420000,14.556406,0
1990-09-27,29.030001,29.030001,29.030001,29.030001,14.363441,0
1990-09-28,29.520000,29.520000,29.520000,29.520000,14.605882,0
1990-10-01,30.379999,30.379999,30.379999,30.379999,15.031397,0
1990-10-02,30.410000,30.410000,30.410000,30.410000,15.046243,0
1990-10-03,30.059999,30.059999,30.059999,30.059999,14.873061,0
1990-10-04,30.190001,30.190001,30.190001,30.190001,14.937388,0
1990-10-05,30.070000,30.070000,30.070000,30.070000,14.878011,0
1990-10-08,30.260000,30.260000,30.260000,30.260000,14.972014,0
1990-10-09,29.459999,29.459999,29.459999,29.459999,14.576191,0
1990-10-10,29.010000,29.010000,29.010000,29.010000,14.353556,0
1990-10-11,28.530001,28.530001,28.530001,28.530001,14.116055,0
1990-10-12,28.969999,28.969999,28.969999,28.969999,14.333766,0
1990-10-15,29.290001,29.290001,29.290001,29.290001,14.492094,0
1990-10-16,28.870001,28.870001,28.870001,28.870001,14.284274,0
1990-10-17,28.860001,28.860001,28.860001,28.860001,14.279330,0
1990-10-18,29.530001,29.530001,29.530001,29.530001,14.610837,0
1990-10-19,30.180000,30.180000,30.180000,30.180000,14.932440,0
1990-10-22,30.400000,30.400000,30.400000,30.400000,15.041288,0
1990-10-23,30.170000,30.170000,30.170000,30.170000,14.927494,0
1990-10-24,30.190001,30.190001,30.190001,30.190001,14.937388,0
1990-10-25,29.959999,29.959999,29.959999,29.959999,14.823590,0
1990-10-26,29.440001,29.440001,29.440001,29.440001,14.566306,0
1990-10-29,29.180000,29.180000,29.180000,29.180000,14.437664,0
1990-10-30,29.400000,29.400000,29.400000,29.400000,14.546511,0
1990-10-31,29.389999,29.389999,29.389999,29.389999,14.541566,0
1990-11-01,29.389999,29.389999,29.389999,29.389999,14.541566,0
1990-11-02,30.150000,30.150000,30.150000,30.150000,14.917592,0
1990-11-05,30.459999,30.459999,30.459999,30.459999,15.070985,0
1990-11-06,30.180000,30.180000,30.180000,30.180000,14.932440,0
1990-11-07,29.639999,29.639999,29.639999,29.639999,14.665256,0
1990-11-08,29.809999,29.809999,29.809999,29.809999,14.749371,0
1990-11-09,30.410000,30.410000,30.410000,30.410000,15.046243,0
1990-11-12,30.969999,30.969999,30.969999,30.969999,15.323318,0
1990-11-13,30.799999,30.799999,30.799999,30.799999,15.239207,0
1990-11-14,31.059999,31.059999,31.059999,31.059999,15.367846,0
1990-11-15,30.740000,30.740000,30.740000,30.740000,15.209514,0
1990-11-16,30.760000,30.760000,30.760000,30.760000,15.219406,0
1990-11-19,30.969999,30.969999,30.969999,30.969999,15.323318,0
1990-11-20,30.590000,30.590000,30.590000,30.590000,15.135298,0
1990-11-21,30.660000,30.660000,30.660000,30.660000,15.169934,0
1990-11-23,30.570000,30.570000,30.570000,30.570000,15.125403,0
1990-11-26,30.719999,30.719999,30.719999,30.719999,15.199624,0
1990-11-27,30.879999,30.879999,30.879999,30.879999,15.278790,0
1990-11-28,30.870001,30.870001,30.870001,30.870001,15.273845,0
1990-11-29,30.719999,30.719999,30.719999,30.719999,15.199624,0
1990-11-30,31.280001,31.280001,31.280001,31.280001,15.476698,0
1990-12-03,31.480000,31.480000,31.480000,31.480000,15.575659,0
1990-12-04,31.709999,31.709999,31.709999,31.709999,15.689455,0
1990-12-05,32.049999,32.049999,32.049999,32.049999,15.857683,0
1990-12-06,31.969999,31.969999,31.969999,31.969999,15.818094,0
1990-12-07,31.850000,31.850000,31.850000,31.850000,15.758717,0
1990-12-10,31.959999,31.959999,31.959999,31.959999,15.813145,0
1990-12-11,31.740000,31.740000,31.740000,31.740000,15.704306,0
1990-12-12,32.099998,32.099998,32.099998,32.099998,15.882415,0
1990-12-13,32.020000,32.020000,32.020000,32.020000,15.842834,0
1990-12-14,31.780001,31.780001,31.780001,31.780001,15.724092,0
1990-12-17,31.700001,31.700001,31.700001,31.700001,15.684507,0
1990-12-18,32.090000,32.090000,32.090000,32.090000,15.877476,0
1990-12-19,32.110001,32.110001,32.110001,32.110001,15.887366,0
1990-12-20,32.099998,32.099998,32.099998,32.099998,15.882415,0
1990-12-21,32.259998,32.259998,32.259998,32.259998,15.961583,0
1990-12-24,32.099998,32.099998,32.099998,32.099998,15.882415,0
1990-12-26,32.200001,32.200001,32.200001,32.200001,15.931901,0
1990-12-27,31.430000,31.430000,31.430000,31.430000,15.806169,0
1990-12-28,31.480000,31.480000,31.480000,31.480000,15.831316,0
1990-12-31,31.620001,31.620001,31.620001,31.620001,15.901734,0
1991-01-02,31.260000,31.260000,31.260000,31.260000,15.720674,0
1991-01-03,30.830000,30.830000,30.830000,30.830000,15.504435,0
1991-01-04,30.770000,30.770000,30.770000,30.770000,15.474262,0
1991-01-07,30.240000,30.240000,30.240000,30.240000,15.207717,0
1991-01-08,30.190001,30.190001,30.190001,30.190001,15.182570,0
1991-01-09,29.860001,29.860001,29.860001,29.860001,15.016614,0
1991-01-10,30.150000,30.150000,30.150000,30.150000,15.162457,0
1991-01-11,30.209999,30.209999,30.209999,30.209999,15.192630,0
1991-01-14,29.959999,29.959999,29.959999,29.959999,15.066904,0
1991-01-15,30.070000,30.070000,30.070000,30.070000,15.122224,0
1991-01-16,30.309999,30.309999,30.309999,30.309999,15.242917,0
1991-01-17,31.450001,31.450001,31.450001,31.450001,15.816234,0
1991-01-18,31.850000,31.850000,31.850000,31.850000,16.017382,0
1991-01-21,31.740000,31.740000,31.740000,31.740000,15.962075,0
1991-01-22,31.480000,31.480000,31.480000,31.480000,15.831316,0
1991-01-23,31.660000,31.660000,31.660000,31.660000,15.921832,0
1991-01-24,32.110001,32.110001,32.110001,32.110001,16.148138,0
1991-01-25,32.230000,32.230000,32.230000,32.230000,16.208492,0
1991-01-28,32.230000,32.230000,32.230000,32.230000,16.208492,0
1991-01-29,32.220001,32.220001,32.220001,32.220001,16.203466,0
1991-01-30,32.709999,32.709999,32.709999,32.709999,16.449875,0
1991-01-31,33.000000,33.000000,33.000000,33.000000,16.595720,0
1991-02-01,32.910000,32.910000,32.910000,32.910000,16.550455,0
1991-02-04,33.439999,33.439999,33.439999,33.439999,16.817001,0
1991-02-05,33.750000,33.750000,33.750000,33.750000,16.972904,0
1991-02-06,34.400002,34.400002,34.400002,34.400002,17.299789,0
1991-02-07,34.259998,34.259998,34.259998,34.259998,17.229372,0
1991-02-08,34.540001,34.540001,34.540001,34.540001,17.370190,0
1991-02-11,35.439999,35.439999,35.439999,35.439999,17.822800,0
1991-02-12,35.150002,35.150002,35.150002,35.150002,17.676962,0
1991-02-13,35.490002,35.490002,35.490002,35.490002,17.847942,0
1991-02-14,35.029999,35.029999,35.029999,35.029999,17.616619,0
1991-02-15,35.500000,35.500000,35.500000,35.500000,17.852980,0
1991-02-19,35.540001,35.540001,35.540001,35.540001,17.873083,0
1991-02-20,35.130001,35.130001,35.130001,35.130001,17.666899,0
1991-02-21,35.110001,35.110001,35.110001,35.110001,17.656843,0
1991-02-22,35.189999,35.189999,35.189999,35.189999,17.697083,0
1991-02-25,35.360001,35.360001,35.360001,35.360001,17.782574,0
1991-02-26,34.930000,34.930000,34.930000,34.930000,17.566326,0
1991-02-27,35.410000,35.410000,35.410000,35.410000,17.807720,0
1991-02-28,35.349998,35.349998,35.349998,35.349998,17.777546,0
1991-03-01,35.680000,35.680000,35.680000,35.680000,17.943497,0
1991-03-04,35.580002,35.580002,35.580002,35.580002,17.893208,0
1991-03-05,36.299999,36.299999,36.299999,36.299999,18.255299,0
1991-03-06,36.240002,36.240002,36.240002,36.240002,18.225119,0
1991-03-07,36.220001,36.220001,36.220001,36.220001,18.215067,0
1991-03-08,36.139999,36.139999,36.139999,36.139999,18.174835,0
1991-03-11,35.959999,35.959999,35.959999,35.959999,18.084320,0
1991-03-12,35.669998,35.669998,35.669998,35.669998,17.938469,0
1991-03-13,36.110001,36.110001,36.110001,36.110001,18.159746,0
1991-03-14,36.009998,36.009998,36.009998,36.009998,18.109451,0
1991-03-15,36.020000,36.020000,36.020000,36.020000,18.114483,0
1991-03-18,35.880001,35.880001,35.880001,35.880001,18.044081,0
1991-03-19,35.349998,35.349998,35.349998,35.349998,17.777546,0
1991-03-20,35.480000,35.480000,35.480000,35.480000,17.842920,0
1991-03-21,35.349998,35.349998,35.349998,35.349998,17.777546,0
1991-03-22,35.450001,35.450001,35.450001,35.450001,17.827831,0
1991-03-25,35.680000,35.680000,35.680000,35.680000,17.943497,0
1991-03-26,36.310001,36.310001,36.310001,36.310001,18.260323,0
1991-03-27,36.029999,36.029999,36.029999,36.029999,18.209787,0
1991-03-28,36.009998,36.009998,36.009998,36.009998,18.199673,0
1991-04-01,35.639999,35.639999,35.639999,35.639999,18.012669,0
1991-04-02,36.430000,36.430000,36.430000,36.430000,18.411945,0
1991-04-03,36.380001,36.380001,36.380001,36.380001,18.386683,0
1991-04-04,36.480000,36.480000,36.480000,36.480000,18.437212,0
1991-04-05,36.060001,36.060001,36.060001,36.060001,18.224947,0
1991-04-08,36.369999,36.369999,36.369999,36.369999,18.381611,0
1991-04-09,35.889999,35.889999,35.889999,35.889999,18.139023,0
1991-04-10,35.849998,35.849998,35.849998,35.849998,18.118807,0
1991-04-11,36.279999,36.279999,36.279999,36.279999,18.336147,0
1991-04-12,36.540001,36.540001,36.540001,36.540001,18.467546,0
1991-04-15,36.619999,36.619999,36.619999,36.619999,18.507973,0
1991-04-16,37.250000,37.250000,37.250000,37.250000,18.826384,0
1991-04-17,37.520000,37.520000,37.520000,37.520000,18.962835,0
1991-04-18,37.330002,37.330002,37.330002,37.330002,18.866817,0
1991-04-19,36.919998,36.919998,36.919998,36.919998,18.659590,0
1991-04-22,36.610001,36.610001,36.610001,36.610001,18.502914,0
1991-04-23,36.680000,36.680000,36.680000,36.680000,18.538296,0
1991-04-24,36.779999,36.779999,36.779999,36.779999,18.588846,0
1991-04-25,36.450001,36.450001,36.450001,36.450001,18.422047,0
1991-04-26,36.430000,36.430000,36.430000,36.430000,18.411945,0
1991-04-29,35.919998,35.919998,35.919998,35.919998,18.154196,0
1991-04-30,36.090000,36.090000,36.090000,36.090000,18.240112,0
1991-05-01,36.570000,36.570000,36.570000,36.570000,18.482708,0
1991-05-02,36.590000,36.590000,36.590000,36.590000,18.492811,0
1991-05-03,36.619999,36.619999,36.619999,36.619999,18.507973,0
1991-05-06,36.580002,36.580002,36.580002,36.580002,18.487753,0
1991-05-07,36.330002,36.330002,36.330002,36.330002,18.361406,0
1991-05-08,36.450001,36.450001,36.450001,36.450001,18.422047,0
1991-05-09,36.919998,36.919998,36.919998,36.919998,18.659590,0
1991-05-10,36.209999,36.209999,36.209999,36.209999,18.300749,0
1991-05-13,36.310001,36.310001,36.310001,36.310001,18.351307,0
1991-05-14,35.820000,35.820000,35.820000,35.820000,18.103655,0
1991-05-15,35.529999,35.529999,35.529999,35.529999,17.957077,0
1991-05-16,35.889999,35.889999,35.889999,35.889999,18.139023,0
1991-05-17,35.919998,35.919998,35.919998,35.919998,18.154196,0
1991-05-20,35.919998,35.919998,35.919998,35.919998,18.154196,0
1991-05-21,36.220001,36.220001,36.220001,36.220001,18.305817,0
1991-05-22,36.299999,36.299999,36.299999,36.299999,18.346249,0
1991-05-23,36.180000,36.180000,36.180000,36.180000,18.285597,0
1991-05-24,36.439999,36.439999,36.439999,36.439999,18.416996,0
1991-05-28,36.869999,36.869999,36.869999,36.869999,18.634329,0
1991-05-29,36.959999,36.959999,36.959999,36.959999,18.679815,0
1991-05-30,37.360001,37.360001,37.360001,37.360001,18.881977,0
1991-05-31,37.639999,37.639999,37.639999,37.639999,19.023493,0
1991-06-03,37.490002,37.490002,37.490002,37.490002,18.947672,0
1991-06-04,37.459999,37.459999,37.459999,37.459999,18.932518,0
1991-06-05,37.200001,37.200001,37.200001,37.200001,18.801119,0
1991-06-06,37.060001,37.060001,37.060001,37.060001,18.730349,0
1991-06-07,36.660000,36.660000,36.660000,36.660000,18.528194,0
1991-06-10,36.590000,36.590000,36.590000,36.590000,18.492811,0
1991-06-11,36.830002,36.830002,36.830002,36.830002,18.614107,0
1991-06-12,36.410000,36.410000,36.410000,36.410000,18.401834,0
1991-06-13,36.509998,36.509998,36.509998,36.509998,18.452379,0
1991-06-14,36.959999,36.959999,36.959999,36.959999,18.679815,0
1991-06-17,36.750000,36.750000,36.750000,36.750000,18.573673,0
1991-06-18,36.610001,36.610001,36.610001,36.610001,18.502914,0
1991-06-19,36.270000,36.270000,36.270000,36.270000,18.331081,0
1991-06-20,36.299999,36.299999,36.299999,36.299999,18.346249,0
1991-06-21,36.520000,36.520000,36.520000,36.520000,18.457438,0
1991-06-24,35.889999,35.889999,35.889999,35.889999,18.139023,0
1991-06-25,35.860001,35.860001,35.860001,35.860001,18.123861,0
1991-06-26,35.950001,35.950001,35.950001,35.950001,18.169353,0
1991-06-27,36.040001,36.040001,36.040001,36.040001,18.306499,0
1991-06-28,35.740002,35.740002,35.740002,35.740002,18.154112,0
1991-07-01,36.389999,36.389999,36.389999,36.389999,18.484280,0
1991-07-02,36.349998,36.349998,36.349998,36.349998,18.463972,0
1991-07-03,35.959999,35.959999,35.959999,35.959999,18.265873,0
1991-07-05,36.040001,36.040001,36.040001,36.040001,18.306499,0
1991-07-08,36.410000,36.410000,36.410000,36.410000,18.494434,0
1991-07-09,36.240002,36.240002,36.240002,36.240002,18.408077,0
1991-07-10,36.200001,36.200001,36.200001,36.200001,18.387779,0
1991-07-11,36.320000,36.320000,36.320000,36.320000,18.448729,0
1991-07-12,36.639999,36.639999,36.639999,36.639999,18.611265,0
1991-07-15,36.849998,36.849998,36.849998,36.849998,18.717937,0
1991-07-16,36.770000,36.770000,36.770000,36.770000,18.677313,0
1991-07-17,36.740002,36.740002,36.740002,36.740002,18.662066,0
1991-07-18,37.139999,37.139999,37.139999,37.139999,18.865246,0
1991-07-19,37.029999,37.029999,37.029999,37.029999,18.809374,0
1991-07-22,36.910000,36.910000,36.910000,36.910000,18.748419,0
1991-07-23,36.570000,36.570000,36.570000,36.570000,18.575718,0
1991-07-24,36.500000,36.500000,36.500000,36.500000,18.540155,0
1991-07-25,36.730000,36.730000,36.730000,36.730000,18.656984,0
1991-07-26,36.720001,36.720001,36.720001,36.720001,18.651905,0
1991-07-29,36.939999,36.939999,36.939999,36.939999,18.763647,0
1991-07-30,37.290001,37.290001,37.290001,37.290001,18.941439,0
1991-07-31,37.400002,37.400002,37.400002,37.400002,18.997320,0
1991-08-01,37.340000,37.340000,37.340000,37.340000,18.966825,0
1991-08-02,37.349998,37.349998,37.349998,37.349998,18.971905,0
1991-08-05,37.160000,37.160000,37.160000,37.160000,18.875401,0
1991-08-06,37.709999,37.709999,37.709999,37.709999,19.154781,0
1991-08-07,37.720001,37.720001,37.720001,37.720001,19.159855,0
1991-08-08,37.610001,37.610001,37.610001,37.610001,19.103970,0
1991-08-09,37.410000,37.410000,37.410000,37.410000,19.002394,0
1991-08-12,37.500000,37.500000,37.500000,37.500000,19.048100,0
1991-08-13,37.660000,37.660000,37.660000,37.660000,19.129379,0
1991-08-14,37.689999,37.689999,37.689999,37.689999,19.144615,0
1991-08-15,37.639999,37.639999,37.639999,37.639999,19.119221,0
1991-08-16,37.290001,37.290001,37.290001,37.290001,18.941439,0
1991-08-19,36.419998,36.419998,36.419998,36.419998,18.499512,0
1991-08-20,36.700001,36.700001,36.700001,36.700001,18.641748,0
1991-08-21,37.770000,37.770000,37.770000,37.770000,19.185259,0
1991-08-22,37.849998,37.849998,37.849998,37.849998,19.225891,0
1991-08-23,38.119999,38.119999,38.119999,38.119999,19.363031,0
1991-08-26,38.099998,38.099998,38.099998,38.099998,19.352863,0
1991-08-27,38.040001,38.040001,38.040001,38.040001,19.322393,0
1991-08-28,38.389999,38.389999,38.389999,38.389999,19.500181,0
1991-08-29,38.369999,38.369999,38.369999,38.369999,19.490025,0
1991-08-30,38.279999,38.279999,38.279999,38.279999,19.444304,0
1991-09-03,37.970001,37.970001,37.970001,37.970001,19.286839,0
1991-09-04,37.770000,37.770000,37.770000,37.770000,19.185259,0
