Date,Open,High,Low,Close,Adj Close,Volume
2019-09-17,46.000000,46.000000,46.000000,46.000000,45.723408,0
2019-09-18,45.950001,45.950001,45.950001,45.950001,45.673710,0
2019-09-19,46.099998,46.099998,46.099998,46.099998,45.822807,0
2019-09-20,45.750000,45.750000,45.750000,45.750000,45.474911,0
2019-09-23,45.580002,45.580002,45.580002,45.580002,45.305935,0
2019-09-24,44.980000,44.980000,44.980000,44.980000,44.709541,0
2019-09-25,45.330002,45.330002,45.330002,45.330002,45.057438,0
2019-09-26,45.119999,45.119999,45.119999,45.119999,44.848698,0
2019-09-27,44.500000,44.500000,44.500000,44.500000,44.232430,0
2019-09-30,44.790001,44.790001,44.790001,44.790001,44.520683,0
2019-10-01,44.270000,44.270000,44.270000,44.270000,44.003811,0
2019-10-02,43.570000,43.570000,43.570000,43.570000,43.308018,0
2019-10-03,44.090000,44.090000,44.090000,44.090000,43.824894,0
2019-10-04,44.689999,44.689999,44.689999,44.689999,44.421284,0
2019-10-07,44.480000,44.480000,44.480000,44.480000,44.212547,0
2019-10-08,43.709999,43.709999,43.709999,43.709999,43.447178,0
2019-10-09,44.220001,44.220001,44.220001,44.220001,43.954113,0
2019-10-10,44.419998,44.419998,44.419998,44.419998,44.152908,0
2019-10-11,44.930000,44.930000,44.930000,44.930000,44.659843,0
2019-10-14,44.869999,44.869999,44.869999,44.869999,44.600201,0
2019-10-15,45.509998,45.509998,45.509998,45.509998,45.236355,0
2019-10-16,45.310001,45.310001,45.310001,45.310001,45.037560,0
2019-10-17,45.380001,45.380001,45.380001,45.380001,45.107136,0
2019-10-18,44.779999,44.779999,44.779999,44.779999,44.510742,0
2019-10-21,45.020000,45.020000,45.020000,45.020000,44.749302,0
2019-10-22,44.410000,44.410000,44.410000,44.410000,44.142967,0
2019-10-23,44.570000,44.570000,44.570000,44.570000,44.302006,0
2019-10-24,45.070000,45.070000,45.070000,45.070000,44.799000,0
2019-10-25,45.160000,45.160000,45.160000,45.160000,44.888458,0
2019-10-28,45.570000,45.570000,45.570000,45.570000,45.295994,0
2019-10-29,45.520000,45.520000,45.520000,45.520000,45.246296,0
2019-10-30,45.830002,45.830002,45.830002,45.830002,45.554432,0
2019-10-31,45.650002,45.650002,45.650002,45.650002,45.375515,0
2019-11-01,46.029999,46.029999,46.029999,46.029999,45.753227,0
2019-11-04,46.090000,46.090000,46.090000,46.090000,45.812866,0
2019-11-05,45.900002,45.900002,45.900002,45.900002,45.624012,0
2019-11-06,45.880001,45.880001,45.880001,45.880001,45.604130,0
2019-11-07,46.029999,46.029999,46.029999,46.029999,45.753227,0
2019-11-08,46.150002,46.150002,46.150002,46.150002,45.872509,0
2019-11-11,46.139999,46.139999,46.139999,46.139999,45.862568,0
2019-11-12,46.330002,46.330002,46.330002,46.330002,46.051426,0
2019-11-13,46.250000,46.250000,46.250000,46.250000,45.971905,0
2019-11-14,46.430000,46.430000,46.430000,46.430000,46.150822,0
2019-11-15,46.880001,46.880001,46.880001,46.880001,46.598118,0
2019-11-18,46.959999,46.959999,46.959999,46.959999,46.677635,0
2019-11-19,47.230000,47.230000,47.230000,47.230000,46.946011,0
2019-11-20,47.110001,47.110001,47.110001,47.110001,46.826736,0
2019-11-21,47.000000,47.000000,47.000000,47.000000,46.717396,0
2019-11-22,47.110001,47.110001,47.110001,47.110001,46.826736,0
2019-11-25,47.689999,47.689999,47.689999,47.689999,47.403244,0
2019-11-26,47.820000,47.820000,47.820000,47.820000,47.532463,0
2019-11-27,48.110001,48.110001,48.110001,48.110001,47.820721,0
2019-11-29,47.919998,47.919998,47.919998,47.919998,47.631863,0
2019-12-02,47.320000,47.320000,47.320000,47.320000,47.035473,0
2019-12-03,47.099998,47.099998,47.099998,47.099998,46.816792,0
2019-12-04,47.139999,47.139999,47.139999,47.139999,46.856552,0
2019-12-05,47.209999,47.209999,47.209999,47.209999,46.926132,0
2019-12-06,47.599998,47.599998,47.599998,47.599998,47.313786,0
2019-12-09,47.349998,47.349998,47.349998,47.349998,47.065289,0
2019-12-10,47.230000,47.230000,47.230000,47.230000,46.946011,0
2019-12-11,47.480000,47.480000,47.480000,47.480000,47.194508,0
2019-12-12,47.689999,47.689999,47.689999,47.689999,47.403244,0
2019-12-13,47.830002,47.830002,47.830002,47.830002,47.542408,0
2019-12-16,48.200001,48.200001,48.200001,48.200001,47.910183,0
2019-12-17,48.230000,48.230000,48.230000,48.230000,47.939999,0
2019-12-18,48.070000,48.070000,48.070000,48.070000,48.070000,0
2019-12-19,48.389999,48.389999,48.389999,48.389999,48.389999,0
2019-12-20,48.619999,48.619999,48.619999,48.619999,48.619999,0
2019-12-23,48.700001,48.700001,48.700001,48.700001,48.700001,0
2019-12-24,48.650002,48.650002,48.650002,48.650002,48.650002,0
2019-12-26,49.070000,49.070000,49.070000,49.070000,49.070000,0
2019-12-27,49.099998,49.099998,49.099998,49.099998,49.099998,0
2019-12-30,48.650002,48.650002,48.650002,48.650002,48.650002,0
2019-12-31,48.680000,48.680000,48.680000,48.680000,48.680000,0
2020-01-02,49.520000,49.520000,49.520000,49.520000,49.520000,0
2020-01-03,49.150002,49.150002,49.150002,49.150002,49.150002,0
2020-01-06,49.560001,49.560001,49.560001,49.560001,49.560001,0
2020-01-07,49.560001,49.560001,49.560001,49.560001,49.560001,0
2020-01-08,49.930000,49.930000,49.930000,49.930000,49.930000,0
2020-01-09,50.340000,50.340000,50.340000,50.340000,50.340000,0
2020-01-10,50.310001,50.310001,50.310001,50.310001,50.310001,0
2020-01-13,50.720001,50.720001,50.720001,50.720001,50.720001,0
2020-01-14,50.450001,50.450001,50.450001,50.450001,50.450001,0
2020-01-15,50.630001,50.630001,50.630001,50.630001,50.630001,0
2020-01-16,51.110001,51.110001,51.110001,51.110001,51.110001,0
2020-01-17,51.349998,51.349998,51.349998,51.349998,51.349998,0
2020-01-21,51.200001,51.200001,51.200001,51.200001,51.200001,0
2020-01-22,51.230000,51.230000,51.230000,51.230000,51.230000,0
2020-01-23,51.290001,51.290001,51.290001,51.290001,51.290001,0
2020-01-24,50.730000,50.730000,50.730000,50.730000,50.730000,0
2020-01-27,49.740002,49.740002,49.740002,49.740002,49.740002,0
2020-01-28,50.439999,50.439999,50.439999,50.439999,50.439999,0
2020-01-29,50.560001,50.560001,50.560001,50.560001,50.560001,0
2020-01-30,50.610001,50.610001,50.610001,50.610001,50.610001,0
2020-01-31,49.869999,49.869999,49.869999,49.869999,49.869999,0
2020-02-03,50.570000,50.570000,50.570000,50.570000,50.570000,0
2020-02-04,51.599998,51.599998,51.599998,51.599998,51.599998,0
2020-02-05,51.680000,51.680000,51.680000,51.680000,51.680000,0
2020-02-06,51.830002,51.830002,51.830002,51.830002,51.830002,0
2020-02-07,51.610001,51.610001,51.610001,51.610001,51.610001,0
2020-02-10,52.250000,52.250000,52.250000,52.250000,52.250000,0
2020-02-11,52.270000,52.270000,52.270000,52.270000,52.270000,0
2020-02-12,52.820000,52.820000,52.820000,52.820000,52.820000,0
2020-02-13,52.820000,52.820000,52.820000,52.820000,52.820000,0
2020-02-14,53.080002,53.080002,53.080002,53.080002,53.080002,0
2020-02-18,53.220001,53.220001,53.220001,53.220001,53.220001,0
2020-02-19,53.560001,53.560001,53.560001,53.560001,53.560001,0
2020-02-20,53.080002,53.080002,53.080002,53.080002,53.080002,0
2020-02-21,52.130001,52.130001,52.130001,52.130001,52.130001,0
2020-02-24,50.060001,50.060001,50.060001,50.060001,50.060001,0
2020-02-25,48.619999,48.619999,48.619999,48.619999,48.619999,0
2020-02-26,48.669998,48.669998,48.669998,48.669998,48.669998,0
2020-02-27,46.720001,46.720001,46.720001,46.720001,46.720001,0
2020-02-28,46.840000,46.840000,46.840000,46.840000,46.840000,0
2020-03-02,48.740002,48.740002,48.740002,48.740002,48.740002,0
2020-03-03,47.220001,47.220001,47.220001,47.220001,47.220001,0
2020-03-04,49.189999,49.189999,49.189999,49.189999,49.189999,0
2020-03-05,47.570000,47.570000,47.570000,47.570000,47.570000,0
2020-03-06,46.680000,46.680000,46.680000,46.680000,46.680000,0
2020-03-09,43.590000,43.590000,43.590000,43.590000,43.590000,0
2020-03-10,45.970001,45.970001,45.970001,45.970001,45.970001,0
2020-03-11,43.840000,43.840000,43.840000,43.840000,43.840000,0
2020-03-12,39.900002,39.900002,39.900002,39.900002,39.900002,0
2020-03-13,43.299999,43.299999,43.299999,43.299999,43.299999,0
2020-03-16,38.029999,38.029999,38.029999,38.029999,38.029999,0
2020-03-17,39.990002,39.990002,39.990002,39.990002,39.990002,0
2020-03-18,38.240002,38.240002,38.240002,38.240002,38.240002,0
2020-03-19,38.900002,38.900002,38.900002,38.900002,38.900002,0
2020-03-20,37.720001,37.720001,37.720001,37.720001,37.720001,0
2020-03-23,37.110001,37.110001,37.110001,37.110001,37.110001,0
2020-03-24,40.450001,40.450001,40.450001,40.450001,40.450001,0
2020-03-25,40.680000,40.680000,40.680000,40.680000,40.680000,0
2020-03-26,42.849998,42.849998,42.849998,42.849998,42.849998,0
2020-03-27,41.189999,41.189999,41.189999,41.189999,41.189999,0
2020-03-30,42.639999,42.639999,42.639999,42.639999,42.639999,0
2020-03-31,42.310001,42.310001,42.310001,42.310001,42.310001,0
2020-04-01,40.360001,40.360001,40.360001,40.360001,40.360001,0
2020-04-02,40.880001,40.880001,40.880001,40.880001,40.880001,0
2020-04-03,40.119999,40.119999,40.119999,40.119999,40.119999,0
2020-04-06,43.290001,43.290001,43.290001,43.290001,43.290001,0
2020-04-07,43.139999,43.139999,43.139999,43.139999,43.139999,0
2020-04-08,44.450001,44.450001,44.450001,44.450001,44.450001,0
