Day,Date,ISM Manufacturing,GDP q/q,S&P500,S&P500 y/y,S&P500 m/m,GDP q/q norm,S&P500 norm,S&P500 m/m norm,S&P500 m/m norm_1
7488,1968-09-30,51.8,0.031,102.67,6.16%,3.85%,,,,
7489,1968-10-01,55.8,0.031,103.41,10.13%,0.72%,,,,
7519,1968-10-31,55.8,0.031,103.41,10.13%,0.72%,,,,
7520,1968-11-01,58.1,0.031,108.37,15.29%,4.80%,,,,
7549,1968-11-30,58.1,0.031,108.37,15.29%,4.80%,,,,
7550,1968-12-01,56.1,0.031,103.86,7.66%,-4.16%,,,,
7580,1968-12-31,56.1,0.016,103.86,7.66%,-4.16%,,,,
7581,1969-01-01,54.9,0.016,103.01,11.68%,-0.82%,,,,
7611,1969-01-31,54.9,0.016,103.01,11.68%,-0.82%,,,,
7612,1969-02-01,57.0,0.016,98.13,9.81%,-4.74%,,,,
7639,1969-02-28,57.0,0.016,98.13,9.81%,-4.74%,,,,
7640,1969-03-01,57.1,0.016,101.51,12.54%,3.44%,,,,
7670,1969-03-31,57.1,0.064,101.51,12.54%,3.44%,,,,
7671,1969-04-01,55.2,0.064,103.69,6.25%,2.15%,,,,
7700,1969-04-30,55.2,0.064,103.69,6.25%,2.15%,,,,
7701,1969-05-01,56.7,0.064,103.46,4.84%,-0.22%,,,,
7731,1969-05-31,56.7,0.064,103.46,4.84%,-0.22%,,,,
7732,1969-06-01,55.5,0.064,97.71,-1.88%,-5.56%,,,,
7761,1969-06-30,55.5,0.012,97.71,-1.88%,-5.56%,,,,
7762,1969-07-01,53.1,0.012,91.83,-6.05%,-6.02%,,,,
7792,1969-07-31,53.1,0.012,91.83,-6.05%,-6.02%,,,,
7793,1969-08-01,54.8,0.012,95.51,-3.39%,4.01%,,,,
7823,1969-08-31,54.8,0.012,95.51,-3.39%,4.01%,,,,
7824,1969-09-01,54.1,0.012,93.12,-9.30%,-2.50%,,,,
7853,1969-09-30,54.1,0.027,93.12,-9.30%,-2.50%,,,,
7854,1969-10-01,54.6,0.027,97.24,-5.97%,4.42%,,,,
7884,1969-10-31,54.6,0.027,97.24,-5.97%,4.42%,,,,
7885,1969-11-01,53.2,0.027,93.81,-13.44%,-3.53%,,,,
7914,1969-11-30,53.2,0.027,93.81,-13.44%,-3.53%,,,,
7915,1969-12-01,52.0,0.027,92.06,-11.36%,-1.87%,,,,
7945,1969-12-31,52.0,-0.019,92.06,-11.36%,-1.87%,,,,
7946,1970-01-01,48.7,-0.019,85.02,-17.46%,-7.65%,,,,
7976,1970-01-31,48.7,-0.019,85.02,-17.46%,-7.65%,,,,
7977,1970-02-01,47.4,-0.019,89.5,-8.79%,5.27%,,,,
8004,1970-02-28,47.4,-0.019,89.5,-8.79%,5.27%,,,,
8005,1970-03-01,46.9,-0.019,89.63,-11.70%,0.15%,,,,
8035,1970-03-31,46.9,-0.006,89.63,-11.70%,0.15%,,,,
8036,1970-04-01,45.0,-0.006,81.52,-21.38%,-9.05%,,,,
8065,1970-04-30,45.0,-0.006,81.52,-21.38%,-9.05%,,,,
8066,1970-05-01,47.2,-0.006,76.55,-26.01%,-6.10%,,,,
8096,1970-05-31,47.2,-0.006,76.55,-26.01%,-6.10%,,,,
8097,1970-06-01,51.1,-0.006,72.72,-25.58%,-5.00%,,,,
8126,1970-06-30,51.1,0.006,72.72,-25.58%,-5.00%,,,,
8127,1970-07-01,49.5,0.006,78.05,-15.01%,7.33%,,,,
8157,1970-07-31,49.5,0.006,78.05,-15.01%,7.33%,,,,
8158,1970-08-01,47.3,0.006,81.52,-14.65%,4.45%,,,,
8188,1970-08-31,47.3,0.006,81.52,-14.65%,4.45%,,,,
8189,1970-09-01,44.1,0.006,84.21,-9.57%,3.30%,,,,
8218,1970-09-30,44.1,0.037,84.21,-9.57%,3.30%,,,,
8219,1970-10-01,42.4,0.037,83.25,-14.39%,-1.14%,,,,
8249,1970-10-31,42.4,0.037,83.25,-14.39%,-1.14%,,,,
8250,1970-11-01,39.7,0.037,87.2,-7.05%,4.74%,,,,
8279,1970-11-30,39.7,0.037,87.2,-7.05%,4.74%,,,,
8280,1970-12-01,45.4,0.037,92.15,0.10%,5.68%,,,,
8310,1970-12-31,45.4,-0.042,92.15,0.10%,5.68%,,,,
8311,1971-01-01,47.9,-0.042,95.88,12.77%,4.05%,,,,
8341,1971-01-31,47.9,-0.042,95.88,12.77%,4.05%,,,,
8342,1971-02-01,54.8,-0.042,96.75,8.10%,0.91%,,,,
8369,1971-02-28,54.8,-0.042,96.75,8.10%,0.91%,,,,
8370,1971-03-01,51.2,-0.042,100.31,11.92%,3.68%,,,,
8400,1971-03-31,51.2,0.113,100.31,11.92%,3.68%,,,,
8401,1971-04-01,54.5,0.113,103.95,27.51%,3.63%,,,,
8430,1971-04-30,54.5,0.113,103.95,27.51%,3.63%,,,,
8431,1971-05-01,54.2,0.113,99.63,30.15%,-4.16%,,,,
8461,1971-05-31,54.2,0.113,99.63,30.15%,-4.16%,,,,
8462,1971-06-01,53.8,0.113,99.7,37.10%,0.07%,,,,
8491,1971-06-30,53.8,0.022,99.7,37.10%,0.07%,,,,
8492,1971-07-01,54.4,0.022,95.58,22.46%,-4.13%,,,,
8522,1971-07-31,54.4,0.022,95.58,22.46%,-4.13%,,,,
8523,1971-08-01,53.6,0.022,99.03,21.48%,3.61%,,,,
8553,1971-08-31,53.6,0.022,99.03,21.48%,3.61%,,,,
8554,1971-09-01,55.1,0.022,98.34,16.78%,-0.70%,,,,
8583,1971-09-30,55.1,0.033,98.34,16.78%,-0.70%,,,,
8584,1971-10-01,55.0,0.033,94.23,13.19%,-4.18%,,,,
8614,1971-10-31,55.0,0.033,94.23,13.19%,-4.18%,,,,
8615,1971-11-01,52.3,0.033,93.99,7.79%,-0.25%,,,,
8644,1971-11-30,52.3,0.033,93.99,7.79%,-0.25%,,,,
8645,1971-12-01,57.6,0.033,102.09,10.79%,8.62%,,,,
8675,1971-12-31,57.6,0.009,102.09,10.79%,8.62%,,,,
8676,1972-01-01,59.6,0.009,103.94,8.41%,1.81%,,,,
8706,1972-01-31,59.6,0.009,103.94,8.41%,1.81%,,,,
8707,1972-02-01,60.6,0.009,106.57,10.15%,2.53%,,,,
8735,1972-02-29,60.6,0.009,106.57,10.15%,2.53%,,,,
8736,1972-03-01,59.8,0.009,107.2,6.87%,0.59%,,,,
8766,1972-03-31,59.8,0.076,107.2,6.87%,0.59%,,,,
8767,1972-04-01,59.3,0.076,107.67,3.58%,0.44%,,,,
8796,1972-04-30,59.3,0.076,107.67,3.58%,0.44%,,,,
8797,1972-05-01,61.4,0.076,109.53,9.94%,1.73%,,,,
8827,1972-05-31,61.4,0.076,109.53,9.94%,1.73%,,,,
8828,1972-06-01,58.6,0.076,107.14,7.46%,-2.18%,,,,
8857,1972-06-30,58.6,0.094,107.14,7.46%,-2.18%,,,,
8858,1972-07-01,60.1,0.094,107.39,12.36%,0.23%,,,,
8888,1972-07-31,60.1,0.094,107.39,12.36%,0.23%,,,,
8889,1972-08-01,61.7,0.094,111.09,12.18%,3.45%,,,,
8919,1972-08-31,61.7,0.094,111.09,12.18%,3.45%,,,,
8920,1972-09-01,65.1,0.094,110.55,12.42%,-0.49%,,,,
8949,1972-09-30,65.1,0.038,110.55,12.42%,-0.49%,,,,
8950,1972-10-01,67.0,0.038,111.58,18.41%,0.93%,,,,
8980,1972-10-31,67.0,0.038,111.58,18.41%,0.93%,,,,
8981,1972-11-01,69.9,0.038,116.67,24.13%,4.56%,,,,
9010,1972-11-30,69.9,0.038,116.67,24.13%,4.56%,,,,
9011,1972-12-01,70.5,0.038,118.05,15.63%,1.18%,,,,
9041,1972-12-31,70.5,0.069,118.05,15.63%,1.18%,,,,
9042,1973-01-01,72.1,0.069,116.03,11.63%,-1.71%,,,,
9072,1973-01-31,72.1,0.069,116.03,11.63%,-1.71%,,,,
9073,1973-02-01,69.6,0.069,111.68,4.79%,-3.75%,,,,
9100,1973-02-28,69.6,0.069,111.68,4.79%,-3.75%,,,,
9101,1973-03-01,69.6,0.069,111.52,4.03%,-0.14%,,,,
9131,1973-03-31,69.6,0.103,111.52,4.03%,-0.14%,,,,
9132,1973-04-01,67.7,0.103,106.97,-0.65%,-4.08%,,,,
9161,1973-04-30,67.7,0.103,106.97,-0.65%,-4.08%,,,,
9162,1973-05-01,64.8,0.103,104.95,-4.18%,-1.89%,,,,
9192,1973-05-31,64.8,0.103,104.95,-4.18%,-1.89%,,,,
9193,1973-06-01,65.0,0.103,104.26,-2.69%,-0.66%,,,,
9222,1973-06-30,65.0,0.044,104.26,-2.69%,-0.66%,,,,
9223,1973-07-01,57.8,0.044,108.22,0.77%,3.80%,,,,
9253,1973-07-31,57.8,0.044,108.22,0.77%,3.80%,,,,
9254,1973-08-01,62.7,0.044,104.25,-6.16%,-3.67%,,,,
9284,1973-08-31,62.7,0.044,104.25,-6.16%,-3.67%,,,,
9285,1973-09-01,63.5,0.044,108.43,-1.92%,4.01%,,,,
9314,1973-09-30,63.5,-0.021,108.43,-1.92%,4.01%,,,,
9315,1973-10-01,66.2,-0.021,108.29,-2.95%,-0.13%,,,,
9345,1973-10-31,66.2,-0.021,108.29,-2.95%,-0.13%,,,,
9346,1973-11-01,68.1,-0.021,95.96,-17.75%,-11.39%,,,,
9375,1973-11-30,68.1,-0.021,95.96,-17.75%,-11.39%,,,,
9376,1973-12-01,63.6,-0.021,97.55,-17.37%,1.66%,,,,
9406,1973-12-31,63.6,0.038,97.55,-17.37%,1.66%,,,,
9407,1974-01-01,62.1,0.038,96.57,-16.77%,-1.00%,,,,
9437,1974-01-31,62.1,0.038,96.57,-16.77%,-1.00%,,,,
9438,1974-02-01,58.6,0.038,96.22,-13.84%,-0.36%,,,,
9465,1974-02-28,58.6,0.038,96.22,-13.84%,-0.36%,,,,
9466,1974-03-01,61.8,0.038,93.98,-15.73%,-2.33%,,,,
9496,1974-03-31,61.8,-0.034,93.98,-15.73%,-2.33%,,,,
9497,1974-04-01,59.9,-0.034,90.31,-15.57%,-3.91%,,,,
9526,1974-04-30,59.9,-0.034,90.31,-15.57%,-3.91%,,,,
9527,1974-05-01,55.7,-0.034,87.28,-16.84%,-3.36%,,,,
9557,1974-05-31,55.7,-0.034,87.28,-16.84%,-3.36%,,,,
9558,1974-06-01,54.7,-0.034,86.0,-17.51%,-1.47%,,,,
9587,1974-06-30,54.7,0.01,86.0,-17.51%,-1.47%,,,,
9588,1974-07-01,54.8,0.01,79.31,-26.71%,-7.78%,,,,
9618,1974-07-31,54.8,0.01,79.31,-26.71%,-7.78%,,,,
9619,1974-08-01,52.9,0.01,72.15,-30.79%,-9.03%,,,,
9649,1974-08-31,52.9,0.01,72.15,-30.79%,-9.03%,,,,
9650,1974-09-01,46.2,0.01,63.54,-41.40%,-11.93%,,,,
9679,1974-09-30,46.2,-0.037,63.54,-41.40%,-11.93%,,,,
9680,1974-10-01,42.7,-0.037,73.9,-31.76%,16.30%,,,,
9710,1974-10-31,42.7,-0.037,73.9,-31.76%,16.30%,,,,
9711,1974-11-01,37.9,-0.037,69.97,-27.08%,-5.32%,,,,
9740,1974-11-30,37.9,-0.037,69.97,-27.08%,-5.32%,,,,
9741,1974-12-01,30.9,-0.037,68.56,-29.72%,-2.02%,,,,
9771,1974-12-31,30.9,-0.015,68.56,-29.72%,-2.02%,,,,
9772,1975-01-01,30.7,-0.015,76.98,-20.29%,12.28%,,,,
9802,1975-01-31,30.7,-0.015,76.98,-20.29%,12.28%,,,,
9803,1975-02-01,34.4,-0.015,81.59,-15.20%,5.99%,,,,
9830,1975-02-28,34.4,-0.015,81.59,-15.20%,5.99%,,,,
9831,1975-03-01,31.6,-0.015,83.36,-11.30%,2.17%,,,,
9861,1975-03-31,31.6,-0.048,83.36,-11.30%,2.17%,,,,
9862,1975-04-01,37.5,-0.048,87.3,-3.33%,4.73%,,,,
9891,1975-04-30,37.5,-0.048,87.3,-3.33%,4.73%,,,,
9892,1975-05-01,41.2,-0.048,91.15,4.43%,4.41%,,,,
9922,1975-05-31,41.2,-0.048,91.15,4.43%,4.41%,,,,
9923,1975-06-01,45.1,-0.048,95.19,10.69%,4.43%,,,,
9952,1975-06-30,45.1,0.029,95.19,10.69%,4.43%,,,,
9953,1975-07-01,47.2,0.029,88.75,11.90%,-6.77%,,,,
9983,1975-07-31,47.2,0.029,88.75,11.90%,-6.77%,,,,
9984,1975-08-01,51.4,0.029,86.88,20.42%,-2.11%,,,,
10014,1975-08-31,51.4,0.029,86.88,20.42%,-2.11%,,,,
10015,1975-09-01,54.4,0.029,83.87,32.00%,-3.46%,,,,
10044,1975-09-30,54.4,0.07,83.87,32.00%,-3.46%,,,,
10045,1975-10-01,55.5,0.07,89.04,20.49%,6.16%,,,,
10075,1975-10-31,55.5,0.07,89.04,20.49%,6.16%,,,,
10076,1975-11-01,54.5,0.07,91.24,30.40%,2.47%,,,,
10105,1975-11-30,54.5,0.07,91.24,30.40%,2.47%,,,,
10106,1975-12-01,54.9,0.07,90.19,31.55%,-1.15%,,,,
10136,1975-12-31,54.9,0.055,90.19,31.55%,-1.15%,,,,
10137,1976-01-01,58.8,0.055,100.86,31.02%,11.83%,,,,
10167,1976-01-31,58.8,0.055,100.86,31.02%,11.83%,,,,
10168,1976-02-01,61.5,0.055,99.71,22.21%,-1.14%,,,,
10196,1976-02-29,61.5,0.055,99.71,22.21%,-1.14%,,,,
10197,1976-03-01,58.4,0.055,102.77,23.28%,3.07%,,,,
10227,1976-03-31,58.4,0.093,102.77,23.28%,3.07%,,,,
10228,1976-04-01,60.6,0.093,101.64,16.43%,-1.10%,,,,
10257,1976-04-30,60.6,0.093,101.64,16.43%,-1.10%,,,,
10258,1976-05-01,58.8,0.093,100.18,9.91%,-1.44%,,,,
10288,1976-05-31,58.8,0.093,100.18,9.91%,-1.44%,,,,
10289,1976-06-01,58.2,0.093,104.28,9.55%,4.09%,,,,
10318,1976-06-30,58.2,0.03,104.28,9.55%,4.09%,,,,
10319,1976-07-01,55.9,0.03,103.44,16.55%,-0.81%,,,,
10349,1976-07-31,55.9,0.03,103.44,16.55%,-0.81%,,,,
10350,1976-08-01,54.5,0.03,102.91,18.45%,-0.51%,,,,
10380,1976-08-31,54.5,0.03,102.91,18.45%,-0.51%,,,,
10381,1976-09-01,53.6,0.03,105.24,25.48%,2.26%,,,,
10410,1976-09-30,53.6,0.022,105.24,25.48%,2.26%,,,,
10411,1976-10-01,53.5,0.022,102.9,15.57%,-2.22%,,,,
10441,1976-10-31,53.5,0.022,102.9,15.57%,-2.22%,,,,
10442,1976-11-01,51.7,0.022,102.1,11.90%,-0.78%,,,,
10471,1976-11-30,51.7,0.022,102.1,11.90%,-0.78%,,,,
10472,1976-12-01,56.6,0.022,107.46,19.15%,5.25%,,,,
10502,1976-12-31,56.6,0.029,107.46,19.15%,5.25%,,,,
10503,1977-01-01,54.8,0.029,102.03,1.16%,-5.05%,,,,
10533,1977-01-31,54.8,0.029,102.03,1.16%,-5.05%,,,,
10534,1977-02-01,55.0,0.029,99.82,0.11%,-2.17%,,,,
10561,1977-02-28,55.0,0.029,99.82,0.11%,-2.17%,,,,
10562,1977-03-01,58.4,0.029,98.42,-4.23%,-1.40%,,,,
10592,1977-03-31,58.4,0.048,98.42,-4.23%,-1.40%,,,,
10593,1977-04-01,56.9,0.048,98.44,-3.15%,0.02%,,,,
10622,1977-04-30,56.9,0.048,98.44,-3.15%,0.02%,,,,
10623,1977-05-01,59.7,0.048,96.12,-4.05%,-2.36%,,,,
10653,1977-05-31,59.7,0.048,96.12,-4.05%,-2.36%,,,,
10654,1977-06-01,56.8,0.048,100.48,-3.64%,4.54%,,,,
10683,1977-06-30,56.8,0.08,100.48,-3.64%,4.54%,,,,
10684,1977-07-01,57.7,0.08,98.85,-4.44%,-1.62%,,,,
10714,1977-07-31,57.7,0.08,98.85,-4.44%,-1.62%,,,,
10715,1977-08-01,54.9,0.08,96.77,-5.97%,-2.10%,,,,
10745,1977-08-31,54.9,0.08,96.77,-5.97%,-2.10%,,,,
10746,1977-09-01,53.9,0.08,96.53,-8.28%,-0.25%,,,,
10775,1977-09-30,53.9,0.074,96.53,-8.28%,-0.25%,,,,
10776,1977-10-01,55.4,0.074,92.34,-10.26%,-4.34%,,,,
10806,1977-10-31,55.4,0.074,92.34,-10.26%,-4.34%,,,,
10807,1977-11-01,56.1,0.074,94.83,-7.12%,2.70%,,,,
10836,1977-11-30,56.1,0.074,94.83,-7.12%,2.70%,,,,
10837,1977-12-01,59.8,0.074,95.1,-11.50%,0.28%,,,,
10867,1977-12-31,59.8,0.0,95.1,-11.50%,0.28%,,,,
10868,1978-01-01,57.4,0.0,89.25,-12.53%,-6.15%,,,,
10898,1978-01-31,57.4,0.0,89.25,-12.53%,-6.15%,,,,
10899,1978-02-01,55.9,0.0,87.04,-12.80%,-2.48%,,,,
10926,1978-02-28,55.9,0.0,87.04,-12.80%,-2.48%,,,,
10927,1978-03-01,55.0,0.0,89.21,-9.36%,2.49%,,,,
10957,1978-03-31,55.0,0.013,89.21,-9.36%,2.49%,,,,
10958,1978-04-01,57.7,0.013,96.83,-1.64%,8.54%,,,,
10987,1978-04-30,57.7,0.013,96.83,-1.64%,8.54%,,,,
10988,1978-05-01,60.2,0.013,97.24,1.17%,0.42%,,,,
11018,1978-05-31,60.2,0.013,97.24,1.17%,0.42%,,,,
11019,1978-06-01,60.5,0.013,95.53,-4.93%,-1.76%,,,,
11048,1978-06-30,60.5,0.164,95.53,-4.93%,-1.76%,,,,
11049,1978-07-01,62.2,0.164,100.68,1.85%,5.39%,,,,
11079,1978-07-31,62.2,0.164,100.68,1.85%,5.39%,,,,
11080,1978-08-01,60.3,0.164,103.29,6.74%,2.59%,,,,
11110,1978-08-31,60.3,0.164,103.29,6.74%,2.59%,,,,
11111,1978-09-01,60.5,0.164,102.54,6.23%,-0.73%,,,,
11140,1978-09-30,60.5,0.041,102.54,6.23%,-0.73%,,,,
11141,1978-10-01,60.1,0.041,93.15,0.88%,-9.16%,,,,
11171,1978-10-31,60.1,0.041,93.15,0.88%,-9.16%,,,,
11172,1978-11-01,61.3,0.041,94.7,-0.14%,1.66%,,,,
11201,1978-11-30,61.3,0.041,94.7,-0.14%,1.66%,,,,
11202,1978-12-01,59.4,0.041,96.11,1.06%,1.49%,,,,
11232,1978-12-31,59.4,0.055,96.11,1.06%,1.49%,,,,
11233,1979-01-01,58.5,0.055,99.93,11.97%,3.97%,,,,
11263,1979-01-31,58.5,0.055,99.93,11.97%,3.97%,,,,
11264,1979-02-01,58.2,0.055,96.28,10.62%,-3.65%,,,,
11291,1979-02-28,58.2,0.055,96.28,10.62%,-3.65%,,,,
11292,1979-03-01,57.7,0.055,101.59,13.88%,5.52%,,,,
11322,1979-03-31,57.7,0.007,101.59,13.88%,5.52%,,,,
11323,1979-04-01,56.2,0.007,101.76,5.09%,0.17%,,,,
11352,1979-04-30,56.2,0.007,101.76,5.09%,0.17%,,,,
11353,1979-05-01,54.4,0.007,99.08,1.89%,-2.63%,,,,
11383,1979-05-31,54.4,0.007,99.08,1.89%,-2.63%,,,,
11384,1979-06-01,52.7,0.007,102.91,7.73%,3.87%,,,,
11413,1979-06-30,52.7,0.004,102.91,7.73%,3.87%,,,,
11414,1979-07-01,51.3,0.004,103.81,3.11%,0.87%,,,,
11444,1979-07-31,51.3,0.004,103.81,3.11%,0.87%,,,,
11445,1979-08-01,49.5,0.004,109.32,5.84%,5.31%,,,,
11475,1979-08-31,49.5,0.004,109.32,5.84%,5.31%,,,,
11476,1979-09-01,49.6,0.004,109.32,6.61%,0.00%,,,,
11505,1979-09-30,49.6,0.03,109.32,6.61%,0.00%,,,,
11506,1979-10-01,49.0,0.03,101.82,9.31%,-6.86%,,,,
11536,1979-10-31,49.0,0.03,101.82,9.31%,-6.86%,,,,
11537,1979-11-01,48.0,0.03,106.16,12.10%,4.26%,,,,
11566,1979-11-30,48.0,0.03,106.16,12.10%,4.26%,,,,
11567,1979-12-01,44.8,0.03,107.94,12.31%,1.68%,,,,
11597,1979-12-31,44.8,0.01,107.94,12.31%,1.68%,,,,
11598,1980-01-01,46.2,0.01,114.16,14.24%,5.76%,,,,
11628,1980-01-31,46.2,0.01,114.16,14.24%,5.76%,,,,
11629,1980-02-01,50.2,0.01,113.66,18.05%,-0.44%,,,,
11657,1980-02-29,50.2,0.01,113.66,18.05%,-0.44%,,,,
11658,1980-03-01,43.6,0.01,102.09,0.49%,-10.18%,,,,
11688,1980-03-31,43.6,0.013,102.09,0.49%,-10.18%,,,,
11689,1980-04-01,37.4,0.013,106.29,4.45%,4.11%,,,,
11718,1980-04-30,37.4,0.013,106.29,4.45%,4.11%,,,,
11719,1980-05-01,29.4,0.013,111.24,12.27%,4.66%,,,,
11749,1980-05-31,29.4,0.013,111.24,12.27%,4.66%,,,,
11750,1980-06-01,30.3,0.013,114.24,11.01%,2.70%,,,,
11779,1980-06-30,30.3,-0.08,114.24,11.01%,2.70%,,,,
11780,1980-07-01,35.0,-0.08,121.67,17.20%,6.50%,,,,
11810,1980-07-31,35.0,-0.08,121.67,17.20%,6.50%,,,,
11811,1980-08-01,45.5,-0.08,122.38,11.95%,0.58%,,,,
11841,1980-08-31,45.5,-0.08,122.38,11.95%,0.58%,,,,
11842,1980-09-01,50.1,-0.08,125.46,14.76%,2.52%,,,,
11871,1980-09-30,50.1,-0.005,125.46,14.76%,2.52%,,,,
11872,1980-10-01,55.5,-0.005,127.47,25.19%,1.60%,,,,
11902,1980-10-31,55.5,-0.005,127.47,25.19%,1.60%,,,,
11903,1980-11-01,58.2,-0.005,140.52,32.37%,10.24%,,,,
11932,1980-11-30,58.2,-0.005,140.52,32.37%,10.24%,,,,
11933,1980-12-01,53.0,-0.005,135.76,25.77%,-3.39%,,,,
11963,1980-12-31,53.0,0.077,135.76,25.77%,-3.39%,,,,
11964,1981-01-01,49.2,0.077,129.55,13.48%,-4.57%,,,,
11994,1981-01-31,49.2,0.077,129.55,13.48%,-4.57%,,,,
11995,1981-02-01,48.8,0.077,131.27,15.49%,1.33%,,,,
12022,1981-02-28,48.8,0.077,131.27,15.49%,1.33%,,,,
12023,1981-03-01,49.6,0.077,136.0,33.22%,3.60%,,,,
12053,1981-03-31,49.6,0.081,136.0,33.22%,3.60%,,,,
12054,1981-04-01,51.6,0.081,132.81,24.95%,-2.35%,,,,
12083,1981-04-30,51.6,0.081,132.81,24.95%,-2.35%,,,,
12084,1981-05-01,53.5,0.081,132.59,19.19%,-0.17%,,,,
12114,1981-05-31,53.5,0.081,132.59,19.19%,-0.17%,,,,
12115,1981-06-01,50.7,0.081,131.21,14.85%,-1.04%,,,,
12144,1981-06-30,50.7,-0.029,131.21,14.85%,-1.04%,,,,
12145,1981-07-01,46.7,-0.029,130.92,7.60%,-0.22%,,,,
12175,1981-07-31,46.7,-0.029,130.92,7.60%,-0.22%,,,,
12176,1981-08-01,48.3,-0.029,122.79,0.34%,-6.21%,,,,
12206,1981-08-31,48.3,-0.029,122.79,0.34%,-6.21%,,,,
12207,1981-09-01,42.5,-0.029,116.18,-7.40%,-5.38%,,,,
12236,1981-09-30,42.5,0.049,116.18,-7.40%,-5.38%,,,,
12237,1981-10-01,40.0,0.049,121.89,-4.38%,4.91%,,,,
12267,1981-10-31,40.0,0.049,121.89,-4.38%,4.91%,,,,
12268,1981-11-01,36.1,0.049,126.35,-10.08%,3.66%,,,,
12297,1981-11-30,36.1,0.049,126.35,-10.08%,3.66%,,,,
12298,1981-12-01,37.8,0.049,122.55,-9.73%,-3.01%,,,,
12328,1981-12-31,37.8,-0.043,122.55,-9.73%,-3.01%,,,,
12329,1982-01-01,38.2,-0.043,120.4,-7.06%,-1.75%,,,,
12359,1982-01-31,38.2,-0.043,120.4,-7.06%,-1.75%,,,,
12360,1982-02-01,38.3,-0.043,113.11,-13.83%,-6.05%,,,,
12387,1982-02-28,38.3,-0.043,113.11,-13.83%,-6.05%,,,,
12388,1982-03-01,36.8,-0.043,111.96,-17.68%,-1.02%,,,,
12418,1982-03-31,36.8,-0.061,111.96,-17.68%,-1.02%,,,,
12419,1982-04-01,37.8,-0.061,116.44,-12.33%,4.00%,,,,
12448,1982-04-30,37.8,-0.061,116.44,-12.33%,4.00%,,,,
12449,1982-05-01,35.5,-0.061,111.88,-15.62%,-3.92%,,,,
12479,1982-05-31,35.5,-0.061,111.88,-15.62%,-3.92%,,,,
12480,1982-06-01,38.3,-0.061,109.61,-16.46%,-2.03%,,,,
12509,1982-06-30,38.3,0.018,109.61,-16.46%,-2.03%,,,,
12510,1982-07-01,38.4,0.018,107.09,-18.20%,-2.30%,,,,
12540,1982-07-31,38.4,0.018,107.09,-18.20%,-2.30%,,,,
12541,1982-08-01,38.3,0.018,119.51,-2.67%,11.60%,,,,
12571,1982-08-31,38.3,0.018,119.51,-2.67%,11.60%,,,,
12572,1982-09-01,38.8,0.018,120.42,3.65%,0.76%,,,,
12601,1982-09-30,38.8,-0.015,120.42,3.65%,0.76%,,,,
12602,1982-10-01,39.4,-0.015,133.71,9.70%,11.04%,,,,
12632,1982-10-31,39.4,-0.015,133.71,9.70%,11.04%,,,,
12633,1982-11-01,39.2,-0.015,138.54,9.65%,3.61%,,,,
12662,1982-11-30,39.2,-0.015,138.54,9.65%,3.61%,,,,
12663,1982-12-01,42.8,-0.015,140.64,14.76%,1.52%,,,,
12693,1982-12-31,42.8,0.002,140.64,14.76%,1.52%,,,,
12694,1983-01-01,46.0,0.002,145.3,20.68%,3.31%,,,,
12724,1983-01-31,46.0,0.002,145.3,20.68%,3.31%,,,,
12725,1983-02-01,54.4,0.002,148.06,30.90%,1.90%,,,,
12752,1983-02-28,54.4,0.002,148.06,30.90%,1.90%,,,,
12753,1983-03-01,53.9,0.002,152.96,36.62%,3.31%,,,,
12783,1983-03-31,53.9,0.054,152.96,36.62%,3.31%,,,,
12784,1983-04-01,54.2,0.054,164.42,41.21%,7.49%,,,,
12813,1983-04-30,54.2,0.054,164.42,41.21%,7.49%,,,,
12814,1983-05-01,56.1,0.054,162.39,45.15%,-1.23%,,,,
12844,1983-05-31,56.1,0.054,162.39,45.15%,-1.23%,,,,
12845,1983-06-01,57.5,0.054,168.11,53.37%,3.52%,,,,
12874,1983-06-30,57.5,0.094,168.11,53.37%,3.52%,,,,
12875,1983-07-01,63.6,0.094,162.56,51.80%,-3.30%,,,,
12905,1983-07-31,63.6,0.094,162.56,51.80%,-3.30%,,,,
12906,1983-08-01,63.1,0.094,164.4,37.56%,1.13%,,,,
12936,1983-08-31,63.1,0.094,164.4,37.56%,1.13%,,,,
12937,1983-09-01,62.5,0.094,166.07,37.91%,1.02%,,,,
12966,1983-09-30,62.5,0.082,166.07,37.91%,1.02%,,,,
12967,1983-10-01,64.4,0.082,163.55,22.32%,-1.52%,,,,
12997,1983-10-31,64.4,0.082,163.55,22.32%,-1.52%,,,,
12998,1983-11-01,66.0,0.082,166.4,20.11%,1.74%,,,,
13027,1983-11-30,66.0,0.082,166.4,20.11%,1.74%,,,,
13028,1983-12-01,69.9,0.082,164.93,17.27%,-0.88%,,,,
13058,1983-12-31,69.9,0.086,164.93,17.27%,-0.88%,,,,
13059,1984-01-01,60.5,0.086,163.41,12.46%,-0.92%,,,,
13089,1984-01-31,60.5,0.086,163.41,12.46%,-0.92%,,,,
13090,1984-02-01,61.3,0.086,157.06,6.08%,-3.89%,,,,
13118,1984-02-29,61.3,0.086,157.06,6.08%,-3.89%,,,,
13119,1984-03-01,58.9,0.086,159.18,4.07%,1.35%,,,,
13149,1984-03-31,58.9,0.081,159.18,4.07%,1.35%,,,,
13150,1984-04-01,61.0,0.081,160.05,-2.66%,0.55%,,,,
13179,1984-04-30,61.0,0.081,160.05,-2.66%,0.55%,,,,
