Day,Date,ISM Manufacturing,GDP q/q,S&P500,S&P500 y/y,S&P500 m/m,GDP q/q norm,S&P500 norm,S&P500 m/m norm,S&P500 m/m norm_1
24107,2014-04-01,55.9,-0.011,1883.95,17.93%,0.62%,,,,
24136,2014-04-30,55.9,-0.011,1883.95,17.93%,0.62%,,,,
24137,2014-05-01,55.7,-0.011,1923.57,17.96%,2.10%,,,,
24167,2014-05-31,55.7,-0.011,1923.57,17.96%,2.10%,,,,
24168,2014-06-01,54.9,-0.011,1960.23,22.04%,1.91%,,,,
24197,2014-06-30,54.9,0.055,1960.23,22.04%,1.91%,,,,
24198,2014-07-01,55.6,0.055,1930.67,14.53%,-1.51%,,,,
24228,2014-07-31,55.6,0.055,1930.67,14.53%,-1.51%,,,,
24229,2014-08-01,56.8,0.055,2003.37,22.68%,3.77%,,,,
24259,2014-08-31,56.8,0.055,2003.37,22.68%,3.77%,,,,
24260,2014-09-01,56.1,0.055,1972.29,17.29%,-1.55%,,,,
24289,2014-09-30,56.1,0.05,1972.29,17.29%,-1.55%,,,,
24290,2014-10-01,56.6,0.05,2018.05,14.89%,2.32%,,,,
24320,2014-10-31,56.6,0.05,2018.05,14.89%,2.32%,,,,
24321,2014-11-01,56.8,0.05,2067.56,14.49%,2.45%,,,,
24350,2014-11-30,56.8,0.05,2067.56,14.49%,2.45%,,,,
24351,2014-12-01,55.6,0.05,2058.9,11.39%,-0.42%,,,,
24381,2014-12-31,55.6,0.023,2058.9,11.39%,-0.42%,,,,
24382,2015-01-01,53.6,0.023,1994.99,11.92%,-3.10%,,,,
24412,2015-01-31,53.6,0.023,1994.99,11.92%,-3.10%,,,,
24413,2015-02-01,52.7,0.023,2104.5,13.18%,5.49%,,,,
24440,2015-02-28,52.7,0.023,2104.5,13.18%,5.49%,,,,
24441,2015-03-01,51.9,0.023,2067.89,10.44%,-1.74%,,,,
24471,2015-03-31,51.9,0.032,2067.89,10.44%,-1.74%,,,,
24472,2015-04-01,51.9,0.032,2085.51,10.70%,0.85%,,,,
24501,2015-04-30,51.9,0.032,2085.51,10.70%,0.85%,,,,
24502,2015-05-01,52.6,0.032,2107.39,9.56%,1.05%,,,,
24532,2015-05-31,52.6,0.032,2107.39,9.56%,1.05%,,,,
24533,2015-06-01,52.6,0.032,2063.11,5.25%,-2.10%,,,,
24562,2015-06-30,52.6,0.03,2063.11,5.25%,-2.10%,,,,
24563,2015-07-01,52.2,0.03,2103.84,8.97%,1.97%,,,,
24593,2015-07-31,52.2,0.03,2103.84,8.97%,1.97%,,,,
24594,2015-08-01,50.4,0.03,1972.18,-1.56%,-6.26%,,,,
24624,2015-08-31,50.4,0.03,1972.18,-1.56%,-6.26%,,,,
24625,2015-09-01,50.1,0.03,1920.03,-2.65%,-2.64%,,,,
24654,2015-09-30,50.1,0.013,1920.03,-2.65%,-2.64%,,,,
24655,2015-10-01,49.3,0.013,2079.36,3.04%,8.30%,,,,
24685,2015-10-31,49.3,0.013,2079.36,3.04%,8.30%,,,,
24686,2015-11-01,49.5,0.013,2080.41,0.62%,0.05%,,,,
24715,2015-11-30,49.5,0.013,2080.41,0.62%,0.05%,,,,
24716,2015-12-01,48.8,0.013,2043.94,-0.73%,-1.75%,,,,
24746,2015-12-31,48.8,0.001,2043.94,-0.73%,-1.75%,,,,
24747,2016-01-01,47.0,0.001,1940.24,-2.74%,-5.07%,,,,
24777,2016-01-31,47.0,0.001,1940.24,-2.74%,-5.07%,,,,
24778,2016-02-01,49.1,0.001,1932.23,-8.19%,-0.41%,,,,
24806,2016-02-29,49.1,0.001,1932.23,-8.19%,-0.41%,,,,
24807,2016-03-01,51.0,0.001,2059.74,-0.39%,6.60%,,,,
24837,2016-03-31,51.0,0.02,2059.74,-0.39%,6.60%,,,,
24838,2016-04-01,51.0,0.02,2065.3,-0.97%,0.27%,,,,
24867,2016-04-30,51.0,0.02,2065.3,-0.97%,0.27%,,,,
24868,2016-05-01,51.3,0.02,2096.96,-0.49%,1.53%,,,,
24898,2016-05-31,51.3,0.02,2096.96,-0.49%,1.53%,,,,
24899,2016-06-01,52.5,0.02,2098.86,1.73%,0.09%,,,,
24928,2016-06-30,52.5,0.019,2098.86,1.73%,0.09%,,,,
24929,2016-07-01,52.5,0.019,2173.6,3.32%,3.56%,,,,
24959,2016-07-31,52.5,0.019,2173.6,3.32%,3.56%,,,,
24960,2016-08-01,50.0,0.019,2170.95,10.08%,-0.12%,,,,
24990,2016-08-31,50.0,0.019,2170.95,10.08%,-0.12%,,,,
24991,2016-09-01,51.2,0.019,2168.27,12.93%,-0.12%,,,,
25020,2016-09-30,51.2,0.022,2168.27,12.93%,-0.12%,,,,
25021,2016-10-01,52.0,0.022,2126.15,2.25%,-1.94%,,,,
25051,2016-10-31,52.0,0.022,2126.15,2.25%,-1.94%,,,,
25052,2016-11-01,53.4,0.022,2198.81,5.69%,3.42%,,,,
25081,2016-11-30,53.4,0.022,2198.81,5.69%,3.42%,,,,
25082,2016-12-01,54.4,0.022,2238.83,9.54%,1.82%,,,,
25112,2016-12-31,54.4,0.02,2238.83,9.54%,1.82%,,,,
25113,2017-01-01,55.3,0.02,2278.87,17.45%,1.79%,,,,
25143,2017-01-31,55.3,0.02,2278.87,17.45%,1.79%,,,,
25144,2017-02-01,57.4,0.02,2363.64,22.33%,3.72%,,,,
25171,2017-02-28,57.4,0.02,2363.64,22.33%,3.72%,,,,
25172,2017-03-01,56.4,0.02,2362.72,14.71%,-0.04%,,,,
25202,2017-03-31,56.4,0.023,2362.72,14.71%,-0.04%,,,,
25203,2017-04-01,55.5,0.023,2384.2,15.44%,0.91%,,,,
25232,2017-04-30,55.5,0.023,2384.2,15.44%,0.91%,,,,
25233,2017-05-01,56.4,0.023,2411.8,15.01%,1.16%,,,,
25263,2017-05-31,56.4,0.023,2411.8,15.01%,1.16%,,,,
25264,2017-06-01,56.4,0.023,2423.41,15.46%,0.48%,,,,
25293,2017-06-30,56.4,0.022,2423.41,15.46%,0.48%,,,,
25294,2017-07-01,56.8,0.022,2470.3,13.65%,1.93%,,,,
25324,2017-07-31,56.8,0.022,2470.3,13.65%,1.93%,,,,
25325,2017-08-01,58.8,0.022,2471.65,13.85%,0.05%,,,,
25355,2017-08-31,58.8,0.022,2471.65,13.85%,0.05%,,,,
25356,2017-09-01,59.9,0.022,2519.36,16.19%,1.93%,,,,
25385,2017-09-30,59.9,0.032,2519.36,16.19%,1.93%,,,,
25386,2017-10-01,58.8,0.032,2575.26,21.12%,2.22%,,,,
25416,2017-10-31,58.8,0.032,2575.26,21.12%,2.22%,,,,
25417,2017-11-01,58.1,0.032,2647.58,20.41%,2.81%,,,,
25446,2017-11-30,58.1,0.032,2647.58,20.41%,2.81%,,,,
25447,2017-12-01,59.1,0.032,2673.61,19.42%,0.98%,,,,
25477,2017-12-31,59.1,0.035,2673.61,19.42%,0.98%,,,,
25478,2018-01-01,59.2,0.035,2823.81,23.91%,5.62%,,,,
25508,2018-01-31,59.2,0.035,2823.81,23.91%,5.62%,,,,
25509,2018-02-01,60.6,0.035,2713.83,14.82%,-3.89%,,,,
25536,2018-02-28,60.6,0.035,2713.83,14.82%,-3.89%,,,,
25537,2018-03-01,58.9,0.035,2640.87,11.77%,-2.69%,,,,
25567,2018-03-31,58.9,0.025,2640.87,11.77%,-2.69%,,,,
25568,2018-04-01,58.4,0.025,2648.05,11.07%,0.27%,,,,
25597,2018-04-30,58.4,0.025,2648.05,11.07%,0.27%,,,,
25598,2018-05-01,59.0,0.025,2705.27,12.17%,2.16%,,,,
25628,2018-05-31,59.0,0.025,2705.27,12.17%,2.16%,,,,
25629,2018-06-01,59.9,0.025,2718.37,12.17%,0.48%,,,,
25658,2018-06-30,59.9,0.035,2718.37,12.17%,0.48%,,,,
25659,2018-07-01,58.2,0.035,2816.29,14.01%,3.60%,,,,
25689,2018-07-31,58.2,0.035,2816.29,14.01%,3.60%,,,,
25690,2018-08-01,60.8,0.035,2901.52,17.39%,3.03%,,,,
25720,2018-08-31,60.8,0.035,2901.52,17.39%,3.03%,,,,
25721,2018-09-01,59.3,0.035,2913.98,15.66%,0.43%,,,,
25750,2018-09-30,59.3,0.029,2913.98,15.66%,0.43%,,,,
25751,2018-10-01,58.5,0.029,2711.74,5.30%,-6.94%,,,,
25781,2018-10-31,58.5,0.029,2711.74,5.30%,-6.94%,,,,
25782,2018-11-01,58.8,0.029,2760.17,4.25%,1.79%,,,,
25811,2018-11-30,58.8,0.029,2760.17,4.25%,1.79%,,,,
25812,2018-12-01,55.0,0.029,2506.85,-6.24%,-9.18%,,,,
25842,2018-12-31,55.0,0.011,2506.85,-6.24%,-9.18%,,,,
25843,2019-01-01,55.5,0.011,2704.1,-4.24%,7.87%,,,,
25873,2019-01-31,55.5,0.011,2704.1,-4.24%,7.87%,,,,
25874,2019-02-01,54.1,0.011,2784.49,2.60%,2.97%,,,,
25901,2019-02-28,54.1,0.011,2784.49,2.60%,2.97%,,,,
25902,2019-03-01,54.6,0.011,2834.4,7.33%,1.79%,,,,
25932,2019-03-31,54.6,0.031,2834.4,7.33%,1.79%,,,,
25933,2019-04-01,53.4,0.031,2945.83,11.25%,3.93%,,,,
25962,2019-04-30,53.4,0.031,2945.83,11.25%,3.93%,,,,
25963,2019-05-01,52.3,0.031,2752.06,1.73%,-6.58%,,,,
25963,2019-05-01,51.6,0.031,2941.76,8.22%,6.89%,,,,
25993,2019-05-31,51.6,0.031,2941.76,8.22%,6.89%,,,,
26023,2019-06-30,51.6,0.02,2941.76,8.22%,6.89%,,,,
26024,2019-07-01,51.3,0.02,2980.38,5.83%,1.31%,,,,
26054,2019-07-31,51.3,0.02,2980.38,5.83%,1.31%,,,,
26055,2019-08-01,48.8,0.02,2926.46,0.86%,-1.81%,,,,
26085,2019-08-31,48.8,0.02,2926.46,0.86%,-1.81%,,,,
26086,2019-09-01,48.2,0.02,2976.74,2.15%,1.72%,,,,
26115,2019-09-30,48.2,0.021,2976.74,2.15%,1.72%,,,,
26116,2019-10-01,48.5,0.021,3037.56,12.02%,2.04%,,,,
26146,2019-10-31,48.5,0.021,3037.56,12.02%,2.04%,,,,
26147,2019-11-01,48.1,0.021,3140.98,13.80%,3.40%,,,,
26176,2019-11-30,48.1,0.021,3140.98,13.80%,3.40%,,,,
26177,2019-12-01,47.8,0.021,3230.78,28.88%,2.86%,,,,
26207,2019-12-31,47.8,0.021,3230.78,28.88%,2.86%,,,,
26208,2020-01-01,50.9,0.021,3225.52,19.28%,-0.16%,,,,
26238,2020-01-31,50.9,0.021,3225.52,19.28%,-0.16%,,,,
26239,2020-02-01,50.1,0.021,2954.22,6.10%,-8.41%,,,,
26267,2020-02-29,50.1,0.021,2954.22,6.10%,-8.41%,,,,
26298,2020-03-31,49.1,0.021,2954.22,6.10%,-8.41%,,,,
