Rata_Die,Date,Original,Quantized,Avg030,Avg060,Avg090,Avg180,Avg365
732736,2007-03-01,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732737,2007-03-02,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732738,2007-03-03,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732739,2007-03-04,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732740,2007-03-05,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732741,2007-03-06,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732742,2007-03-07,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732743,2007-03-08,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732744,2007-03-09,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732745,2007-03-10,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732746,2007-03-11,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732747,2007-03-12,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732748,2007-03-13,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732749,2007-03-14,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732750,2007-03-15,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732751,2007-03-16,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732752,2007-03-17,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732753,2007-03-18,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732754,2007-03-19,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732755,2007-03-20,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732756,2007-03-21,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732757,2007-03-22,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732758,2007-03-23,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732759,2007-03-24,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732760,2007-03-25,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732761,2007-03-26,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732762,2007-03-27,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732763,2007-03-28,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732764,2007-03-29,52.3,47.0,0.0,0.0,0.0,0.0,0.0
732765,2007-03-30,52.3,47.0,47.0,0.0,0.0,0.0,0.0
732766,2007-03-31,52.3,47.0,47.0,0.0,0.0,0.0,0.0
732767,2007-04-01,52.3,47.0,47.0,0.0,0.0,0.0,0.0
732768,2007-04-02,50.9,35.0,46.6,0.0,0.0,0.0,0.0
732769,2007-04-03,50.9,35.0,46.2,0.0,0.0,0.0,0.0
732770,2007-04-04,50.9,35.0,45.8,0.0,0.0,0.0,0.0
732771,2007-04-05,50.9,35.0,45.4,0.0,0.0,0.0,0.0
732772,2007-04-06,50.9,35.0,45.0,0.0,0.0,0.0,0.0
732773,2007-04-07,50.9,35.0,44.6,0.0,0.0,0.0,0.0
732774,2007-04-08,50.9,35.0,44.2,0.0,0.0,0.0,0.0
732775,2007-04-09,50.9,35.0,43.8,0.0,0.0,0.0,0.0
732776,2007-04-10,50.9,35.0,43.4,0.0,0.0,0.0,0.0
732777,2007-04-11,50.9,35.0,43.0,0.0,0.0,0.0,0.0
732778,2007-04-12,50.9,35.0,42.6,0.0,0.0,0.0,0.0
732779,2007-04-13,50.9,35.0,42.2,0.0,0.0,0.0,0.0
732780,2007-04-14,50.9,35.0,41.8,0.0,0.0,0.0,0.0
732781,2007-04-15,50.9,35.0,41.4,0.0,0.0,0.0,0.0
732782,2007-04-16,50.9,35.0,41.0,0.0,0.0,0.0,0.0
732783,2007-04-17,50.9,35.0,40.6,0.0,0.0,0.0,0.0
732784,2007-04-18,50.9,35.0,40.2,0.0,0.0,0.0,0.0
732785,2007-04-19,50.9,35.0,39.8,0.0,0.0,0.0,0.0
732786,2007-04-20,50.9,35.0,39.4,0.0,0.0,0.0,0.0
732787,2007-04-21,50.9,35.0,39.0,0.0,0.0,0.0,0.0
732788,2007-04-22,50.9,35.0,38.6,0.0,0.0,0.0,0.0
732789,2007-04-23,50.9,35.0,38.2,0.0,0.0,0.0,0.0
732790,2007-04-24,50.9,35.0,37.8,0.0,0.0,0.0,0.0
732791,2007-04-25,50.9,35.0,37.4,0.0,0.0,0.0,0.0
732792,2007-04-26,50.9,35.0,37.0,0.0,0.0,0.0,0.0
732793,2007-04-27,50.9,35.0,36.6,0.0,0.0,0.0,0.0
732794,2007-04-28,50.9,35.0,36.2,0.0,0.0,0.0,0.0
732795,2007-04-29,50.9,35.0,35.8,41.4,0.0,0.0,0.0
732796,2007-04-30,50.9,35.0,35.4,41.2,0.0,0.0,0.0
732797,2007-05-01,54.7,68.0,36.1,41.55,0.0,0.0,0.0
732798,2007-05-02,54.7,68.0,37.2,41.9,0.0,0.0,0.0
732799,2007-05-03,54.7,68.0,38.3,42.25,0.0,0.0,0.0
732800,2007-05-04,54.7,68.0,39.4,42.6,0.0,0.0,0.0
732801,2007-05-05,54.7,68.0,40.5,42.95,0.0,0.0,0.0
732802,2007-05-06,54.7,68.0,41.6,43.3,0.0,0.0,0.0
732803,2007-05-07,54.7,68.0,42.7,43.65,0.0,0.0,0.0
732804,2007-05-08,54.7,68.0,43.8,44.0,0.0,0.0,0.0
732805,2007-05-09,54.7,68.0,44.9,44.35,0.0,0.0,0.0
732806,2007-05-10,54.7,68.0,46.0,44.7,0.0,0.0,0.0
732807,2007-05-11,54.7,68.0,47.1,45.05,0.0,0.0,0.0
732808,2007-05-12,54.7,68.0,48.2,45.4,0.0,0.0,0.0
732809,2007-05-13,54.7,68.0,49.3,45.75,0.0,0.0,0.0
732810,2007-05-14,54.7,68.0,50.4,46.1,0.0,0.0,0.0
732811,2007-05-15,54.7,68.0,51.5,46.45,0.0,0.0,0.0
732812,2007-05-16,54.7,68.0,52.6,46.8,0.0,0.0,0.0
732813,2007-05-17,54.7,68.0,53.7,47.15,0.0,0.0,0.0
732814,2007-05-18,54.7,68.0,54.8,47.5,0.0,0.0,0.0
732815,2007-05-19,54.7,68.0,55.9,47.85,0.0,0.0,0.0
732816,2007-05-20,54.7,68.0,57.0,48.2,0.0,0.0,0.0
732817,2007-05-21,54.7,68.0,58.1,48.55,0.0,0.0,0.0
732818,2007-05-22,54.7,68.0,59.2,48.9,0.0,0.0,0.0
732819,2007-05-23,54.7,68.0,60.3,49.25,0.0,0.0,0.0
732820,2007-05-24,54.7,68.0,61.4,49.6,0.0,0.0,0.0
732821,2007-05-25,54.7,68.0,62.5,49.95,0.0,0.0,0.0
732822,2007-05-26,54.7,68.0,63.6,50.3,0.0,0.0,0.0
732823,2007-05-27,54.7,68.0,64.7,50.65,0.0,0.0,0.0
732824,2007-05-28,54.7,68.0,65.8,51.0,0.0,0.0,0.0
732825,2007-05-29,54.7,68.0,66.9,51.35,49.9,0.0,0.0
732826,2007-05-30,54.7,68.0,68.0,51.7,50.13,0.0,0.0
732827,2007-05-31,54.7,68.0,68.0,52.05,50.37,0.0,0.0
732828,2007-06-01,55.0,71.0,68.1,52.65,50.63,0.0,0.0
732829,2007-06-02,55.0,71.0,68.2,53.25,50.9,0.0,0.0
732830,2007-06-03,55.0,71.0,68.3,53.85,51.17,0.0,0.0
732831,2007-06-04,55.0,71.0,68.4,54.45,51.43,0.0,0.0
732832,2007-06-05,55.0,71.0,68.5,55.05,51.7,0.0,0.0
732833,2007-06-06,55.0,71.0,68.6,55.65,51.97,0.0,0.0
732834,2007-06-07,55.0,71.0,68.7,56.25,52.23,0.0,0.0
732835,2007-06-08,55.0,71.0,68.8,56.85,52.5,0.0,0.0
732836,2007-06-09,55.0,71.0,68.9,57.45,52.77,0.0,0.0
732837,2007-06-10,55.0,71.0,69.0,58.05,53.03,0.0,0.0
732838,2007-06-11,55.0,71.0,69.1,58.65,53.3,0.0,0.0
732839,2007-06-12,55.0,71.0,69.2,59.25,53.57,0.0,0.0
732840,2007-06-13,55.0,71.0,69.3,59.85,53.83,0.0,0.0
732841,2007-06-14,55.0,71.0,69.4,60.45,54.1,0.0,0.0
732842,2007-06-15,55.0,71.0,69.5,61.05,54.37,0.0,0.0
732843,2007-06-16,55.0,71.0,69.6,61.65,54.63,0.0,0.0
732844,2007-06-17,55.0,71.0,69.7,62.25,54.9,0.0,0.0
732845,2007-06-18,55.0,71.0,69.8,62.85,55.17,0.0,0.0
732846,2007-06-19,55.0,71.0,69.9,63.45,55.43,0.0,0.0
732847,2007-06-20,55.0,71.0,70.0,64.05,55.7,0.0,0.0
732848,2007-06-21,55.0,71.0,70.1,64.65,55.97,0.0,0.0
732849,2007-06-22,55.0,71.0,70.2,65.25,56.23,0.0,0.0
732850,2007-06-23,55.0,71.0,70.3,65.85,56.5,0.0,0.0
732851,2007-06-24,55.0,71.0,70.4,66.45,56.77,0.0,0.0
732852,2007-06-25,55.0,71.0,70.5,67.05,57.03,0.0,0.0
732853,2007-06-26,55.0,71.0,70.6,67.65,57.3,0.0,0.0
732854,2007-06-27,55.0,71.0,70.7,68.25,57.57,0.0,0.0
732855,2007-06-28,55.0,71.0,70.8,68.85,57.83,0.0,0.0
732856,2007-06-29,55.0,71.0,70.9,69.45,58.1,0.0,0.0
732857,2007-06-30,55.0,71.0,71.0,69.5,58.37,0.0,0.0
732858,2007-07-01,55.0,71.0,71.0,69.55,58.77,0.0,0.0
732859,2007-07-02,56.0,80.0,71.3,69.75,59.27,0.0,0.0
732860,2007-07-03,56.0,80.0,71.6,69.95,59.77,0.0,0.0
732861,2007-07-04,56.0,80.0,71.9,70.15,60.27,0.0,0.0
732862,2007-07-05,56.0,80.0,72.2,70.35,60.77,0.0,0.0
732863,2007-07-06,56.0,80.0,72.5,70.55,61.27,0.0,0.0
732864,2007-07-07,56.0,80.0,72.8,70.75,61.77,0.0,0.0
732865,2007-07-08,56.0,80.0,73.1,70.95,62.27,0.0,0.0
732866,2007-07-09,56.0,80.0,73.4,71.15,62.77,0.0,0.0
732867,2007-07-10,56.0,80.0,73.7,71.35,63.27,0.0,0.0
732868,2007-07-11,56.0,80.0,74.0,71.55,63.77,0.0,0.0
732869,2007-07-12,56.0,80.0,74.3,71.75,64.27,0.0,0.0
732870,2007-07-13,56.0,80.0,74.6,71.95,64.77,0.0,0.0
732871,2007-07-14,56.0,80.0,74.9,72.15,65.27,0.0,0.0
732872,2007-07-15,56.0,80.0,75.2,72.35,65.77,0.0,0.0
732873,2007-07-16,56.0,80.0,75.5,72.55,66.27,0.0,0.0
732874,2007-07-17,56.0,80.0,75.8,72.75,66.77,0.0,0.0
732875,2007-07-18,56.0,80.0,76.1,72.95,67.27,0.0,0.0
732876,2007-07-19,56.0,80.0,76.4,73.15,67.77,0.0,0.0
732877,2007-07-20,56.0,80.0,76.7,73.35,68.27,0.0,0.0
732878,2007-07-21,56.0,80.0,77.0,73.55,68.77,0.0,0.0
732879,2007-07-22,56.0,80.0,77.3,73.75,69.27,0.0,0.0
732880,2007-07-23,56.0,80.0,77.6,73.95,69.77,0.0,0.0
732881,2007-07-24,56.0,80.0,77.9,74.15,70.27,0.0,0.0
732882,2007-07-25,56.0,80.0,78.2,74.35,70.77,0.0,0.0
732883,2007-07-26,56.0,80.0,78.5,74.55,71.27,0.0,0.0
732884,2007-07-27,56.0,80.0,78.8,74.75,71.77,0.0,0.0
732885,2007-07-28,56.0,80.0,79.1,74.95,72.27,0.0,0.0
732886,2007-07-29,56.0,80.0,79.4,75.15,72.77,0.0,0.0
732887,2007-07-30,56.0,80.0,79.7,75.35,72.9,0.0,0.0
732888,2007-07-31,56.0,80.0,80.0,75.5,73.03,0.0,0.0
732889,2007-08-01,53.8,60.0,79.33,75.32,72.94,0.0,0.0
732890,2007-08-02,53.8,60.0,78.67,75.13,72.86,0.0,0.0
732891,2007-08-03,53.8,60.0,78.0,74.95,72.77,0.0,0.0
732892,2007-08-04,53.8,60.0,77.33,74.77,72.68,0.0,0.0
732893,2007-08-05,53.8,60.0,76.67,74.58,72.59,0.0,0.0
732894,2007-08-06,53.8,60.0,76.0,74.4,72.5,0.0,0.0
732895,2007-08-07,53.8,60.0,75.33,74.22,72.41,0.0,0.0
732896,2007-08-08,53.8,60.0,74.67,74.03,72.32,0.0,0.0
732897,2007-08-09,53.8,60.0,74.0,73.85,72.23,0.0,0.0
732898,2007-08-10,53.8,60.0,73.33,73.67,72.14,0.0,0.0
732899,2007-08-11,53.8,60.0,72.67,73.48,72.06,0.0,0.0
732900,2007-08-12,53.8,60.0,72.0,73.3,71.97,0.0,0.0
732901,2007-08-13,53.8,60.0,71.33,73.12,71.88,0.0,0.0
732902,2007-08-14,53.8,60.0,70.67,72.93,71.79,0.0,0.0
732903,2007-08-15,53.8,60.0,70.0,72.75,71.7,0.0,0.0
732904,2007-08-16,53.8,60.0,69.33,72.57,71.61,0.0,0.0
732905,2007-08-17,53.8,60.0,68.67,72.38,71.52,0.0,0.0
732906,2007-08-18,53.8,60.0,68.0,72.2,71.43,0.0,0.0
732907,2007-08-19,53.8,60.0,67.33,72.02,71.34,0.0,0.0
732908,2007-08-20,53.8,60.0,66.67,71.83,71.26,0.0,0.0
732909,2007-08-21,53.8,60.0,66.0,71.65,71.17,0.0,0.0
732910,2007-08-22,53.8,60.0,65.33,71.47,71.08,0.0,0.0
732911,2007-08-23,53.8,60.0,64.67,71.28,70.99,0.0,0.0
732912,2007-08-24,53.8,60.0,64.0,71.1,70.9,0.0,0.0
732913,2007-08-25,53.8,60.0,63.33,70.92,70.81,0.0,0.0
732914,2007-08-26,53.8,60.0,62.67,70.73,70.72,0.0,0.0
732915,2007-08-27,53.8,60.0,62.0,70.55,70.63,60.27,0.0
732916,2007-08-28,53.8,60.0,61.33,70.37,70.54,60.34,0.0
732917,2007-08-29,53.8,60.0,60.67,70.18,70.46,60.41,0.0
732918,2007-08-30,53.8,60.0,60.0,70.0,70.33,60.48,0.0
732919,2007-08-31,53.8,60.0,60.0,69.67,70.21,60.56,0.0
732920,2007-09-01,53.8,60.0,60.0,69.33,70.09,60.63,0.0
732921,2007-09-02,53.8,60.0,60.0,69.0,69.97,60.7,0.0
732922,2007-09-03,53.8,60.0,60.0,68.67,69.84,60.77,0.0
732923,2007-09-04,52.9,52.0,59.73,68.2,69.63,60.8,0.0
732924,2007-09-05,52.9,52.0,59.47,67.73,69.42,60.83,0.0
732925,2007-09-06,52.9,52.0,59.2,67.27,69.21,60.86,0.0
732926,2007-09-07,52.9,52.0,58.93,66.8,69.0,60.88,0.0
732927,2007-09-08,52.9,52.0,58.67,66.33,68.79,60.91,0.0
732928,2007-09-09,52.9,52.0,58.4,65.87,68.58,60.94,0.0
732929,2007-09-10,52.9,52.0,58.13,65.4,68.37,60.97,0.0
732930,2007-09-11,52.9,52.0,57.87,64.93,68.16,60.99,0.0
732931,2007-09-12,52.9,52.0,57.6,64.47,67.94,61.02,0.0
732932,2007-09-13,52.9,52.0,57.33,64.0,67.73,61.05,0.0
732933,2007-09-14,52.9,52.0,57.07,63.53,67.52,61.08,0.0
732934,2007-09-15,52.9,52.0,56.8,63.07,67.31,61.11,0.0
732935,2007-09-16,52.9,52.0,56.53,62.6,67.1,61.13,0.0
732936,2007-09-17,52.9,52.0,56.27,62.13,66.89,61.16,0.0
732937,2007-09-18,52.9,52.0,56.0,61.67,66.68,61.19,0.0
732938,2007-09-19,52.9,52.0,55.73,61.2,66.47,61.22,0.0
732939,2007-09-20,52.9,52.0,55.47,60.73,66.26,61.24,0.0
732940,2007-09-21,52.9,52.0,55.2,60.27,66.04,61.27,0.0
732941,2007-09-22,52.9,52.0,54.93,59.8,65.83,61.3,0.0
732942,2007-09-23,52.9,52.0,54.67,59.33,65.62,61.33,0.0
732943,2007-09-24,52.9,52.0,54.4,58.87,65.41,61.36,0.0
732944,2007-09-25,52.9,52.0,54.13,58.4,65.2,61.38,0.0
732945,2007-09-26,52.9,52.0,53.87,57.93,64.99,61.41,0.0
732946,2007-09-27,52.9,52.0,53.6,57.47,64.78,61.44,0.0
732947,2007-09-28,52.9,52.0,53.33,57.0,64.57,61.47,0.0
732948,2007-09-29,52.9,52.0,53.07,56.53,64.36,61.56,0.0
732949,2007-09-30,52.9,52.0,52.8,56.4,64.04,61.66,0.0
732950,2007-10-01,52.0,44.0,52.27,56.13,63.64,61.71,0.0
732951,2007-10-02,52.0,44.0,51.73,55.87,63.24,61.76,0.0
732952,2007-10-03,52.0,44.0,51.2,55.6,62.84,61.81,0.0
732953,2007-10-04,52.0,44.0,50.93,55.33,62.44,61.86,0.0
732954,2007-10-05,52.0,44.0,50.67,55.07,62.04,61.91,0.0
732955,2007-10-06,52.0,44.0,50.4,54.8,61.64,61.96,0.0
732956,2007-10-07,52.0,44.0,50.13,54.53,61.24,62.01,0.0
732957,2007-10-08,52.0,44.0,49.87,54.27,60.84,62.06,0.0
732958,2007-10-09,52.0,44.0,49.6,54.0,60.44,62.11,0.0
732959,2007-10-10,52.0,44.0,49.33,53.73,60.04,62.16,0.0
732960,2007-10-11,52.0,44.0,49.07,53.47,59.64,62.21,0.0
732961,2007-10-12,52.0,44.0,48.8,53.2,59.24,62.26,0.0
732962,2007-10-13,52.0,44.0,48.53,52.93,58.84,62.31,0.0
732963,2007-10-14,52.0,44.0,48.27,52.67,58.44,62.36,0.0
732964,2007-10-15,52.0,44.0,48.0,52.4,58.04,62.41,0.0
732965,2007-10-16,52.0,44.0,47.73,52.13,57.64,62.46,0.0
732966,2007-10-17,52.0,44.0,47.47,51.87,57.24,62.51,0.0
732967,2007-10-18,52.0,44.0,47.2,51.6,56.84,62.56,0.0
732968,2007-10-19,52.0,44.0,46.93,51.33,56.44,62.61,0.0
732969,2007-10-20,52.0,44.0,46.67,51.07,56.04,62.66,0.0
732970,2007-10-21,52.0,44.0,46.4,50.8,55.64,62.71,0.0
732971,2007-10-22,52.0,44.0,46.13,50.53,55.24,62.76,0.0
732972,2007-10-23,52.0,44.0,45.87,50.27,54.84,62.81,0.0
732973,2007-10-24,52.0,44.0,45.6,50.0,54.44,62.86,0.0
732974,2007-10-25,52.0,44.0,45.33,49.73,54.04,62.91,0.0
732975,2007-10-26,52.0,44.0,45.07,49.47,53.64,62.96,0.0
732976,2007-10-27,52.0,44.0,44.8,49.2,53.24,63.01,0.0
732977,2007-10-28,52.0,44.0,44.53,48.93,52.84,62.87,0.0
732978,2007-10-29,52.0,44.0,44.27,48.67,52.44,62.74,0.0
732979,2007-10-30,52.0,44.0,44.0,48.4,52.27,62.61,0.0
732980,2007-10-31,52.0,44.0,44.0,48.13,52.09,62.47,0.0
732981,2007-11-01,50.9,35.0,43.7,47.72,51.81,62.29,0.0
732982,2007-11-02,50.9,35.0,43.4,47.3,51.53,62.11,0.0
732983,2007-11-03,50.9,35.0,43.1,47.02,51.26,61.92,0.0
732984,2007-11-04,50.9,35.0,42.8,46.73,50.98,61.74,0.0
732985,2007-11-05,50.9,35.0,42.5,46.45,50.7,61.56,0.0
732986,2007-11-06,50.9,35.0,42.2,46.17,50.42,61.37,0.0
732987,2007-11-07,50.9,35.0,41.9,45.88,50.14,61.19,0.0
732988,2007-11-08,50.9,35.0,41.6,45.6,49.87,61.01,0.0
732989,2007-11-09,50.9,35.0,41.3,45.32,49.59,60.82,0.0
732990,2007-11-10,50.9,35.0,41.0,45.03,49.31,60.64,0.0
732991,2007-11-11,50.9,35.0,40.7,44.75,49.03,60.46,0.0
732992,2007-11-12,50.9,35.0,40.4,44.47,48.76,60.27,0.0
732993,2007-11-13,50.9,35.0,40.1,44.18,48.48,60.09,0.0
732994,2007-11-14,50.9,35.0,39.8,43.9,48.2,59.91,0.0
732995,2007-11-15,50.9,35.0,39.5,43.62,47.92,59.72,0.0
732996,2007-11-16,50.9,35.0,39.2,43.33,47.64,59.54,0.0
732997,2007-11-17,50.9,35.0,38.9,43.05,47.37,59.36,0.0
732998,2007-11-18,50.9,35.0,38.6,42.77,47.09,59.17,0.0
732999,2007-11-19,50.9,35.0,38.3,42.48,46.81,58.99,0.0
733000,2007-11-20,50.9,35.0,38.0,42.2,46.53,58.81,0.0
733001,2007-11-21,50.9,35.0,37.7,41.92,46.26,58.62,0.0
733002,2007-11-22,50.9,35.0,37.4,41.63,45.98,58.44,0.0
733003,2007-11-23,50.9,35.0,37.1,41.35,45.7,58.26,0.0
733004,2007-11-24,50.9,35.0,36.8,41.07,45.42,58.07,0.0
733005,2007-11-25,50.9,35.0,36.5,40.78,45.14,57.89,0.0
733006,2007-11-26,50.9,35.0,36.2,40.5,44.87,57.71,0.0
733007,2007-11-27,50.9,35.0,35.9,40.22,44.59,57.52,0.0
733008,2007-11-28,50.9,35.0,35.6,39.93,44.31,57.32,0.0
733009,2007-11-29,50.9,35.0,35.3,39.65,44.03,57.12,0.0
733010,2007-11-30,50.9,35.0,35.0,39.5,43.76,56.92,0.0
733011,2007-12-01,50.9,35.0,35.0,39.35,43.48,56.72,0.0
733012,2007-12-02,50.9,35.0,35.0,39.2,43.2,56.52,0.0
733013,2007-12-03,50.8,34.0,34.97,39.03,43.0,56.32,0.0
733014,2007-12-04,50.8,34.0,34.93,38.87,42.8,56.11,0.0
733015,2007-12-05,50.8,34.0,34.9,38.7,42.6,55.91,0.0
733016,2007-12-06,50.8,34.0,34.87,38.53,42.4,55.7,0.0
733017,2007-12-07,50.8,34.0,34.83,38.37,42.2,55.49,0.0
733018,2007-12-08,50.8,34.0,34.8,38.2,42.0,55.29,0.0
733019,2007-12-09,50.8,34.0,34.77,38.03,41.8,55.08,0.0
733020,2007-12-10,50.8,34.0,34.73,37.87,41.6,54.88,0.0
733021,2007-12-11,50.8,34.0,34.7,37.7,41.4,54.67,0.0
733022,2007-12-12,50.8,34.0,34.67,37.53,41.2,54.47,0.0
733023,2007-12-13,50.8,34.0,34.63,37.37,41.0,54.26,0.0
733024,2007-12-14,50.8,34.0,34.6,37.2,40.8,54.06,0.0
733025,2007-12-15,50.8,34.0,34.57,37.03,40.6,53.85,0.0
733026,2007-12-16,50.8,34.0,34.53,36.87,40.4,53.64,0.0
733027,2007-12-17,50.8,34.0,34.5,36.7,40.2,53.44,0.0
733028,2007-12-18,50.8,34.0,34.47,36.53,40.0,53.23,0.0
733029,2007-12-19,50.8,34.0,34.43,36.37,39.8,53.03,0.0
733030,2007-12-20,50.8,34.0,34.4,36.2,39.6,52.82,0.0
733031,2007-12-21,50.8,34.0,34.37,36.03,39.4,52.62,0.0
733032,2007-12-22,50.8,34.0,34.33,35.87,39.2,52.41,0.0
733033,2007-12-23,50.8,34.0,34.3,35.7,39.0,52.21,0.0
733034,2007-12-24,50.8,34.0,34.27,35.53,38.8,52.0,0.0
733035,2007-12-25,50.8,34.0,34.23,35.37,38.6,51.79,0.0
733036,2007-12-26,50.8,34.0,34.2,35.2,38.4,51.59,0.0
733037,2007-12-27,50.8,34.0,34.17,35.03,38.2,51.38,0.0
733038,2007-12-28,50.8,34.0,34.13,34.87,38.0,51.18,0.0
733039,2007-12-29,50.8,34.0,34.1,34.7,37.8,50.92,0.0
733040,2007-12-30,50.8,34.0,34.07,34.53,37.69,50.67,0.0
733041,2007-12-31,50.8,34.0,34.03,34.52,37.58,50.41,0.0
733042,2008-01-01,50.8,34.0,34.0,34.5,37.47,50.16,0.0
733043,2008-01-02,48.4,13.0,33.3,34.13,37.12,49.78,0.0
733044,2008-01-03,48.4,13.0,32.6,33.77,36.78,49.41,0.0
733045,2008-01-04,48.4,13.0,31.9,33.4,36.43,49.04,0.0
733046,2008-01-05,48.4,13.0,31.2,33.03,36.09,48.67,0.0
733047,2008-01-06,48.4,13.0,30.5,32.67,35.74,48.29,0.0
733048,2008-01-07,48.4,13.0,29.8,32.3,35.4,47.92,0.0
733049,2008-01-08,48.4,13.0,29.1,31.93,35.06,47.55,0.0
733050,2008-01-09,48.4,13.0,28.4,31.57,34.71,47.18,0.0
733051,2008-01-10,48.4,13.0,27.7,31.2,34.37,46.81,0.0
733052,2008-01-11,48.4,13.0,27.0,30.83,34.02,46.43,0.0
733053,2008-01-12,48.4,13.0,26.3,30.47,33.68,46.06,0.0
733054,2008-01-13,48.4,13.0,25.6,30.1,33.33,45.69,0.0
733055,2008-01-14,48.4,13.0,24.9,29.73,32.99,45.32,0.0
733056,2008-01-15,48.4,13.0,24.2,29.37,32.64,44.94,0.0
733057,2008-01-16,48.4,13.0,23.5,29.0,32.3,44.57,0.0
733058,2008-01-17,48.4,13.0,22.8,28.63,31.96,44.2,0.0
733059,2008-01-18,48.4,13.0,22.1,28.27,31.61,43.83,0.0
733060,2008-01-19,48.4,13.0,21.4,27.9,31.27,43.46,0.0
733061,2008-01-20,48.4,13.0,20.7,27.53,30.92,43.08,0.0
733062,2008-01-21,48.4,13.0,20.0,27.17,30.58,42.71,0.0
733063,2008-01-22,48.4,13.0,19.3,26.8,30.23,42.34,0.0
733064,2008-01-23,48.4,13.0,18.6,26.43,29.89,41.97,0.0
733065,2008-01-24,48.4,13.0,17.9,26.07,29.54,41.59,0.0
733066,2008-01-25,48.4,13.0,17.2,25.7,29.2,41.22,0.0
733067,2008-01-26,48.4,13.0,16.5,25.33,28.86,40.85,0.0
733068,2008-01-27,48.4,13.0,15.8,24.97,28.51,40.48,0.0
733069,2008-01-28,48.4,13.0,15.1,24.6,28.17,40.22,0.0
733070,2008-01-29,48.4,13.0,14.4,24.23,27.82,39.96,0.0
733071,2008-01-30,48.4,13.0,13.7,23.87,27.58,39.69,0.0
733072,2008-01-31,48.4,13.0,13.0,23.5,27.33,39.43,0.0
733073,2008-02-01,50.7,33.0,13.67,23.48,27.31,39.28,0.0
733074,2008-02-02,50.7,33.0,14.33,23.47,27.29,39.13,0.0
733075,2008-02-03,50.7,33.0,15.0,23.45,27.27,38.98,0.0
733076,2008-02-04,50.7,33.0,15.67,23.43,27.24,38.83,0.0
733077,2008-02-05,50.7,33.0,16.33,23.42,27.22,38.68,0.0
733078,2008-02-06,50.7,33.0,17.0,23.4,27.2,38.53,0.0
733079,2008-02-07,50.7,33.0,17.67,23.38,27.18,38.38,0.0
733080,2008-02-08,50.7,33.0,18.33,23.37,27.16,38.23,0.0
733081,2008-02-09,50.7,33.0,19.0,23.35,27.13,38.08,0.0
733082,2008-02-10,50.7,33.0,19.67,23.33,27.11,37.93,0.0
733083,2008-02-11,50.7,33.0,20.33,23.32,27.09,37.78,0.0
733084,2008-02-12,50.7,33.0,21.0,23.3,27.07,37.63,0.0
733085,2008-02-13,50.7,33.0,21.67,23.28,27.04,37.48,0.0
733086,2008-02-14,50.7,33.0,22.33,23.27,27.02,37.33,0.0
733087,2008-02-15,50.7,33.0,23.0,23.25,27.0,37.18,0.0
733088,2008-02-16,50.7,33.0,23.67,23.23,26.98,37.03,0.0
733089,2008-02-17,50.7,33.0,24.33,23.22,26.96,36.88,0.0
733090,2008-02-18,50.7,33.0,25.0,23.2,26.93,36.73,0.0
733091,2008-02-19,50.7,33.0,25.67,23.18,26.91,36.58,0.0
733092,2008-02-20,50.7,33.0,26.33,23.17,26.89,36.43,0.0
733093,2008-02-21,50.7,33.0,27.0,23.15,26.87,36.28,0.0
733094,2008-02-22,50.7,33.0,27.67,23.13,26.84,36.13,0.0
733095,2008-02-23,50.7,33.0,28.33,23.12,26.82,35.98,0.0
733096,2008-02-24,50.7,33.0,29.0,23.1,26.8,35.83,0.0
733097,2008-02-25,50.7,33.0,29.67,23.08,26.78,35.68,0.0
733098,2008-02-26,50.7,33.0,30.33,23.07,26.76,35.53,0.0
733099,2008-02-27,50.7,33.0,31.0,23.05,26.73,35.38,0.0
733100,2008-02-28,50.7,33.0,31.67,23.03,26.71,35.23,47.92
733101,2008-02-29,50.7,33.0,32.33,23.02,26.69,35.08,47.88
733102,2008-03-01,50.7,33.0,33.0,23.0,26.67,34.93,47.84
