Rata_Die,Date,Original,Quantized,Avg030,Avg060,Avg090,Avg180,Avg365
735481,2014-09-05,59.0,106.0,91.27,83.73,80.41,71.67,73.96
735482,2014-09-06,59.0,106.0,91.83,84.28,80.77,71.96,74.04
735483,2014-09-07,59.0,106.0,92.4,84.83,81.12,72.24,74.12
735484,2014-09-08,59.0,106.0,92.97,85.38,81.48,72.52,74.2
735485,2014-09-09,59.0,106.0,93.53,85.93,81.83,72.81,74.28
735486,2014-09-10,59.0,106.0,94.1,86.48,82.19,73.09,74.36
735487,2014-09-11,59.0,106.0,94.67,87.03,82.54,73.37,74.44
735488,2014-09-12,59.0,106.0,95.23,87.58,82.9,73.66,74.52
735489,2014-09-13,59.0,106.0,95.8,88.13,83.26,73.94,74.6
735490,2014-09-14,59.0,106.0,96.37,88.68,83.61,74.22,74.68
735491,2014-09-15,59.0,106.0,96.93,89.23,83.97,74.51,74.76
735492,2014-09-16,59.0,106.0,97.5,89.78,84.32,74.79,74.84
735493,2014-09-17,59.0,106.0,98.07,90.33,84.68,75.07,74.92
735494,2014-09-18,59.0,106.0,98.63,90.88,85.03,75.36,74.99
735495,2014-09-19,59.0,106.0,99.2,91.43,85.39,75.64,75.07
735496,2014-09-20,59.0,106.0,99.77,91.98,85.74,75.92,75.15
735497,2014-09-21,59.0,106.0,100.33,92.53,86.1,76.21,75.23
735498,2014-09-22,59.0,106.0,100.9,93.08,86.46,76.49,75.31
735499,2014-09-23,59.0,106.0,101.47,93.63,86.81,76.77,75.39
735500,2014-09-24,59.0,106.0,102.03,94.18,87.17,77.06,75.47
735501,2014-09-25,59.0,106.0,102.6,94.73,87.52,77.34,75.55
735502,2014-09-26,59.0,106.0,103.17,95.28,87.88,77.62,75.63
735503,2014-09-27,59.0,106.0,103.73,95.83,88.23,77.91,75.71
735504,2014-09-28,59.0,106.0,104.3,96.38,88.59,78.17,75.79
735505,2014-09-29,59.0,106.0,104.87,96.93,88.96,78.43,75.87
735506,2014-09-30,59.0,106.0,105.43,97.22,89.32,78.69,75.95
735507,2014-10-01,56.6,85.0,105.3,97.15,89.46,78.83,75.96
735508,2014-10-02,56.6,85.0,104.6,97.08,89.59,78.98,75.97
735509,2014-10-03,56.6,85.0,103.9,97.02,89.72,79.12,75.98
735510,2014-10-04,56.6,85.0,103.2,96.95,89.86,79.27,75.99
735511,2014-10-05,56.6,85.0,102.5,96.88,89.99,79.41,76.0
735512,2014-10-06,56.6,85.0,101.8,96.82,90.12,79.56,76.01
735513,2014-10-07,56.6,85.0,101.1,96.75,90.26,79.7,76.02
735514,2014-10-08,56.6,85.0,100.4,96.68,90.39,79.84,76.04
735515,2014-10-09,56.6,85.0,99.7,96.62,90.52,79.99,76.05
735516,2014-10-10,56.6,85.0,99.0,96.55,90.66,80.13,76.06
735517,2014-10-11,56.6,85.0,98.3,96.48,90.79,80.28,76.07
735518,2014-10-12,56.6,85.0,97.6,96.42,90.92,80.42,76.08
735519,2014-10-13,56.6,85.0,96.9,96.35,91.06,80.57,76.09
735520,2014-10-14,56.6,85.0,96.2,96.28,91.19,80.71,76.1
735521,2014-10-15,56.6,85.0,95.5,96.22,91.32,80.86,76.11
735522,2014-10-16,56.6,85.0,94.8,96.15,91.46,81.0,76.12
735523,2014-10-17,56.6,85.0,94.1,96.08,91.59,81.14,76.13
735524,2014-10-18,56.6,85.0,93.4,96.02,91.72,81.29,76.15
735525,2014-10-19,56.6,85.0,92.7,95.95,91.86,81.43,76.16
735526,2014-10-20,56.6,85.0,92.0,95.88,91.99,81.58,76.17
735527,2014-10-21,56.6,85.0,91.3,95.82,92.12,81.72,76.18
735528,2014-10-22,56.6,85.0,90.6,95.75,92.26,81.87,76.19
735529,2014-10-23,56.6,85.0,89.9,95.68,92.39,82.01,76.2
735530,2014-10-24,56.6,85.0,89.2,95.62,92.52,82.16,76.21
735531,2014-10-25,56.6,85.0,88.5,95.55,92.66,82.3,76.22
735532,2014-10-26,56.6,85.0,87.8,95.48,92.79,82.44,76.23
735533,2014-10-27,56.6,85.0,87.1,95.42,92.92,82.59,76.24
735534,2014-10-28,56.6,85.0,86.4,95.35,93.06,82.67,76.25
735535,2014-10-29,56.6,85.0,85.7,95.28,93.19,82.76,76.27
735536,2014-10-30,56.6,85.0,85.0,95.22,93.14,82.84,76.28
735537,2014-10-31,56.6,85.0,85.0,95.15,93.1,82.92,76.29
735538,2014-11-01,56.6,85.0,85.0,94.8,93.06,83.01,76.29
735539,2014-11-02,56.6,85.0,85.0,94.45,93.01,83.09,76.3
735540,2014-11-03,59.0,106.0,85.7,94.45,93.2,83.29,76.36
735541,2014-11-04,59.0,106.0,86.4,94.45,93.39,83.49,76.42
735542,2014-11-05,59.0,106.0,87.1,94.45,93.58,83.69,76.49
735543,2014-11-06,59.0,106.0,87.8,94.45,93.77,83.89,76.55
735544,2014-11-07,59.0,106.0,88.5,94.45,93.96,84.09,76.61
735545,2014-11-08,59.0,106.0,89.2,94.45,94.14,84.29,76.68
735546,2014-11-09,59.0,106.0,89.9,94.45,94.33,84.49,76.74
735547,2014-11-10,59.0,106.0,90.6,94.45,94.52,84.69,76.8
735548,2014-11-11,59.0,106.0,91.3,94.45,94.71,84.89,76.87
735549,2014-11-12,59.0,106.0,92.0,94.45,94.9,85.09,76.93
735550,2014-11-13,59.0,106.0,92.7,94.45,95.09,85.29,76.99
735551,2014-11-14,59.0,106.0,93.4,94.45,95.28,85.49,77.05
735552,2014-11-15,59.0,106.0,94.1,94.45,95.47,85.69,77.12
735553,2014-11-16,59.0,106.0,94.8,94.45,95.66,85.89,77.18
735554,2014-11-17,59.0,106.0,95.5,94.45,95.84,86.09,77.24
735555,2014-11-18,59.0,106.0,96.2,94.45,96.03,86.29,77.31
735556,2014-11-19,59.0,106.0,96.9,94.45,96.22,86.49,77.37
735557,2014-11-20,59.0,106.0,97.6,94.45,96.41,86.69,77.43
735558,2014-11-21,59.0,106.0,98.3,94.45,96.6,86.89,77.5
735559,2014-11-22,59.0,106.0,99.0,94.45,96.79,87.09,77.56
735560,2014-11-23,59.0,106.0,99.7,94.45,96.98,87.29,77.62
735561,2014-11-24,59.0,106.0,100.4,94.45,97.17,87.49,77.68
735562,2014-11-25,59.0,106.0,101.1,94.45,97.36,87.69,77.75
735563,2014-11-26,59.0,106.0,101.8,94.45,97.54,87.89,77.81
735564,2014-11-27,59.0,106.0,102.5,94.45,97.73,88.09,77.87
735565,2014-11-28,59.0,106.0,103.2,94.45,97.92,88.29,77.94
735566,2014-11-29,59.0,106.0,103.9,94.45,98.11,88.47,78.0
735567,2014-11-30,59.0,106.0,104.6,94.8,98.3,88.64,78.06
735568,2014-12-01,58.7,103.0,105.2,95.1,98.27,88.81,78.12
735569,2014-12-02,58.7,103.0,105.8,95.4,98.23,88.97,78.15
735570,2014-12-03,58.7,103.0,105.7,95.7,98.2,89.13,78.18
735571,2014-12-04,58.7,103.0,105.6,96.0,98.17,89.29,78.22
735572,2014-12-05,58.7,103.0,105.5,96.3,98.13,89.45,78.25
735573,2014-12-06,58.7,103.0,105.4,96.6,98.1,89.61,78.28
735574,2014-12-07,58.7,103.0,105.3,96.9,98.07,89.77,78.32
735575,2014-12-08,58.7,103.0,105.2,97.2,98.03,89.93,78.35
735576,2014-12-09,58.7,103.0,105.1,97.5,98.0,90.09,78.38
735577,2014-12-10,58.7,103.0,105.0,97.8,97.97,90.26,78.41
735578,2014-12-11,58.7,103.0,104.9,98.1,97.93,90.42,78.45
735579,2014-12-12,58.7,103.0,104.8,98.4,97.9,90.58,78.48
735580,2014-12-13,58.7,103.0,104.7,98.7,97.87,90.74,78.51
735581,2014-12-14,58.7,103.0,104.6,99.0,97.83,90.9,78.55
735582,2014-12-15,58.7,103.0,104.5,99.3,97.8,91.06,78.58
735583,2014-12-16,58.7,103.0,104.4,99.6,97.77,91.22,78.61
735584,2014-12-17,58.7,103.0,104.3,99.9,97.73,91.38,78.64
735585,2014-12-18,58.7,103.0,104.2,100.2,97.7,91.54,78.68
735586,2014-12-19,58.7,103.0,104.1,100.5,97.67,91.71,78.71
735587,2014-12-20,58.7,103.0,104.0,100.8,97.63,91.87,78.74
735588,2014-12-21,58.7,103.0,103.9,101.1,97.6,92.03,78.78
735589,2014-12-22,58.7,103.0,103.8,101.4,97.57,92.19,78.81
735590,2014-12-23,58.7,103.0,103.7,101.7,97.53,92.35,78.84
735591,2014-12-24,58.7,103.0,103.6,102.0,97.5,92.51,78.87
735592,2014-12-25,58.7,103.0,103.5,102.3,97.47,92.67,78.91
735593,2014-12-26,58.7,103.0,103.4,102.6,97.43,92.83,78.94
735594,2014-12-27,58.7,103.0,103.3,102.9,97.4,92.99,78.97
735595,2014-12-28,58.7,103.0,103.2,103.2,97.37,93.16,79.01
735596,2014-12-29,58.7,103.0,103.1,103.5,97.33,93.33,79.04
735597,2014-12-30,58.7,103.0,103.0,103.8,97.53,93.49,79.07
735598,2014-12-31,58.7,103.0,103.0,104.1,97.73,93.66,79.1
735599,2015-01-01,58.7,103.0,103.0,104.4,97.93,93.83,79.14
735600,2015-01-02,55.5,75.0,102.07,103.88,97.82,93.84,79.1
735601,2015-01-03,55.5,75.0,101.13,103.37,97.71,93.85,79.07
735602,2015-01-04,55.5,75.0,100.2,102.85,97.6,93.86,79.03
735603,2015-01-05,55.5,75.0,99.27,102.33,97.49,93.87,78.99
735604,2015-01-06,55.5,75.0,98.33,101.82,97.38,93.88,78.96
735605,2015-01-07,55.5,75.0,97.4,101.3,97.27,93.89,78.92
735606,2015-01-08,55.5,75.0,96.47,100.78,97.16,93.91,78.89
735607,2015-01-09,55.5,75.0,95.53,100.27,97.04,93.92,78.85
735608,2015-01-10,55.5,75.0,94.6,99.75,96.93,93.93,78.82
735609,2015-01-11,55.5,75.0,93.67,99.23,96.82,93.94,78.78
735610,2015-01-12,55.5,75.0,92.73,98.72,96.71,93.95,78.75
735611,2015-01-13,55.5,75.0,91.8,98.2,96.6,93.96,78.71
735612,2015-01-14,55.5,75.0,90.87,97.68,96.49,93.97,78.67
735613,2015-01-15,55.5,75.0,89.93,97.17,96.38,93.98,78.64
735614,2015-01-16,55.5,75.0,89.0,96.65,96.27,93.99,78.6
735615,2015-01-17,55.5,75.0,88.07,96.13,96.16,94.01,78.57
735616,2015-01-18,55.5,75.0,87.13,95.62,96.04,94.02,78.53
735617,2015-01-19,55.5,75.0,86.2,95.1,95.93,94.03,78.5
735618,2015-01-20,55.5,75.0,85.27,94.58,95.82,94.04,78.46
735619,2015-01-21,55.5,75.0,84.33,94.07,95.71,94.05,78.42
735620,2015-01-22,55.5,75.0,83.4,93.55,95.6,94.06,78.39
735621,2015-01-23,55.5,75.0,82.47,93.03,95.49,94.07,78.35
735622,2015-01-24,55.5,75.0,81.53,92.52,95.38,94.08,78.32
735623,2015-01-25,55.5,75.0,80.6,92.0,95.27,94.09,78.28
735624,2015-01-26,55.5,75.0,79.67,91.48,95.16,94.11,78.25
735625,2015-01-27,55.5,75.0,78.73,90.97,95.04,94.12,78.21
735626,2015-01-28,55.5,75.0,77.8,90.45,94.93,94.04,78.18
735627,2015-01-29,55.5,75.0,76.87,89.93,94.82,93.96,78.14
735628,2015-01-30,55.5,75.0,75.93,89.47,94.71,93.88,78.1
735629,2015-01-31,55.5,75.0,75.0,89.0,94.6,93.81,78.07
735630,2015-02-01,55.5,75.0,75.0,88.53,94.26,93.73,78.03
735631,2015-02-02,53.5,58.0,74.43,87.78,93.72,93.56,77.95
735632,2015-02-03,53.5,58.0,73.87,87.03,93.19,93.38,78.01
735633,2015-02-04,53.5,58.0,73.3,86.28,92.66,93.21,78.06
735634,2015-02-05,53.5,58.0,72.73,85.53,92.12,93.04,78.12
735635,2015-02-06,53.5,58.0,72.17,84.78,91.59,92.87,78.17
735636,2015-02-07,53.5,58.0,71.6,84.03,91.06,92.69,78.22
735637,2015-02-08,53.5,58.0,71.03,83.28,90.52,92.52,78.28
735638,2015-02-09,53.5,58.0,70.47,82.53,89.99,92.35,78.33
735639,2015-02-10,53.5,58.0,69.9,81.78,89.46,92.18,78.39
735640,2015-02-11,53.5,58.0,69.33,81.03,88.92,92.01,78.44
735641,2015-02-12,53.5,58.0,68.77,80.28,88.39,91.83,78.5
735642,2015-02-13,53.5,58.0,68.2,79.53,87.86,91.66,78.55
735643,2015-02-14,53.5,58.0,67.63,78.78,87.32,91.49,78.61
735644,2015-02-15,53.5,58.0,67.07,78.03,86.79,91.32,78.66
735645,2015-02-16,53.5,58.0,66.5,77.28,86.26,91.14,78.72
735646,2015-02-17,53.5,58.0,65.93,76.53,85.72,90.97,78.77
735647,2015-02-18,53.5,58.0,65.37,75.78,85.19,90.8,78.83
735648,2015-02-19,53.5,58.0,64.8,75.03,84.66,90.63,78.88
735649,2015-02-20,53.5,58.0,64.23,74.28,84.12,90.46,78.94
735650,2015-02-21,53.5,58.0,63.67,73.53,83.59,90.28,78.99
735651,2015-02-22,53.5,58.0,63.1,72.78,83.06,90.11,79.05
735652,2015-02-23,53.5,58.0,62.53,72.03,82.52,89.94,79.1
735653,2015-02-24,53.5,58.0,61.97,71.28,81.99,89.77,79.16
735654,2015-02-25,53.5,58.0,61.4,70.53,81.46,89.59,79.21
735655,2015-02-26,53.5,58.0,60.83,69.78,80.92,89.42,79.27
735656,2015-02-27,53.5,58.0,60.27,69.03,80.39,89.25,79.32
735657,2015-02-28,53.5,58.0,59.7,68.28,79.86,89.08,79.38
735658,2015-03-01,53.5,58.0,59.13,67.53,79.36,88.81,79.43
735659,2015-03-02,52.9,52.0,58.37,66.68,78.79,88.51,79.47
735660,2015-03-03,52.9,52.0,57.6,66.3,78.22,88.21,79.46
735661,2015-03-04,52.9,52.0,57.4,65.92,77.66,87.91,79.45
735662,2015-03-05,52.9,52.0,57.2,65.53,77.09,87.61,79.44
735663,2015-03-06,52.9,52.0,57.0,65.15,76.52,87.31,79.44
735664,2015-03-07,52.9,52.0,56.8,64.77,75.96,87.01,79.43
735665,2015-03-08,52.9,52.0,56.6,64.38,75.39,86.71,79.42
735666,2015-03-09,52.9,52.0,56.4,64.0,74.82,86.41,79.41
735667,2015-03-10,52.9,52.0,56.2,63.62,74.26,86.11,79.4
735668,2015-03-11,52.9,52.0,56.0,63.23,73.69,85.81,79.39
735669,2015-03-12,52.9,52.0,55.8,62.85,73.12,85.51,79.39
735670,2015-03-13,52.9,52.0,55.6,62.47,72.56,85.21,79.38
735671,2015-03-14,52.9,52.0,55.4,62.08,71.99,84.91,79.37
735672,2015-03-15,52.9,52.0,55.2,61.7,71.42,84.61,79.36
735673,2015-03-16,52.9,52.0,55.0,61.32,70.86,84.31,79.35
735674,2015-03-17,52.9,52.0,54.8,60.93,70.29,84.01,79.35
735675,2015-03-18,52.9,52.0,54.6,60.55,69.72,83.71,79.34
735676,2015-03-19,52.9,52.0,54.4,60.17,69.16,83.41,79.33
735677,2015-03-20,52.9,52.0,54.2,59.78,68.59,83.11,79.32
735678,2015-03-21,52.9,52.0,54.0,59.4,68.02,82.81,79.31
735679,2015-03-22,52.9,52.0,53.8,59.02,67.46,82.51,79.3
735680,2015-03-23,52.9,52.0,53.6,58.63,66.89,82.21,79.3
735681,2015-03-24,52.9,52.0,53.4,58.25,66.32,81.91,79.29
735682,2015-03-25,52.9,52.0,53.2,57.87,65.76,81.61,79.28
735683,2015-03-26,52.9,52.0,53.0,57.48,65.19,81.31,79.27
735684,2015-03-27,52.9,52.0,52.8,57.1,64.62,81.01,79.26
735685,2015-03-28,52.9,52.0,52.6,56.72,64.06,80.71,79.25
735686,2015-03-29,52.9,52.0,52.4,56.33,63.49,80.41,79.25
735687,2015-03-30,52.9,52.0,52.2,55.95,62.92,80.23,79.24
735688,2015-03-31,52.9,52.0,52.0,55.57,62.36,80.04,79.23
735689,2015-04-01,51.5,40.0,51.6,54.98,61.66,79.79,79.18
735690,2015-04-02,51.5,40.0,51.2,54.4,61.27,79.54,79.13
735691,2015-04-03,51.5,40.0,50.8,54.1,60.88,79.29,79.07
735692,2015-04-04,51.5,40.0,50.4,53.8,60.49,79.04,79.02
735693,2015-04-05,51.5,40.0,50.0,53.5,60.1,78.79,78.97
735694,2015-04-06,51.5,40.0,49.6,53.2,59.71,78.54,78.92
735695,2015-04-07,51.5,40.0,49.2,52.9,59.32,78.29,78.87
735696,2015-04-08,51.5,40.0,48.8,52.6,58.93,78.04,78.81
735697,2015-04-09,51.5,40.0,48.4,52.3,58.54,77.79,78.76
735698,2015-04-10,51.5,40.0,48.0,52.0,58.16,77.54,78.71
735699,2015-04-11,51.5,40.0,47.6,51.7,57.77,77.29,78.66
735700,2015-04-12,51.5,40.0,47.2,51.4,57.38,77.04,78.61
735701,2015-04-13,51.5,40.0,46.8,51.1,56.99,76.79,78.55
735702,2015-04-14,51.5,40.0,46.4,50.8,56.6,76.54,78.5
735703,2015-04-15,51.5,40.0,46.0,50.5,56.21,76.29,78.45
735704,2015-04-16,51.5,40.0,45.6,50.2,55.82,76.04,78.4
735705,2015-04-17,51.5,40.0,45.2,49.9,55.43,75.79,78.35
735706,2015-04-18,51.5,40.0,44.8,49.6,55.04,75.54,78.29
735707,2015-04-19,51.5,40.0,44.4,49.3,54.66,75.29,78.24
735708,2015-04-20,51.5,40.0,44.0,49.0,54.27,75.04,78.19
735709,2015-04-21,51.5,40.0,43.6,48.7,53.88,74.79,78.14
735710,2015-04-22,51.5,40.0,43.2,48.4,53.49,74.54,78.08
735711,2015-04-23,51.5,40.0,42.8,48.1,53.1,74.29,78.03
735712,2015-04-24,51.5,40.0,42.4,47.8,52.71,74.04,77.98
735713,2015-04-25,51.5,40.0,42.0,47.5,52.32,73.79,77.93
735714,2015-04-26,51.5,40.0,41.6,47.2,51.93,73.54,77.88
735715,2015-04-27,51.5,40.0,41.2,46.9,51.54,73.29,77.82
735716,2015-04-28,51.5,40.0,40.8,46.6,51.16,73.04,77.77
735717,2015-04-29,51.5,40.0,40.4,46.3,50.77,72.79,77.72
735718,2015-04-30,51.5,40.0,40.0,46.0,50.38,72.54,77.67
735719,2015-05-01,51.5,40.0,40.0,45.8,49.99,72.29,77.59
735720,2015-05-02,51.5,40.0,40.0,45.6,49.6,71.93,77.5
735721,2015-05-03,51.5,40.0,40.0,45.4,49.4,71.56,77.42
735722,2015-05-04,51.5,40.0,40.0,45.2,49.2,71.19,77.34
735723,2015-05-05,51.5,40.0,40.0,45.0,49.0,70.83,77.26
735724,2015-05-06,51.5,40.0,40.0,44.8,48.8,70.46,77.18
735725,2015-05-07,51.5,40.0,40.0,44.6,48.6,70.09,77.09
735726,2015-05-08,51.5,40.0,40.0,44.4,48.4,69.73,77.01
735727,2015-05-09,51.5,40.0,40.0,44.2,48.2,69.36,76.93
735728,2015-05-10,51.5,40.0,40.0,44.0,48.0,68.99,76.85
735729,2015-05-11,51.5,40.0,40.0,43.8,47.8,68.63,76.76
735730,2015-05-12,51.5,40.0,40.0,43.6,47.6,68.26,76.68
735731,2015-05-13,51.5,40.0,40.0,43.4,47.4,67.89,76.6
735732,2015-05-14,51.5,40.0,40.0,43.2,47.2,67.53,76.52
735733,2015-05-15,51.5,40.0,40.0,43.0,47.0,67.16,76.44
735734,2015-05-16,51.5,40.0,40.0,42.8,46.8,66.79,76.35
735735,2015-05-17,51.5,40.0,40.0,42.6,46.6,66.43,76.27
735736,2015-05-18,51.5,40.0,40.0,42.4,46.4,66.06,76.19
735737,2015-05-19,51.5,40.0,40.0,42.2,46.2,65.69,76.11
735738,2015-05-20,51.5,40.0,40.0,42.0,46.0,65.33,76.02
735739,2015-05-21,51.5,40.0,40.0,41.8,45.8,64.96,75.94
735740,2015-05-22,51.5,40.0,40.0,41.6,45.6,64.59,75.86
735741,2015-05-23,51.5,40.0,40.0,41.4,45.4,64.23,75.78
735742,2015-05-24,51.5,40.0,40.0,41.2,45.2,63.86,75.7
735743,2015-05-25,51.5,40.0,40.0,41.0,45.0,63.49,75.61
735744,2015-05-26,51.5,40.0,40.0,40.8,44.8,63.13,75.53
735745,2015-05-27,51.5,40.0,40.0,40.6,44.6,62.76,75.45
735746,2015-05-28,51.5,40.0,40.0,40.4,44.4,62.39,75.37
735747,2015-05-29,51.5,40.0,40.0,40.2,44.2,62.03,75.28
735748,2015-05-30,51.5,40.0,40.0,40.0,44.0,61.68,75.2
735749,2015-05-31,51.5,40.0,40.0,40.0,43.87,61.33,75.12
735750,2015-06-01,52.8,51.0,40.37,40.18,43.86,61.04,75.07
735751,2015-06-02,52.8,51.0,40.73,40.37,43.84,60.75,75.01
735752,2015-06-03,52.8,51.0,41.1,40.55,43.83,60.46,74.94
735753,2015-06-04,52.8,51.0,41.47,40.73,43.82,60.17,74.88
735754,2015-06-05,52.8,51.0,41.83,40.92,43.81,59.88,74.82
735755,2015-06-06,52.8,51.0,42.2,41.1,43.8,59.59,74.75
735756,2015-06-07,52.8,51.0,42.57,41.28,43.79,59.31,74.69
735757,2015-06-08,52.8,51.0,42.93,41.47,43.78,59.02,74.63
735758,2015-06-09,52.8,51.0,43.3,41.65,43.77,58.73,74.56
735759,2015-06-10,52.8,51.0,43.67,41.83,43.76,58.44,74.5
735760,2015-06-11,52.8,51.0,44.03,42.02,43.74,58.15,74.44
735761,2015-06-12,52.8,51.0,44.4,42.2,43.73,57.86,74.38
735762,2015-06-13,52.8,51.0,44.77,42.38,43.72,57.57,74.31
735763,2015-06-14,52.8,51.0,45.13,42.57,43.71,57.28,74.25
735764,2015-06-15,52.8,51.0,45.5,42.75,43.7,56.99,74.19
735765,2015-06-16,52.8,51.0,45.87,42.93,43.69,56.71,74.12
735766,2015-06-17,52.8,51.0,46.23,43.12,43.68,56.42,74.06
735767,2015-06-18,52.8,51.0,46.6,43.3,43.67,56.13,74.0
735768,2015-06-19,52.8,51.0,46.97,43.48,43.66,55.84,73.93
735769,2015-06-20,52.8,51.0,47.33,43.67,43.64,55.55,73.87
735770,2015-06-21,52.8,51.0,47.7,43.85,43.63,55.26,73.81
735771,2015-06-22,52.8,51.0,48.07,44.03,43.62,54.97,73.75
735772,2015-06-23,52.8,51.0,48.43,44.22,43.61,54.68,73.68
735773,2015-06-24,52.8,51.0,48.8,44.4,43.6,54.39,73.62
735774,2015-06-25,52.8,51.0,49.17,44.58,43.59,54.11,73.56
735775,2015-06-26,52.8,51.0,49.53,44.77,43.58,53.82,73.49
735776,2015-06-27,52.8,51.0,49.9,44.95,43.57,53.53,73.43
735777,2015-06-28,52.8,51.0,50.27,45.13,43.56,53.24,73.37
735778,2015-06-29,52.8,51.0,50.63,45.32,43.54,52.95,73.3
735779,2015-06-30,52.8,51.0,51.0,45.5,43.67,52.66,73.24
735780,2015-07-01,53.5,58.0,51.23,45.8,43.87,52.57,73.2
735781,2015-07-02,53.5,58.0,51.47,46.1,44.07,52.47,73.16
735782,2015-07-03,53.5,58.0,51.7,46.4,44.27,52.38,73.12
735783,2015-07-04,53.5,58.0,51.93,46.7,44.47,52.28,73.08
735784,2015-07-05,53.5,58.0,52.17,47.0,44.67,52.19,73.04
735785,2015-07-06,53.5,58.0,52.4,47.3,44.87,52.09,72.99
735786,2015-07-07,53.5,58.0,52.63,47.6,45.07,52.0,72.95
735787,2015-07-08,53.5,58.0,52.87,47.9,45.27,51.91,72.91
735788,2015-07-09,53.5,58.0,53.1,48.2,45.47,51.81,72.87
735789,2015-07-10,53.5,58.0,53.33,48.5,45.67,51.72,72.83
735790,2015-07-11,53.5,58.0,53.57,48.8,45.87,51.62,72.79
735791,2015-07-12,53.5,58.0,53.8,49.1,46.07,51.53,72.75
735792,2015-07-13,53.5,58.0,54.03,49.4,46.27,51.43,72.71
735793,2015-07-14,53.5,58.0,54.27,49.7,46.47,51.34,72.67
735794,2015-07-15,53.5,58.0,54.5,50.0,46.67,51.24,72.62
735795,2015-07-16,53.5,58.0,54.73,50.3,46.87,51.15,72.58
735796,2015-07-17,53.5,58.0,54.97,50.6,47.07,51.06,72.54
735797,2015-07-18,53.5,58.0,55.2,50.9,47.27,50.96,72.5
735798,2015-07-19,53.5,58.0,55.43,51.2,47.47,50.87,72.46
735799,2015-07-20,53.5,58.0,55.67,51.5,47.67,50.77,72.42
735800,2015-07-21,53.5,58.0,55.9,51.8,47.87,50.68,72.38
735801,2015-07-22,53.5,58.0,56.13,52.1,48.07,50.58,72.34
735802,2015-07-23,53.5,58.0,56.37,52.4,48.27,50.49,72.3
735803,2015-07-24,53.5,58.0,56.6,52.7,48.47,50.39,72.25
735804,2015-07-25,53.5,58.0,56.83,53.0,48.67,50.3,72.21
735805,2015-07-26,53.5,58.0,57.07,53.3,48.87,50.21,72.17
735806,2015-07-27,53.5,58.0,57.3,53.6,49.07,50.11,72.13
735807,2015-07-28,53.5,58.0,57.53,53.9,49.27,50.02,72.09
735808,2015-07-29,53.5,58.0,57.77,54.2,49.47,49.92,72.05
735809,2015-07-30,53.5,58.0,58.0,54.5,49.67,49.83,72.01
735810,2015-07-31,53.5,58.0,58.0,54.62,49.87,49.73,71.97
735811,2015-08-01,53.5,58.0,58.0,54.73,50.07,49.73,71.88
735812,2015-08-02,53.5,58.0,58.0,54.85,50.27,49.73,71.8
735813,2015-08-03,52.7,51.0,57.77,54.85,50.39,49.69,71.69
735814,2015-08-04,52.7,51.0,57.53,54.85,50.51,49.66,71.59
735815,2015-08-05,52.7,51.0,57.3,54.85,50.63,49.62,71.48
735816,2015-08-06,52.7,51.0,57.07,54.85,50.76,49.58,71.38
735817,2015-08-07,52.7,51.0,56.83,54.85,50.88,49.54,71.28
735818,2015-08-08,52.7,51.0,56.6,54.85,51.0,49.5,71.17
735819,2015-08-09,52.7,51.0,56.37,54.85,51.12,49.46,71.07
735820,2015-08-10,52.7,51.0,56.13,54.85,51.24,49.42,70.96
735821,2015-08-11,52.7,51.0,55.9,54.85,51.37,49.38,70.86
735822,2015-08-12,52.7,51.0,55.67,54.85,51.49,49.34,70.76
735823,2015-08-13,52.7,51.0,55.43,54.85,51.61,49.31,70.65
735824,2015-08-14,52.7,51.0,55.2,54.85,51.73,49.27,70.55
735825,2015-08-15,52.7,51.0,54.97,54.85,51.86,49.23,70.44
735826,2015-08-16,52.7,51.0,54.73,54.85,51.98,49.19,70.34
735827,2015-08-17,52.7,51.0,54.5,54.85,52.1,49.15,70.24
735828,2015-08-18,52.7,51.0,54.27,54.85,52.22,49.11,70.13
735829,2015-08-19,52.7,51.0,54.03,54.85,52.34,49.07,70.03
735830,2015-08-20,52.7,51.0,53.8,54.85,52.47,49.03,69.92
735831,2015-08-21,52.7,51.0,53.57,54.85,52.59,48.99,69.82
735832,2015-08-22,52.7,51.0,53.33,54.85,52.71,48.96,69.72
735833,2015-08-23,52.7,51.0,53.1,54.85,52.83,48.92,69.61
735834,2015-08-24,52.7,51.0,52.87,54.85,52.96,48.88,69.51
735835,2015-08-25,52.7,51.0,52.63,54.85,53.08,48.84,69.4
735836,2015-08-26,52.7,51.0,52.4,54.85,53.2,48.8,69.3
735837,2015-08-27,52.7,51.0,52.17,54.85,53.32,48.76,69.19
735838,2015-08-28,52.7,51.0,51.93,54.85,53.44,48.72,69.09
735839,2015-08-29,52.7,51.0,51.7,54.85,53.57,48.72,68.99
735840,2015-08-30,52.7,51.0,51.47,54.73,53.57,48.71,68.88
735841,2015-08-31,52.7,51.0,51.23,54.62,53.57,48.71,68.78
735842,2015-09-01,51.1,36.0,50.5,54.25,53.4,48.62,68.63
735843,2015-09-02,51.1,36.0,50.0,53.88,53.23,48.53,68.44
735844,2015-09-03,51.1,36.0,49.5,53.52,53.07,48.44,68.25
735845,2015-09-04,51.1,36.0,49.0,53.15,52.9,48.35,68.06
735846,2015-09-05,51.1,36.0,48.5,52.78,52.73,48.26,67.87
735847,2015-09-06,51.1,36.0,48.0,52.42,52.57,48.17,67.67
