Rata_Die,Date,Original,Quantized,Avg005,Avg030,Avg060,Avg090,Avg120,Avg180
737650,2020-08-13,17.3,89.0,89.0,85.07,52.27,-6.62,-27.97,-17.63
737651,2020-08-14,17.3,89.0,89.0,87.03,55.88,-4.61,-26.46,-17.62
737652,2020-08-15,17.3,89.0,89.0,89.0,59.5,-2.6,-24.95,-17.62
737653,2020-08-16,17.3,89.0,89.0,89.0,60.48,-0.59,-23.44,-17.61
737654,2020-08-17,17.3,89.0,89.0,89.0,61.47,1.82,-21.93,-17.08
737655,2020-08-18,22.6,114.0,94.0,89.83,62.87,4.51,-20.22,-16.42
737656,2020-08-19,22.6,114.0,99.0,90.67,64.27,7.2,-18.5,-15.75
737657,2020-08-20,22.6,114.0,104.0,91.5,65.67,9.89,-16.78,-15.08
737658,2020-08-21,22.6,114.0,109.0,92.33,67.07,12.58,-15.07,-14.42
737659,2020-08-22,22.6,114.0,114.0,93.17,68.47,15.27,-13.35,-13.75
737660,2020-08-23,22.6,114.0,114.0,94.0,69.87,17.96,-11.63,-13.08
737661,2020-08-24,22.6,114.0,114.0,94.83,71.27,20.64,-9.92,-12.42
737662,2020-08-25,22.6,114.0,114.0,95.67,72.67,23.33,-8.2,-11.75
737663,2020-08-26,22.6,114.0,114.0,96.5,74.07,26.02,-6.48,-11.08
737664,2020-08-27,22.6,114.0,114.0,97.33,75.47,28.71,-4.77,-10.42
737665,2020-08-28,22.6,114.0,114.0,98.17,76.87,31.4,-3.05,-9.75
737666,2020-08-29,22.6,114.0,114.0,99.0,78.27,34.09,-1.33,-9.08
737667,2020-08-30,22.6,114.0,114.0,99.83,79.67,36.78,0.38,-8.42
737668,2020-08-31,22.6,114.0,114.0,100.67,81.07,39.47,2.1,-7.75
737669,2020-09-01,22.6,114.0,114.0,101.5,82.47,42.16,3.82,-7.08
737670,2020-09-02,22.6,114.0,114.0,102.33,83.87,44.84,5.53,-6.42
737671,2020-09-03,22.6,114.0,114.0,103.17,85.27,47.53,7.25,-5.75
737672,2020-09-04,22.6,114.0,114.0,104.0,86.67,50.22,8.97,-5.08
737673,2020-09-05,22.6,114.0,114.0,104.83,88.07,52.91,10.68,-4.42
737674,2020-09-06,22.6,114.0,114.0,105.67,89.47,55.6,12.4,-3.75
737675,2020-09-07,22.6,114.0,114.0,106.5,90.87,58.29,14.12,-3.08
737676,2020-09-08,22.6,114.0,114.0,107.33,92.27,60.98,15.83,-2.42
737677,2020-09-09,22.6,114.0,114.0,108.17,93.67,63.67,17.55,-1.75
737678,2020-09-10,22.6,114.0,114.0,109.0,95.07,66.36,19.27,-1.08
737679,2020-09-11,22.6,114.0,114.0,109.83,96.47,69.04,20.98,-0.42
737680,2020-09-12,22.6,114.0,114.0,110.67,97.87,71.73,22.7,0.25
737681,2020-09-13,22.6,114.0,114.0,111.5,99.27,74.42,24.42,0.92
737682,2020-09-14,22.6,114.0,114.0,112.33,100.67,77.11,26.13,1.53
737683,2020-09-15,22.6,114.0,114.0,113.17,101.08,78.04,27.85,2.15
737684,2020-09-16,22.6,114.0,114.0,114.0,101.5,78.98,29.87,2.77
737685,2020-09-17,-5.1,-13.0,88.6,109.77,99.8,78.5,30.82,2.68
737686,2020-09-18,-5.1,-13.0,63.2,105.53,98.1,78.02,31.78,2.59
737687,2020-09-19,-5.1,-13.0,37.8,101.3,96.4,77.54,32.74,2.5
737688,2020-09-20,-5.1,-13.0,12.4,97.07,94.7,77.07,33.7,2.41
737689,2020-09-21,-5.1,-13.0,-13.0,92.83,93.0,76.59,34.66,2.32
737690,2020-09-22,-5.1,-13.0,-13.0,88.6,91.3,76.11,35.62,2.23
737691,2020-09-23,-5.1,-13.0,-13.0,84.37,89.6,75.63,36.58,2.14
737692,2020-09-24,-5.1,-13.0,-13.0,80.13,87.9,75.16,37.53,2.06
737693,2020-09-25,-5.1,-13.0,-13.0,75.9,86.2,74.68,38.49,1.97
737694,2020-09-26,-5.1,-13.0,-13.0,71.67,84.5,74.2,39.45,1.88
737695,2020-09-27,-5.1,-13.0,-13.0,67.43,82.8,73.72,40.41,1.79
737696,2020-09-28,-5.1,-13.0,-13.0,63.2,81.1,73.24,41.37,1.7
737697,2020-09-29,-5.1,-13.0,-13.0,58.97,79.4,72.77,42.32,1.61
737698,2020-09-30,-5.1,-13.0,-13.0,54.73,77.7,72.29,43.28,1.52
737699,2020-10-01,-5.1,-13.0,-13.0,50.5,76.0,71.81,44.24,1.43
737700,2020-10-02,-5.1,-13.0,-13.0,46.27,74.3,71.33,45.2,1.34
737701,2020-10-03,-5.1,-13.0,-13.0,42.03,72.6,70.86,46.16,1.26
737702,2020-10-04,-5.1,-13.0,-13.0,37.8,70.9,70.38,47.12,1.17
737703,2020-10-05,-5.1,-13.0,-13.0,33.57,69.2,69.9,48.08,1.08
737704,2020-10-06,-5.1,-13.0,-13.0,29.33,67.5,69.42,49.03,0.99
737705,2020-10-07,-5.1,-13.0,-13.0,25.1,65.8,68.94,49.99,0.9
737706,2020-10-08,-5.1,-13.0,-13.0,20.87,64.1,68.47,50.95,0.81
737707,2020-10-09,-5.1,-13.0,-13.0,16.63,62.4,67.99,51.91,0.72
737708,2020-10-10,-5.1,-13.0,-13.0,12.4,60.7,67.51,52.87,0.63
737709,2020-10-11,-5.1,-13.0,-13.0,8.17,59.0,67.03,53.82,0.54
737710,2020-10-12,-5.1,-13.0,-13.0,3.93,57.3,66.56,54.78,0.46
737711,2020-10-13,-5.1,-13.0,-13.0,-0.3,55.6,66.08,55.74,0.89
737712,2020-10-14,-5.1,-13.0,-13.0,-4.53,53.9,65.6,56.7,1.33
737713,2020-10-15,-5.1,-13.0,-13.0,-8.77,52.2,64.47,56.34,1.77
737714,2020-10-16,-5.1,-13.0,-13.0,-13.0,50.5,63.33,55.98,2.21
737715,2020-10-17,-5.1,-13.0,-13.0,-13.0,48.38,62.2,55.62,2.65
737716,2020-10-18,-5.1,-13.0,-13.0,-13.0,46.27,61.07,55.27,3.09
737717,2020-10-19,-5.1,-13.0,-13.0,-13.0,44.15,59.93,54.91,3.53
737718,2020-10-20,1.9,19.0,-6.6,-11.93,42.57,59.16,54.82,4.14
737719,2020-10-21,1.9,19.0,-0.2,-10.87,40.98,58.38,54.72,4.76
737720,2020-10-22,1.9,19.0,6.2,-9.8,39.4,57.6,54.63,5.38
737721,2020-10-23,1.9,19.0,12.6,-8.73,37.82,56.82,54.54,5.99
737722,2020-10-24,1.9,19.0,19.0,-7.67,36.23,56.04,54.45,6.61
737723,2020-10-25,1.9,19.0,19.0,-6.6,34.65,55.27,54.36,7.23
737724,2020-10-26,1.9,19.0,19.0,-5.53,33.07,54.49,54.27,7.84
737725,2020-10-27,1.9,19.0,19.0,-4.47,31.48,53.71,54.18,8.46
737726,2020-10-28,1.9,19.0,19.0,-3.4,29.9,52.93,54.08,9.08
737727,2020-10-29,1.9,19.0,19.0,-2.33,28.32,52.16,53.99,9.69
737728,2020-10-30,1.9,19.0,19.0,-1.27,26.73,51.38,53.9,10.31
737729,2020-10-31,1.9,19.0,19.0,-0.2,25.15,50.6,53.81,10.93
737730,2020-11-01,1.9,19.0,19.0,0.87,23.57,49.82,53.72,11.54
737731,2020-11-02,1.9,19.0,19.0,1.93,21.98,49.04,53.62,12.16
737732,2020-11-03,1.9,19.0,19.0,3.0,20.4,48.27,53.53,12.78
737733,2020-11-04,1.9,19.0,19.0,4.07,18.82,47.49,53.44,13.39
737734,2020-11-05,1.9,19.0,19.0,5.13,17.23,46.71,53.35,14.01
737735,2020-11-06,1.9,19.0,19.0,6.2,15.65,45.93,53.26,14.63
737736,2020-11-07,1.9,19.0,19.0,7.27,14.07,45.16,53.17,15.24
737737,2020-11-08,1.9,19.0,19.0,8.33,12.48,44.38,53.08,15.86
737738,2020-11-09,1.9,19.0,19.0,9.4,10.9,43.6,52.98,16.48
737739,2020-11-10,1.9,19.0,19.0,10.47,9.32,42.82,52.89,17.09
737740,2020-11-11,1.9,19.0,19.0,11.53,7.73,42.04,52.8,17.71
737741,2020-11-12,1.9,19.0,19.0,12.6,6.15,41.27,52.71,18.33
737742,2020-11-13,1.9,19.0,19.0,13.67,4.57,40.49,52.62,18.94
737743,2020-11-14,1.9,19.0,19.0,14.73,2.98,39.71,52.03,19.56
737744,2020-11-15,1.9,19.0,19.0,15.8,1.4,38.93,51.45,20.38
737745,2020-11-16,1.9,19.0,19.0,16.87,1.93,37.88,50.87,21.19
737746,2020-11-17,1.9,19.0,19.0,17.93,2.47,36.82,50.28,22.01
737747,2020-11-18,4.9,33.0,21.8,19.47,3.23,35.92,49.82,22.91
737748,2020-11-19,4.9,33.0,24.6,19.93,4.0,35.02,49.35,23.8
737749,2020-11-20,4.9,33.0,27.4,20.4,4.77,34.12,48.88,24.69
737750,2020-11-21,4.9,33.0,30.2,20.87,5.53,33.22,48.42,25.59
737751,2020-11-22,4.9,33.0,33.0,21.33,6.3,32.32,47.95,26.48
737752,2020-11-23,4.9,33.0,33.0,21.8,7.07,31.42,47.48,27.38
737753,2020-11-24,4.9,33.0,33.0,22.27,7.83,30.52,47.02,28.27
737754,2020-11-25,4.9,33.0,33.0,22.73,8.6,29.62,46.55,29.17
737755,2020-11-26,4.9,33.0,33.0,23.2,9.37,28.72,46.08,30.06
737756,2020-11-27,4.9,33.0,33.0,23.67,10.13,27.82,45.62,30.96
737757,2020-11-28,4.9,33.0,33.0,24.13,10.9,26.92,45.15,31.85
737758,2020-11-29,4.9,33.0,33.0,24.6,11.67,26.02,44.68,32.74
737759,2020-11-30,4.9,33.0,33.0,25.07,12.43,25.12,44.22,33.64
737760,2020-12-01,4.9,33.0,33.0,25.53,13.2,24.22,43.75,34.53
737761,2020-12-02,4.9,33.0,33.0,26.0,13.97,23.32,43.28,35.43
737762,2020-12-03,4.9,33.0,33.0,26.47,14.73,22.42,42.82,36.32
737763,2020-12-04,4.9,33.0,33.0,26.93,15.5,21.52,42.35,37.22
737764,2020-12-05,4.9,33.0,33.0,27.4,16.27,20.62,41.88,38.11
737765,2020-12-06,4.9,33.0,33.0,27.87,17.03,19.72,41.42,39.01
737766,2020-12-07,4.9,33.0,33.0,28.33,17.8,18.82,40.95,39.9
737767,2020-12-08,4.9,33.0,33.0,28.8,18.57,17.92,40.48,40.79
737768,2020-12-09,4.9,33.0,33.0,29.27,19.33,17.02,40.02,41.69
737769,2020-12-10,4.9,33.0,33.0,29.73,20.1,16.12,39.55,42.58
737770,2020-12-11,4.9,33.0,33.0,30.2,20.87,15.22,39.08,43.48
737771,2020-12-12,4.9,33.0,33.0,30.67,21.63,14.32,38.62,44.37
737772,2020-12-13,4.9,33.0,33.0,31.13,22.4,13.42,38.15,45.27
737773,2020-12-14,4.9,33.0,33.0,31.6,23.17,12.52,37.68,45.28
737774,2020-12-15,4.9,33.0,33.0,32.07,23.93,11.62,37.22,45.3
737775,2020-12-16,4.9,33.0,33.0,32.53,24.7,12.13,36.54,45.32
737776,2020-12-17,4.9,33.0,33.0,33.0,25.47,12.64,35.87,45.33
737777,2020-12-18,4.9,33.0,33.0,33.0,26.23,13.16,35.19,45.35
737778,2020-12-19,4.9,33.0,33.0,33.0,26.47,13.67,34.52,45.37
737779,2020-12-20,4.9,33.0,33.0,33.0,26.7,14.18,33.84,45.38
737780,2020-12-21,4.9,33.0,33.0,33.0,26.93,14.69,33.17,45.4
737781,2020-12-22,4.9,33.0,33.0,33.0,27.17,15.2,32.49,45.42
737782,2020-12-23,4.9,33.0,33.0,33.0,27.4,15.71,31.82,45.43
737783,2020-12-24,4.9,33.0,33.0,33.0,27.63,16.22,31.14,45.45
737784,2020-12-25,4.9,33.0,33.0,33.0,27.87,16.73,30.47,45.47
737785,2020-12-26,4.9,33.0,33.0,33.0,28.1,17.24,29.79,45.48
737786,2020-12-27,4.9,33.0,33.0,33.0,28.33,17.76,29.12,45.5
737787,2020-12-28,4.9,33.0,33.0,33.0,28.57,18.27,28.44,45.52
737788,2020-12-29,4.9,33.0,33.0,33.0,28.8,18.78,27.77,45.53
737789,2020-12-30,4.9,33.0,33.0,33.0,29.03,19.29,27.09,45.55
737790,2020-12-31,4.9,33.0,33.0,33.0,29.27,19.8,26.42,45.57
737791,2021-01-01,4.9,33.0,33.0,33.0,29.5,20.31,25.74,45.58
737792,2021-01-02,4.9,33.0,33.0,33.0,29.73,20.82,25.07,45.6
737793,2021-01-03,4.9,33.0,33.0,33.0,29.97,21.33,24.39,45.62
737794,2021-01-04,4.9,33.0,33.0,33.0,30.2,21.84,23.72,45.63
737795,2021-01-05,4.9,33.0,33.0,33.0,30.43,22.36,23.04,45.65
737796,2021-01-06,4.9,33.0,33.0,33.0,30.67,22.87,22.37,45.67
737797,2021-01-07,4.9,33.0,33.0,33.0,30.9,23.38,21.69,45.68
737798,2021-01-08,4.9,33.0,33.0,33.0,31.13,23.89,21.02,45.7
